Date,Familia,Codigo Producto,Projection,Super Familia
2025-01-01,Fresquita,1300ANV018254,24.176867910608035,Hilos Verano
2025-01-01,Fresquita,1300ANV018257,26.68345840389375,Hilos Verano
2025-01-01,Fresquita,1300ANV018259,37.05247006269512,Hilos Verano
2025-01-01,Fresquita,1300ANV018262,12.804602667671364,Hilos Verano
2025-01-01,Fresquita,1300ANV018902,104.3568943547006,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010001,26.42724287317612,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010002,16.360750756667848,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010003,23.584176562441957,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010004,18.398127265988748,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010005,22.85874704775951,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010006,22.82479077260416,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010007,22.14257833539216,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010008,19.76563907451777,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010009,22.19814314928273,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010010,14.57341590985451,Hilos Verano
2025-01-01,Fresquita Estampado,1305ANV010011,30.86934105031669,Hilos Verano
2025-01-01,Margarita,1308ANV010003,26.11546252856792,Hilos Verano
2025-01-01,Margarita,1308ANV010022,16.35148995435275,Hilos Verano
2025-01-01,Margarita,1308ANV010028,27.42740952320637,Hilos Verano
2025-01-01,Margarita,1308ANV010029,19.540292884850462,Hilos Verano
2025-01-01,Margarita,1308ANV010033,27.4490180619416,Hilos Verano
2025-01-01,Margarita,1308ANV010081,20.188549046907116,Hilos Verano
2025-01-01,Margarita,1308ANV010205,24.21082418576338,Hilos Verano
2025-01-01,Margarita,1308ANV010209,46.22375128874421,Hilos Verano
2025-01-01,Margarita,1308ANV010223,39.49423493977517,Hilos Verano
2025-01-01,Margarita,1308ANV010225,28.08492648757812,Hilos Verano
2025-01-01,Margarita,1308ANV010229,35.712740661111376,Hilos Verano
2025-01-01,Margarita,1308ANV010289,35.428742723448465,Hilos Verano
2025-01-01,Margarita,1308ANV010425,19.72550893115236,Hilos Verano
2025-01-01,Margarita,1308ANV010439,35.218831204306305,Hilos Verano
2025-01-01,Margarita,1308ANV010712,16.755878322111897,Hilos Verano
2025-01-01,Margarita,1308ANV010730,29.261048381595188,Hilos Verano
2025-01-01,Margarita,1308ANV010731,13.869594933907289,Hilos Verano
2025-01-01,Margarita,1308ANV011102,117.46401656466504,Hilos Verano
2025-01-01,Margarita,1308ANV011302,48.95568797169724,Hilos Verano
2025-01-01,Margarita,1308ANV013401,28.81961680457566,Hilos Verano
2025-01-01,Margarita,1308ANV013602,55.18203406154611,Hilos Verano
2025-01-01,Margarita,1308ANV014850,25.7141610949138,Hilos Verano
2025-01-01,Margarita,1308ANV016210,27.01684728723717,Hilos Verano
2025-01-01,Margarita,1308ANV016212,14.81728370415201,Hilos Verano
2025-01-01,Margarita,1308ANV016213,26.519850896327064,Hilos Verano
2025-01-01,Margarita,1308ANV016215,51.66601611591504,Hilos Verano
2025-01-01,Margarita,1308ANV016402,26.02285450541697,Hilos Verano
2025-01-01,Margarita,1308ANV018102,28.24236012693473,Hilos Verano
2025-01-01,Margarita,1308ANV018254,29.22091823822977,Hilos Verano
2025-01-01,Margarita,1308ANV018257,28.76096505658006,Hilos Verano
2025-01-01,Margarita,1308ANV018902,72.36082235604734,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ100003,18.46603981629945,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ100209,19.608205435161164,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ100225,19.472380334539768,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ100229,26.02902837362704,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ100730,17.107788810085513,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ101102,33.85749326398735,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ101302,24.155259371872816,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ103401,17.311526461017603,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ103602,19.472380334539768,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ106215,21.60545180111665,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ106402,13.743030635600991,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ108257,15.249454478856448,Hilos Verano
2025-01-01,Natura Algodón 100 gr,1528IMQ108902,22.48522802105068,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ200003,17.039876259774815,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ200209,18.151172537586213,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ200225,14.894457056777805,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ200229,26.316113245394984,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ200730,13.62881407371482,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ201102,49.34464166893123,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ201302,39.72884193175759,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ203401,14.07641951894441,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ203602,20.636154492136708,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ206215,21.23810664261789,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ206402,13.767726108441243,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ208257,12.424909772752468,Hilos Verano
2025-01-01,Natura Algodón 500 gr,5528IMQ208902,21.454192029970105,Hilos Verano
2025-01-01,Perle Verano,1310ANV010022,21.17636796051725,Hilos Verano
2025-01-01,Perle Verano,1310ANV010029,23.686045387908,Hilos Verano
2025-01-01,Perle Verano,1310ANV010032,27.637321042348532,Hilos Verano
2025-01-01,Perle Verano,1310ANV010033,33.77723297725653,Hilos Verano
2025-01-01,Perle Verano,1310ANV010081,22.195056215177704,Hilos Verano
2025-01-01,Perle Verano,1310ANV010205,48.38151822816135,Hilos Verano
2025-01-01,Perle Verano,1310ANV010209,62.04428857703153,Hilos Verano
2025-01-01,Perle Verano,1310ANV010210,30.190215547209725,Hilos Verano
2025-01-01,Perle Verano,1310ANV010216,24.20156338344829,Hilos Verano
2025-01-01,Perle Verano,1310ANV010225,47.67152338400407,Hilos Verano
2025-01-01,Perle Verano,1310ANV010229,66.02643357252238,Hilos Verano
2025-01-01,Perle Verano,1310ANV010231,41.673610417927534,Hilos Verano
2025-01-01,Perle Verano,1310ANV010234,35.6170457038554,Hilos Verano
2025-01-01,Perle Verano,1310ANV010279,25.618466137657823,Hilos Verano
2025-01-01,Perle Verano,1310ANV010288,24.843645677294877,Hilos Verano
2025-01-01,Perle Verano,1310ANV010289,67.73659506670992,Hilos Verano
2025-01-01,Perle Verano,1310ANV010425,25.763552040594316,Hilos Verano
2025-01-01,Perle Verano,1310ANV010439,32.49615532366838,Hilos Verano
2025-01-01,Perle Verano,1310ANV010712,15.246367544751417,Hilos Verano
2025-01-01,Perle Verano,1310ANV010731,20.466373116359968,Hilos Verano
2025-01-01,Perle Verano,1310ANV010903,26.914978461771124,Hilos Verano
2025-01-01,Perle Verano,1310ANV011102,277.0276404537521,Hilos Verano
2025-01-01,Perle Verano,1310ANV011302,92.10176595772488,Hilos Verano
2025-01-01,Perle Verano,1310ANV013401,39.13306364948647,Hilos Verano
2025-01-01,Perle Verano,1310ANV013602,118.96117960560542,Hilos Verano
2025-01-01,Perle Verano,1310ANV014204,28.137404367363665,Hilos Verano
2025-01-01,Perle Verano,1310ANV014850,23.76013180642876,Hilos Verano
2025-01-01,Perle Verano,1310ANV016210,41.53469838320111,Hilos Verano
2025-01-01,Perle Verano,1310ANV016213,32.39428649820234,Hilos Verano
2025-01-01,Perle Verano,1310ANV016215,80.76037005583852,Hilos Verano
2025-01-01,Perle Verano,1310ANV016402,32.54554626934889,Hilos Verano
2025-01-01,Perle Verano,1310ANV017802,35.25896134767173,Hilos Verano
2025-01-01,Perle Verano,1310ANV018102,39.64549471092173,Hilos Verano
2025-01-01,Perle Verano,1310ANV018252,15.187715796755814,Hilos Verano
2025-01-01,Perle Verano,1310ANV018254,29.366004141166272,Hilos Verano
2025-01-01,Perle Verano,1310ANV018257,41.426655689525,Hilos Verano
2025-01-01,Perle Verano,1310ANV018259,44.02276727185664,Hilos Verano
2025-01-01,Perle Verano,1310ANV018262,25.241860176843964,Hilos Verano
2025-01-01,Perle Verano,1310ANV018902,145.64772494360423,Hilos Verano
2025-01-01,Sinfonia,5532IM6010001,9.331801799510735,Hilos Verano
2025-01-01,Sinfonia,5532IM6010002,9.39354048161137,Hilos Verano
2025-01-01,Sinfonia,5532IM6010003,9.22993297404469,Hilos Verano
2025-01-01,Sinfonia,5532IM6010004,9.421322888556652,Hilos Verano
2025-01-01,Sinfonia,5532IM6010005,9.22993297404469,Hilos Verano
2025-01-01,Sinfonia,5532IM6010006,9.495409307077416,Hilos Verano
2025-01-01,Sinfonia,5532IM6010007,9.291671656145324,Hilos Verano
2025-01-01,Sinfonia,5532IM6010008,9.362671140561051,Hilos Verano
2025-01-01,Batik Soft,5618IMOR10001,5.624911275841179,Invierno
2025-01-01,Batik Soft,5618IMOR10002,5.074444375146001,Invierno
2025-01-01,Batik Soft,5618IMOR10003,5.581888812660601,Invierno
2025-01-01,Batik Soft,5618IMOR10004,6.606705948423783,Invierno
2025-01-01,Batik Soft,5618IMOR10005,4.897941962097445,Invierno
2025-01-01,Batik Soft,5618IMOR10006,6.027557405608206,Invierno
2025-01-01,Batik Soft,5618IMOR10007,6.452266337006296,Invierno
2025-01-01,Batik Soft,5618IMOR10008,5.183655243219795,Invierno
2025-01-01,Batik Soft,5618IMOR10009,7.737424532016098,Invierno
2025-01-01,Batik Soft,5618IMOR10010,6.43130667545678,Invierno
2025-01-01,Bonbon Classic,5248IM0108200,24.767701111038317,Invierno
2025-01-01,Bonbon Classic,5248IM0108204,12.912254654583268,Invierno
2025-01-01,Bonbon Classic,5248IM0108206,43.70530689106659,Invierno
2025-01-01,Bonbon Classic,5248IM0108207,13.828964062354192,Invierno
2025-01-01,Bonbon Classic,5248IM0108209,27.159308807846223,Invierno
2025-01-01,Bonbon Classic,5248IM0108211,12.887985572789091,Invierno
2025-01-01,Bonbon Classic,5248IM0108217,14.812965015099882,Invierno
2025-01-01,Bonbon Classic,5248IM0108219,9.470457600136466,Invierno
2025-01-01,Bonbon Classic,5248IM0108220,13.92714352961245,Invierno
2025-01-01,Bonbon Classic,5248IM0108221,1.809149733747677,Invierno
2025-01-01,Bonbon Classic,5248IM0108223,19.88851253032736,Invierno
2025-01-01,Bonbon Classic,5248IM0108224,28.715839462918154,Invierno
2025-01-01,Bonbon Classic,5248IM0108226,15.107503416874655,Invierno
2025-01-01,Bonbon Classic,5248IM0108236,9.256448424315096,Invierno
2025-01-01,Bonbon Classic,5248IM0108237,22.18745646028477,Invierno
2025-01-01,Bonbon Classic,5248IM0108239,7.499146274400431,Invierno
2025-01-01,Bonbon Classic,5248IM0108242,17.63920990403985,Invierno
2025-01-01,Bonbon Classic,5248IM0108322,11.789258051561845,Invierno
2025-01-01,Bonbon Classic,5248IM0108402,13.585170104330878,Invierno
2025-01-01,Bonbon Classic,5248IM0108404,10.47210879418701,Invierno
