Mes,SuperFamily,Familia,Codigo Producto,Venta 2024,Venta 2023,Venta 2022,Projection
1,Bebé,Baby Jakard,5602IMD181306,5.0,5.0,,5.0
1,Bebé,Baby Jakard,5602IMD181307,11.0,4.2,,4.0
1,Bebé,Baby Jakard,5602IMD181309,8.0,8.2,,3.0
1,Bebé,Baby Jakard,5602IMD181310,6.0,6.0,,4.0
1,Bebé,Baby Jakard,5602IMD181311,9.0,8.2,,3.0
1,Bebé,Baby Jakard,5602IMD181315,10.0,10.2,,6.0
1,Bebé,Baby Jakard,5602IMD181316,8.0,8.2,,5.0
1,Bebé,Baby Jakard,5602IMD181317,7.0,7.0,,5.0
1,Bebé,Baby Jakard,5602IMD181318,6.0,5.0,,3.0
1,Bebé,Baby Jakard,5602IMD181319,11.0,6.0,,6.0
1,Bebé,Baby Soft,1148AN1010003,47.0,53.0,72.0,43.0
1,Bebé,Baby Soft,1148AN1010014,21.0,31.0,62.0,25.0
1,Bebé,Baby Soft,1148AN1010024,17.0,12.0,44.0,18.0
1,Bebé,Baby Soft,1148AN1010026,65.0,55.0,65.0,45.0
1,Bebé,Baby Soft,1148AN1010034,33.0,48.0,58.0,32.0
1,Bebé,Baby Soft,1148AN1010039,32.0,29.0,31.0,30.0
1,Bebé,Baby Soft,1148AN1010041,25.0,27.0,58.0,28.0
1,Bebé,Baby Soft,1148AN1010050,22.0,21.0,33.0,18.0
1,Bebé,Baby Soft,1148AN1010081,52.0,53.0,75.0,39.0
1,Bebé,Baby Soft,1148AN1010229,50.0,46.0,44.0,35.0
1,Bebé,Baby Soft,1148AN1010439,48.0,29.0,43.0,29.0
1,Bebé,Baby Soft,1148AN1010730,20.0,34.0,37.0,26.0
1,Bebé,Baby Soft,1148AN1010734,42.0,35.0,42.0,33.0
1,Bebé,Baby Soft,1148AN1010812,31.0,31.0,34.0,21.0
1,Bebé,Baby Soft,1148AN1010831,18.0,31.0,48.0,24.0
1,Bebé,Baby Soft,1148AN1010875,36.0,28.0,62.0,28.0
1,Bebé,Baby Soft,1148AN1010888,36.0,39.0,54.0,37.0
1,Bebé,Baby Soft,1148AN1011102,173.2,225.0,142.0,139.0
1,Bebé,Baby Soft,1148AN1011302,70.0,74.0,76.0,54.0
1,Bebé,Baby Soft,1148AN1013401,34.0,28.0,31.0,23.0
1,Bebé,Baby Soft,1148AN1013602,24.0,32.0,31.0,26.0
1,Bebé,Baby Soft,1148AN1013902,15.0,24.0,26.0,17.0
1,Bebé,Baby Soft,1148AN1014204,24.0,10.0,34.0,16.0
1,Bebé,Baby Soft,1148AN1016402,17.0,13.0,35.0,15.0
1,Bebé,Baby Soft,1148AN1018902,65.0,69.0,70.0,49.0
1,Bebé,Bebe 100,5615IMD100208,,,,3.0
1,Bebé,Bebe 100,5615IMD100215,,,,2.0
1,Bebé,Bebe 100,5615IMD100217,,,,1.0
1,Bebé,Bebe 100,5615IMD100247,,,,0.0
1,Bebé,Bebe 100,5615IMD101036,,,,0.0
1,Bebé,Bebe 100,5615IMD101199,,,,0.0
1,Bebé,Bebe 100,5615IMD102197,,,,1.0
1,Bebé,Bebe 100,5615IMD102587,,,,1.0
1,Bebé,Bebe 100,5615IMD103641,,,,1.0
1,Bebé,Bebe 100,5615IMD104895,,,,2.0
1,Bebé,Bebe 100,5615IMD110094,,,,1.0
1,Bebé,Bebe 100,5615IMD123070,,,,1.0
1,Bebé,Bebe 100,5615IMD199054,,,,2.0
1,Bebé,Lolipop,5601IMD180430,2.0,6.0,,11.0
1,Bebé,Lolipop,5601IMD180431,,6.5,,10.0
1,Bebé,Lolipop,5601IMD180432,7.0,9.5,,11.0
1,Bebé,Lolipop,5601IMD180433,3.0,6.0,,9.0
1,Bebé,Lolipop,5601IMD180434,1.0,5.5,,12.0
1,Bebé,Lolipop,5601IMD180437,3.0,12.5,,10.0
1,Bebé,Lolipop,5601IMD180440,1.0,8.0,,14.0
1,Bebé,Lolipop,5601IMD180563,5.0,4.5,,12.0
1,Bebé,Lolipop,5601IMD181117,1.0,1.0,,7.0
1,Bebé,Super Nene,1140NA1010001,27.0,20.0,54.0,26.0
1,Bebé,Super Nene,1140NA1010003,37.0,31.5,66.0,33.0
1,Bebé,Super Nene,1140NA1010004,10.0,13.0,18.0,14.0
1,Bebé,Super Nene,1140NA1010005,23.0,20.0,30.0,17.0
1,Bebé,Super Nene,1140NA1010007,19.0,15.0,33.0,15.0
1,Bebé,Super Nene,1140NA1010008,20.0,26.0,32.0,12.0
1,Bebé,Super Nene,1140NA1010009,,22.0,38.0,16.0
1,Bebé,Super Nene,1140NA1010011,9.0,19.0,27.0,7.0
1,Bebé,Super Nene,1140NA1010026,38.0,56.0,58.0,38.0
1,Bebé,Super Nene,1140NA1010033,,14.0,18.0,5.0
1,Bebé,Super Nene,1140NA1010034,33.0,23.0,59.0,22.0
1,Bebé,Super Nene,1140NA1010073,39.0,26.0,90.0,32.0
1,Bebé,Super Nene,1140NA1010439,25.0,21.0,49.0,18.0
1,Bebé,Super Nene,1140NA1010730,36.0,38.0,62.0,31.0
1,Bebé,Super Nene,1140NA1010731,28.0,18.0,41.0,19.0
1,Bebé,Super Nene,1140NA1010732,11.0,19.0,41.0,16.0
1,Bebé,Super Nene,1140NA1010734,30.0,17.0,59.0,20.0
1,Bebé,Super Nene,1140NA1010829,21.0,15.0,50.0,25.0
1,Bebé,Super Nene,1140NA1011102,146.0,106.0,168.0,94.0
1,Bebé,Super Nene,1140NA1011302,27.0,16.0,72.0,21.0
1,Bebé,Super Nene,1140NA1013303,,26.0,43.0,9.0
1,Bebé,Super Nene,1140NA1013952,40.0,22.0,42.0,22.0
1,Bebé,Super Nene,1140NA1016902,,14.0,17.0,10.0
1,Bebé,Super Nene,1140NA1018902,43.0,34.0,44.0,33.0
1,Hilos Verano,Acqua Microfibra,5533IM6010001,,,,9.0
1,Hilos Verano,Acqua Microfibra,5533IM6010002,,,,11.0
1,Hilos Verano,Acqua Microfibra,5533IM6010003,,,,10.0
1,Hilos Verano,Acqua Microfibra,5533IM6010004,,,,11.0
1,Hilos Verano,Acqua Microfibra,5533IM6010005,,,,11.0
1,Hilos Verano,Acqua Microfibra,5533IM6010006,,,,10.0
1,Hilos Verano,Acqua Microfibra,5533IM6010007,,,,10.0
1,Hilos Verano,Acqua Microfibra,5533IM6010008,,,,11.0
1,Hilos Verano,Acqua Microfibra,5533IM6010009,,,,9.0
1,Hilos Verano,Acqua Microfibra,5533IM6010011,,,,10.0
1,Hilos Verano,Acqua Microfibra,5533IM6010012,,,,8.0
1,Hilos Verano,Cotton Premium,5527IM6010003,18.0,36.0,11.0,28.0
1,Hilos Verano,Cotton Premium,5527IM6010007,,,,8.0
1,Hilos Verano,Cotton Premium,5527IM6010008,,,,9.0
1,Hilos Verano,Cotton Premium,5527IM6010009,,,,9.0
1,Hilos Verano,Cotton Premium,5527IM6010014,,,,10.0
1,Hilos Verano,Cotton Premium,5527IM6010028,23.0,,,19.0
1,Hilos Verano,Cotton Premium,5527IM6010029,,,,10.0
1,Hilos Verano,Cotton Premium,5527IM6010033,31.0,,,23.0
1,Hilos Verano,Cotton Premium,5527IM6010048,24.0,,,24.0
1,Hilos Verano,Cotton Premium,5527IM6010081,20.0,9.0,2.0,20.0
1,Hilos Verano,Cotton Premium,5527IM6010092,28.0,,,24.0
1,Hilos Verano,Cotton Premium,5527IM6010205,33.0,23.0,7.0,39.0
1,Hilos Verano,Cotton Premium,5527IM6010209,54.0,,,37.0
1,Hilos Verano,Cotton Premium,5527IM6010216,24.0,,,19.0
1,Hilos Verano,Cotton Premium,5527IM6010229,33.0,51.0,10.0,49.0
1,Hilos Verano,Cotton Premium,5527IM6010279,25.0,12.0,,20.0
1,Hilos Verano,Cotton Premium,5527IM6010439,31.0,18.0,14.0,36.0
1,Hilos Verano,Cotton Premium,5527IM6010728,19.0,27.0,,23.0
1,Hilos Verano,Cotton Premium,5527IM6010730,32.0,30.0,5.0,33.0
1,Hilos Verano,Cotton Premium,5527IM6010875,17.0,15.2,5.0,18.0
1,Hilos Verano,Cotton Premium,5527IM6010888,25.0,34.0,12.0,38.0
1,Hilos Verano,Cotton Premium,5527IM6011102,133.0,157.3,47.0,119.0
1,Hilos Verano,Cotton Premium,5527IM6011281,23.0,,,25.0
1,Hilos Verano,Cotton Premium,5527IM6011302,81.0,53.0,29.0,82.0
1,Hilos Verano,Cotton Premium,5527IM6012302,,,,12.0
1,Hilos Verano,Cotton Premium,5527IM6012903,21.0,20.0,4.0,23.0
1,Hilos Verano,Cotton Premium,5527IM6013401,23.0,30.0,3.0,30.0
1,Hilos Verano,Cotton Premium,5527IM6013602,63.0,52.0,7.0,63.0
1,Hilos Verano,Cotton Premium,5527IM6013902,,,,9.0
1,Hilos Verano,Cotton Premium,5527IM6014850,40.0,,,22.0
1,Hilos Verano,Cotton Premium,5527IM6016210,14.0,50.0,4.0,31.0
1,Hilos Verano,Cotton Premium,5527IM6016213,56.0,,,34.0
1,Hilos Verano,Cotton Premium,5527IM6016215,36.0,43.0,7.0,43.0
1,Hilos Verano,Cotton Premium,5527IM6016902,,,,9.0
1,Hilos Verano,Cotton Premium,5527IM6018102,19.0,27.0,10.0,26.0
1,Hilos Verano,Cotton Premium,5527IM6018257,32.0,19.0,1.0,28.0
1,Hilos Verano,Cotton Premium,5527IM6018259,54.0,58.3,18.0,69.0
1,Hilos Verano,Cotton Premium,5527IM6018902,75.0,47.0,15.0,65.0
1,Hilos Verano,Delicia Verano,1320ANV010022,,3.0,,5.0
1,Hilos Verano,Delicia Verano,1320ANV010026,,4.0,,5.0
1,Hilos Verano,Delicia Verano,1320ANV010029,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV010030,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV010033,,3.0,,6.0
1,Hilos Verano,Delicia Verano,1320ANV010035,3.0,3.0,,6.0
1,Hilos Verano,Delicia Verano,1320ANV010055,,3.0,,5.0
1,Hilos Verano,Delicia Verano,1320ANV010081,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV010134,1.0,3.0,,6.0
1,Hilos Verano,Delicia Verano,1320ANV010205,,4.0,,6.0
1,Hilos Verano,Delicia Verano,1320ANV010225,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV010229,2.0,4.0,,9.0
1,Hilos Verano,Delicia Verano,1320ANV010279,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV010289,2.0,4.0,,9.0
1,Hilos Verano,Delicia Verano,1320ANV010425,,3.0,,4.0
1,Hilos Verano,Delicia Verano,1320ANV010439,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV010712,,4.0,,5.0
1,Hilos Verano,Delicia Verano,1320ANV010731,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV011102,12.0,16.0,,15.0
1,Hilos Verano,Delicia Verano,1320ANV011302,,9.0,,10.0
1,Hilos Verano,Delicia Verano,1320ANV013602,4.0,9.0,,9.0
1,Hilos Verano,Delicia Verano,1320ANV016210,4.0,6.0,,10.0
1,Hilos Verano,Delicia Verano,1320ANV016211,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV016212,5.0,4.0,,8.0
1,Hilos Verano,Delicia Verano,1320ANV016213,,,,0.0
1,Hilos Verano,Delicia Verano,1320ANV016215,2.0,3.0,,6.0
1,Hilos Verano,Delicia Verano,1320ANV016402,,3.0,,4.0
1,Hilos Verano,Delicia Verano,1320ANV018102,1.0,3.0,,6.0
1,Hilos Verano,Delicia Verano,1320ANV018902,5.0,8.0,,10.0
1,Hilos Verano,Fresquita,1300ANV010003,24.0,36.0,30.0,25.0
1,Hilos Verano,Fresquita,1300ANV010022,,10.0,14.0,13.0
1,Hilos Verano,Fresquita,1300ANV010026,12.0,16.0,6.0,18.0
1,Hilos Verano,Fresquita,1300ANV010028,10.0,14.0,4.0,16.0
1,Hilos Verano,Fresquita,1300ANV010029,5.0,18.0,13.0,16.0
1,Hilos Verano,Fresquita,1300ANV010033,28.0,17.6,7.0,20.0
1,Hilos Verano,Fresquita,1300ANV010055,4.0,4.0,9.0,10.0
1,Hilos Verano,Fresquita,1300ANV010081,13.0,9.0,14.0,15.0
1,Hilos Verano,Fresquita,1300ANV010205,22.0,29.0,15.0,22.0
1,Hilos Verano,Fresquita,1300ANV010209,23.0,14.0,4.0,41.0
1,Hilos Verano,Fresquita,1300ANV010216,6.0,10.0,15.0,11.0
1,Hilos Verano,Fresquita,1300ANV010223,24.0,21.0,22.0,31.0
1,Hilos Verano,Fresquita,1300ANV010225,36.0,26.0,15.0,29.0
1,Hilos Verano,Fresquita,1300ANV010229,23.0,28.0,31.0,39.0
1,Hilos Verano,Fresquita,1300ANV010231,15.0,29.0,11.0,21.0
1,Hilos Verano,Fresquita,1300ANV010259,2.0,13.0,8.0,7.0
1,Hilos Verano,Fresquita,1300ANV010279,7.0,16.0,7.0,12.0
1,Hilos Verano,Fresquita,1300ANV010281,15.0,18.0,6.0,22.0
1,Hilos Verano,Fresquita,1300ANV010288,3.0,11.0,11.0,9.0
1,Hilos Verano,Fresquita,1300ANV010289,24.0,45.0,21.0,34.0
1,Hilos Verano,Fresquita,1300ANV010425,9.0,17.0,3.0,11.0
1,Hilos Verano,Fresquita,1300ANV010439,7.0,17.0,11.0,20.0
1,Hilos Verano,Fresquita,1300ANV010712,3.0,1.0,4.0,7.0
1,Hilos Verano,Fresquita,1300ANV010730,12.0,25.0,22.0,26.0
1,Hilos Verano,Fresquita,1300ANV010731,2.0,3.0,7.0,6.0
1,Hilos Verano,Fresquita,1300ANV011033,16.0,23.0,9.0,18.0
1,Hilos Verano,Fresquita,1300ANV011102,181.0,207.0,231.0,197.0
1,Hilos Verano,Fresquita,1300ANV011281,7.0,25.0,8.0,20.0
1,Hilos Verano,Fresquita,1300ANV011302,53.0,53.0,61.0,58.0
1,Hilos Verano,Fresquita,1300ANV011777,5.0,14.0,10.0,9.0
1,Hilos Verano,Fresquita,1300ANV011788,8.0,14.0,10.0,10.0
1,Hilos Verano,Fresquita,1300ANV011799,7.0,16.0,2.0,11.0
1,Hilos Verano,Fresquita,1300ANV012502,6.0,22.0,4.0,13.0
1,Hilos Verano,Fresquita,1300ANV013401,24.0,28.0,16.0,26.0
1,Hilos Verano,Fresquita,1300ANV013602,47.0,54.0,42.0,69.0
1,Hilos Verano,Fresquita,1300ANV014204,3.0,13.1,6.0,15.0
1,Hilos Verano,Fresquita,1300ANV014850,7.0,14.0,8.0,16.0
1,Hilos Verano,Fresquita,1300ANV016210,24.0,37.0,19.0,24.0
1,Hilos Verano,Fresquita,1300ANV016211,9.0,3.0,3.0,8.0
1,Hilos Verano,Fresquita,1300ANV016212,2.0,14.0,2.0,10.0
1,Hilos Verano,Fresquita,1300ANV016213,16.0,10.0,7.0,21.0
1,Hilos Verano,Fresquita,1300ANV016214,6.0,2.0,7.0,8.0
1,Hilos Verano,Fresquita,1300ANV016215,33.4,94.5,35.0,71.0
1,Hilos Verano,Fresquita,1300ANV016402,10.0,14.0,8.0,18.0
1,Hilos Verano,Fresquita,1300ANV016890,6.0,1.0,1.0,5.0
1,Hilos Verano,Fresquita,1300ANV017802,15.0,21.0,5.0,18.0
1,Hilos Verano,Fresquita,1300ANV018102,7.0,27.0,16.0,21.0
1,Hilos Verano,Fresquita,1300ANV018252,5.0,5.0,2.0,9.0
1,Hilos Verano,Fresquita,1300ANV018254,14.0,14.0,22.0,19.0
1,Hilos Verano,Fresquita,1300ANV018257,24.0,24.0,12.0,27.0
1,Hilos Verano,Fresquita,1300ANV018259,29.0,71.0,8.0,43.0
1,Hilos Verano,Fresquita,1300ANV018262,3.0,7.0,3.0,10.0
1,Hilos Verano,Fresquita,1300ANV018902,61.0,80.0,110.0,84.0
1,Hilos Verano,Fresquita Estampado,1305ANV010001,15.0,17.0,17.0,23.0
1,Hilos Verano,Fresquita Estampado,1305ANV010002,6.0,3.0,8.0,12.0
1,Hilos Verano,Fresquita Estampado,1305ANV010003,17.0,9.0,8.0,19.0
1,Hilos Verano,Fresquita Estampado,1305ANV010004,9.0,6.9,11.0,14.0
1,Hilos Verano,Fresquita Estampado,1305ANV010005,13.0,12.0,12.0,19.0
1,Hilos Verano,Fresquita Estampado,1305ANV010006,12.0,17.0,9.0,18.0
1,Hilos Verano,Fresquita Estampado,1305ANV010007,19.0,4.0,6.0,18.0
1,Hilos Verano,Fresquita Estampado,1305ANV010008,14.0,16.0,8.0,17.0
1,Hilos Verano,Fresquita Estampado,1305ANV010009,18.0,7.0,14.0,18.0
1,Hilos Verano,Fresquita Estampado,1305ANV010010,3.0,5.0,7.0,11.0
1,Hilos Verano,Fresquita Estampado,1305ANV010011,21.0,21.0,19.0,29.0
1,Hilos Verano,Margarita,1308ANV010003,62.0,25.0,23.0,21.0
1,Hilos Verano,Margarita,1308ANV010022,52.0,11.0,13.0,12.0
1,Hilos Verano,Margarita,1308ANV010028,53.0,21.0,14.0,22.0
1,Hilos Verano,Margarita,1308ANV010029,12.0,18.0,12.0,15.0
1,Hilos Verano,Margarita,1308ANV010033,13.0,28.0,21.0,22.0
1,Hilos Verano,Margarita,1308ANV010081,46.0,22.0,13.0,16.0
1,Hilos Verano,Margarita,1308ANV010205,57.0,25.0,16.0,19.0
1,Hilos Verano,Margarita,1308ANV010209,54.0,28.0,16.0,39.0
1,Hilos Verano,Margarita,1308ANV010223,26.0,40.0,16.0,32.0
1,Hilos Verano,Margarita,1308ANV010225,60.0,28.0,17.0,22.0
1,Hilos Verano,Margarita,1308ANV010229,50.0,37.0,16.0,28.0
1,Hilos Verano,Margarita,1308ANV010289,64.0,29.0,15.0,28.0
1,Hilos Verano,Margarita,1308ANV010425,12.0,21.0,11.0,15.0
1,Hilos Verano,Margarita,1308ANV010439,58.0,29.0,18.0,29.0
1,Hilos Verano,Margarita,1308ANV010712,9.0,12.0,11.0,13.0
1,Hilos Verano,Margarita,1308ANV010730,61.0,22.0,7.0,23.0
1,Hilos Verano,Margarita,1308ANV010731,6.0,16.0,9.0,11.0
1,Hilos Verano,Margarita,1308ANV011102,173.0,118.0,75.0,103.0
1,Hilos Verano,Margarita,1308ANV011302,64.7,48.0,32.0,39.0
1,Hilos Verano,Margarita,1308ANV013401,53.0,29.0,15.0,23.0
1,Hilos Verano,Margarita,1308ANV013602,61.0,50.0,37.0,45.0
1,Hilos Verano,Margarita,1308ANV014850,51.0,15.0,11.0,20.0
1,Hilos Verano,Margarita,1308ANV016210,54.0,21.0,17.0,20.0
1,Hilos Verano,Margarita,1308ANV016212,7.0,20.0,12.0,12.0
1,Hilos Verano,Margarita,1308ANV016213,61.0,23.0,13.0,21.0
1,Hilos Verano,Margarita,1308ANV016215,74.0,44.0,21.0,45.0
1,Hilos Verano,Margarita,1308ANV016402,63.0,13.0,10.0,21.0
1,Hilos Verano,Margarita,1308ANV018102,52.0,42.0,20.0,22.0
1,Hilos Verano,Margarita,1308ANV018254,59.0,25.0,17.0,23.0
1,Hilos Verano,Margarita,1308ANV018257,56.0,29.0,18.0,24.0
1,Hilos Verano,Margarita,1308ANV018902,114.0,83.0,47.0,59.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ100003,12.0,22.0,,15.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ100209,14.0,13.0,,16.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ100225,15.0,21.0,,16.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ100229,27.0,28.0,,21.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ100730,16.0,21.0,,14.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ101102,29.0,31.0,,27.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ101302,32.0,38.0,,27.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ103401,11.0,16.0,,14.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ103602,19.0,16.0,,16.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ106215,15.0,27.0,,18.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ106402,9.0,15.0,,11.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ108257,15.0,14.1,,12.0
1,Hilos Verano,Natura Algodón 100 gr,1528IMQ108902,28.0,30.0,,21.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ200003,12.0,32.0,,19.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ200209,10.0,23.0,,20.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ200225,11.0,26.0,,17.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ200229,19.0,56.0,,26.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ200730,8.0,27.0,,16.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ201102,36.0,106.0,,53.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ201302,23.5,106.0,,35.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ203401,8.0,33.0,,11.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ203602,12.0,30.0,,22.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ206215,14.0,33.0,,23.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ206402,7.0,37.0,,16.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ208257,11.0,32.0,,18.0
1,Hilos Verano,Natura Algodón 500 gr,5528IMQ208902,11.0,35.0,,22.0
1,Hilos Verano,Perle Verano,1310ANV010022,13.0,27.0,22.0,23.0
1,Hilos Verano,Perle Verano,1310ANV010029,11.0,33.0,10.0,19.0
1,Hilos Verano,Perle Verano,1310ANV010032,10.0,37.0,11.0,33.0
1,Hilos Verano,Perle Verano,1310ANV010033,12.0,43.0,6.0,35.0
1,Hilos Verano,Perle Verano,1310ANV010081,15.0,41.0,17.0,30.0
1,Hilos Verano,Perle Verano,1310ANV010205,20.8,35.0,20.0,45.0
1,Hilos Verano,Perle Verano,1310ANV010209,21.0,35.0,20.0,58.0
1,Hilos Verano,Perle Verano,1310ANV010210,14.0,56.0,7.0,43.0
1,Hilos Verano,Perle Verano,1310ANV010216,7.0,29.0,13.0,26.0
1,Hilos Verano,Perle Verano,1310ANV010225,30.0,43.0,41.0,44.0
1,Hilos Verano,Perle Verano,1310ANV010229,22.0,41.0,32.0,57.0
1,Hilos Verano,Perle Verano,1310ANV010231,12.0,55.0,34.0,39.0
1,Hilos Verano,Perle Verano,1310ANV010234,24.0,41.5,18.0,33.0
1,Hilos Verano,Perle Verano,1310ANV010279,9.0,53.0,13.0,30.0
1,Hilos Verano,Perle Verano,1310ANV010288,7.0,21.0,2.0,21.0
1,Hilos Verano,Perle Verano,1310ANV010289,29.0,52.0,68.0,56.0
1,Hilos Verano,Perle Verano,1310ANV010425,17.0,22.0,9.0,20.0
1,Hilos Verano,Perle Verano,1310ANV010439,11.0,46.6,12.0,38.0
1,Hilos Verano,Perle Verano,1310ANV010712,7.0,49.0,8.0,22.0
1,Hilos Verano,Perle Verano,1310ANV010731,9.0,12.0,8.0,17.0
1,Hilos Verano,Perle Verano,1310ANV010903,13.0,39.0,20.0,35.0
1,Hilos Verano,Perle Verano,1310ANV011102,188.0,276.0,222.0,236.0
1,Hilos Verano,Perle Verano,1310ANV011302,49.0,112.0,66.0,93.0
1,Hilos Verano,Perle Verano,1310ANV013401,24.0,54.2,33.0,44.0
1,Hilos Verano,Perle Verano,1310ANV013602,38.0,130.2,82.0,106.0
1,Hilos Verano,Perle Verano,1310ANV014204,8.0,44.7,34.0,36.0
1,Hilos Verano,Perle Verano,1310ANV014850,16.0,46.0,13.0,32.0
1,Hilos Verano,Perle Verano,1310ANV016210,10.0,86.0,24.0,56.0
1,Hilos Verano,Perle Verano,1310ANV016213,22.0,42.0,4.0,41.0
1,Hilos Verano,Perle Verano,1310ANV016215,47.0,77.2,29.0,84.0
1,Hilos Verano,Perle Verano,1310ANV016402,17.0,48.0,25.0,38.0
1,Hilos Verano,Perle Verano,1310ANV017802,14.0,45.0,27.0,43.0
1,Hilos Verano,Perle Verano,1310ANV018102,23.0,50.0,26.0,48.0
1,Hilos Verano,Perle Verano,1310ANV018252,6.0,15.0,12.0,12.0
1,Hilos Verano,Perle Verano,1310ANV018254,20.0,31.0,12.0,30.0
1,Hilos Verano,Perle Verano,1310ANV018257,18.0,57.0,29.0,46.0
1,Hilos Verano,Perle Verano,1310ANV018259,18.0,61.0,32.0,54.0
1,Hilos Verano,Perle Verano,1310ANV018262,13.0,50.0,18.0,33.0
1,Hilos Verano,Perle Verano,1310ANV018902,90.0,133.7,113.0,139.0
1,Hilos Verano,Sinfonia,5532IM6010001,2.0,1.0,,7.0
1,Hilos Verano,Sinfonia,5532IM6010002,4.0,2.0,,7.0
1,Hilos Verano,Sinfonia,5532IM6010003,3.0,1.0,,8.0
1,Hilos Verano,Sinfonia,5532IM6010004,4.0,3.0,,7.0
1,Hilos Verano,Sinfonia,5532IM6010005,2.0,1.0,,5.0
1,Hilos Verano,Sinfonia,5532IM6010006,2.0,,,5.0
1,Hilos Verano,Sinfonia,5532IM6010007,1.0,1.0,,8.0
1,Hilos Verano,Sinfonia,5532IM6010008,2.1,4.0,,8.0
1,Invierno,Batik Soft,5618IMOR10001,4.0,,,7.0
1,Invierno,Batik Soft,5618IMOR10002,2.0,,,6.0
1,Invierno,Batik Soft,5618IMOR10003,3.0,,,7.0
1,Invierno,Batik Soft,5618IMOR10004,4.0,,,9.0
1,Invierno,Batik Soft,5618IMOR10005,1.0,,,6.0
1,Invierno,Batik Soft,5618IMOR10006,1.0,,,8.0
1,Invierno,Batik Soft,5618IMOR10007,3.0,,,8.0
1,Invierno,Batik Soft,5618IMOR10008,,,,7.0
1,Invierno,Batik Soft,5618IMOR10009,4.0,,,10.0
1,Invierno,Batik Soft,5618IMOR10010,4.0,,,8.0
1,Invierno,Bonbon Classic,5248IM0108200,23.0,22.0,67.0,34.0
1,Invierno,Bonbon Classic,5248IM0108204,9.0,11.0,45.0,17.0
1,Invierno,Bonbon Classic,5248IM0108206,38.0,46.0,77.0,60.0
1,Invierno,Bonbon Classic,5248IM0108207,10.0,21.0,34.0,18.0
1,Invierno,Bonbon Classic,5248IM0108209,41.0,30.0,58.0,37.0
1,Invierno,Bonbon Classic,5248IM0108211,11.0,28.0,45.0,17.0
1,Invierno,Bonbon Classic,5248IM0108217,17.0,26.0,27.0,20.0
1,Invierno,Bonbon Classic,5248IM0108219,10.0,12.0,42.0,13.0
1,Invierno,Bonbon Classic,5248IM0108220,20.0,33.0,18.0,19.0
1,Invierno,Bonbon Classic,5248IM0108221,2.0,,,2.0
1,Invierno,Bonbon Classic,5248IM0108223,22.0,26.0,55.0,27.0
1,Invierno,Bonbon Classic,5248IM0108224,15.0,41.0,62.0,39.0
1,Invierno,Bonbon Classic,5248IM0108226,12.0,23.0,54.0,20.0
1,Invierno,Bonbon Classic,5248IM0108236,6.0,20.0,19.0,12.0
1,Invierno,Bonbon Classic,5248IM0108237,19.0,36.0,59.0,30.0
1,Invierno,Bonbon Classic,5248IM0108239,5.0,11.0,19.0,10.0
1,Invierno,Bonbon Classic,5248IM0108242,,36.0,67.0,24.0
1,Invierno,Bonbon Classic,5248IM0108322,11.0,16.0,34.0,16.0
1,Invierno,Bonbon Classic,5248IM0108402,11.0,23.0,21.0,18.0
1,Invierno,Bonbon Classic,5248IM0108404,3.0,16.0,33.0,14.0
1,Invierno,Bonbon Classic,5248IM0108488,10.0,36.0,38.0,18.0
1,Invierno,Bonbon Classic,5248IM0108769,13.0,24.0,46.0,22.0
1,Invierno,Bruni,1129ANB310769,7.0,,,8.0
1,Invierno,Bruni,1129ANB310772,2.0,,,8.0
1,Invierno,Bruni,1129ANB310831,2.0,,,8.0
