Mes,SuperFamily,Familia,Codigo Producto,Venta 2024,Venta 2023,Venta 2022,Projection
3,Invierno,Batik Soft,5618IMOR10007,13.9,193.0,,21.0
3,Invierno,Batik Soft,5618IMOR10008,10.0,196.0,,17.0
3,Invierno,Batik Soft,5618IMOR10009,17.0,207.0,,26.0
3,Invierno,Batik Soft,5618IMOR10010,15.0,199.0,,21.0
3,Invierno,Bonbon Classic,5248IM0108200,47.1,89.0,101.0,84.0
3,Invierno,Bonbon Classic,5248IM0108204,23.0,42.0,52.0,43.0
3,Invierno,Bonbon Classic,5248IM0108206,56.0,93.0,137.0,148.0
3,Invierno,Bonbon Classic,5248IM0108207,40.0,44.0,62.0,47.0
3,Invierno,Bonbon Classic,5248IM0108209,53.0,82.0,117.0,92.0
3,Invierno,Bonbon Classic,5248IM0108211,36.0,42.0,58.0,43.0
3,Invierno,Bonbon Classic,5248IM0108217,30.0,45.0,81.0,50.0
3,Invierno,Bonbon Classic,5248IM0108219,21.0,20.0,53.0,32.0
3,Invierno,Bonbon Classic,5248IM0108220,29.0,64.0,52.0,47.0
3,Invierno,Bonbon Classic,5248IM0108221,7.0,,,6.0
3,Invierno,Bonbon Classic,5248IM0108223,16.0,57.0,78.0,67.0
3,Invierno,Bonbon Classic,5248IM0108224,41.0,67.0,114.0,97.0
3,Invierno,Bonbon Classic,5248IM0108226,33.0,78.0,73.0,51.0
3,Invierno,Bonbon Classic,5248IM0108236,17.0,51.0,53.0,31.0
3,Invierno,Bonbon Classic,5248IM0108237,40.0,76.0,99.0,75.0
3,Invierno,Bonbon Classic,5248IM0108239,5.0,27.0,39.0,25.0
3,Invierno,Bonbon Classic,5248IM0108242,,110.0,180.0,60.0
3,Invierno,Bonbon Classic,5248IM0108322,17.0,51.0,62.0,40.0
3,Invierno,Bonbon Classic,5248IM0108402,22.0,60.0,57.0,46.0
3,Invierno,Bonbon Classic,5248IM0108404,24.0,27.3,43.0,35.0
3,Invierno,Bonbon Classic,5248IM0108488,27.0,40.0,46.0,46.0
3,Invierno,Bonbon Classic,5248IM0108769,27.0,49.0,80.0,54.0
3,Invierno,Bruni,1129ANB310769,34.0,154.0,,21.0
3,Invierno,Bruni,1129ANB310772,26.0,153.0,,20.0
3,Invierno,Bruni,1129ANB310831,35.0,148.0,,21.0
3,Invierno,Bruni,1129ANB310888,45.0,153.0,,28.0
3,Invierno,Bruni,1129ANB312903,34.0,153.0,,21.0
3,Invierno,Bruni,1129ANB313602,39.0,160.0,,24.0
3,Invierno,Bruni,1129ANB313916,34.0,162.0,,25.0
3,Invierno,Bruni,1129ANB314850,35.0,144.0,,22.0
3,Invierno,Bruni,1129ANB316890,27.0,154.0,,23.0
3,Invierno,Bruni,1129ANB317007,45.0,164.0,,26.0
3,Invierno,Bruni,1129ANB318003,39.0,148.0,,22.0
3,Invierno,Bruni,1129ANB318902,59.0,173.0,,40.0
3,Invierno,Diana,1340IMK010002,51.1,85.0,237.0,52.0
3,Invierno,Diana,1340IMK010003,44.0,61.0,216.0,48.0
3,Invierno,Diana,1340IMK010004,48.0,84.0,226.0,61.0
3,Invierno,Diana,1340IMK010005,46.0,44.7,233.0,50.0
3,Invierno,Diana,1340IMK010006,40.0,75.0,247.0,59.0
3,Invierno,Diana,1340IMK010007,47.0,78.0,253.0,70.0
3,Invierno,Diana,1340IMK010008,106.0,159.0,249.0,119.0
3,Invierno,Diana,1340IMK010009,43.0,64.0,251.0,59.0
3,Invierno,Diana,1340IMK010010,,,193.0,8.0
3,Invierno,Diana,1340IMK010011,34.0,58.0,241.0,51.0
3,Invierno,Diana,1340IMK010012,30.0,28.0,211.0,38.0
3,Invierno,Extra,1155AN1010718,,,,68.0
3,Invierno,Extra,1155AN1010735,4.0,,,63.0
3,Invierno,Extra,1155AN1010740,,,,28.0
3,Invierno,Extra,1155AN1010769,,,,52.0
3,Invierno,Extra,1155AN1010772,,,,54.0
3,Invierno,Extra,1155AN1010807,,,,45.0
3,Invierno,Extra,1155AN1010811,4.0,,,53.0
3,Invierno,Extra,1155AN1010829,,,,64.0
3,Invierno,Extra,1155AN1010875,,,,27.0
3,Invierno,Extra,1155AN1010880,,,,28.0
3,Invierno,Extra,1155AN1010888,,,,36.0
3,Invierno,Extra,1155AN1011102,4.0,,,82.0
3,Invierno,Extra,1155AN1011302,2.0,,,67.0
3,Invierno,Extra,1155AN1012903,,,,50.0
3,Invierno,Extra,1155AN1013202,2.0,,,49.0
3,Invierno,Extra,1155AN1013602,2.0,,,73.0
3,Invierno,Extra,1155AN1014850,,,,7.0
3,Invierno,Extra,1155AN1015502,3.0,,,57.0
3,Invierno,Extra,1155AN1016702,,,,60.0
3,Invierno,Extra,1155AN1016890,,,,22.0
3,Invierno,Extra,1155AN1016902,,,,42.0
3,Invierno,Extra,1155AN1018003,3.0,,,53.0
3,Invierno,Extra,1155AN1018902,2.0,,,118.0
3,Invierno,Glaciar,5521IM1010530,13.0,24.0,78.0,22.0
3,Invierno,Glaciar,5521IM1010572,17.0,47.0,73.0,30.0
3,Invierno,Glaciar,5521IM1010718,22.0,64.0,89.0,42.0
3,Invierno,Glaciar,5521IM1010740,2.0,,,1.0
3,Invierno,Glaciar,5521IM1010831,2.0,,,1.0
3,Invierno,Glaciar,5521IM1010862,18.0,27.0,50.0,22.0
3,Invierno,Glaciar,5521IM1010875,15.0,43.0,66.0,23.0
3,Invierno,Glaciar,5521IM1010888,28.0,63.0,95.0,45.0
3,Invierno,Glaciar,5521IM1010910,2.0,,,1.0
3,Invierno,Glaciar,5521IM1010935,,,53.0,4.0
3,Invierno,Glaciar,5521IM1011302,46.0,106.0,125.0,77.0
3,Invierno,Glaciar,5521IM1012903,19.0,45.0,73.0,26.0
3,Invierno,Glaciar,5521IM1013602,29.0,55.0,94.0,43.0
3,Invierno,Glaciar,5521IM1015204,35.0,81.0,111.0,57.0
3,Invierno,Glaciar,5521IM1015502,19.0,54.0,78.0,34.0
3,Invierno,Glaciar,5521IM1017007,18.0,55.0,94.0,37.0
3,Invierno,Glaciar,5521IM1018902,40.0,82.0,115.0,66.0
3,Invierno,Glaciar,5521IM1019102,,,53.0,4.0
3,Invierno,Glaciar Estampado Ac,5524IM1010138,15.0,37.0,60.0,22.0
3,Invierno,Glaciar Estampado Ac,5524IM1010148,17.0,48.0,59.0,39.0
3,Invierno,Glaciar Estampado Ac,5524IM1010158,10.0,47.0,67.0,28.0
3,Invierno,Glaciar Estampado Ac,5524IM1010168,12.0,42.0,52.0,25.0
3,Invierno,Glaciar Estampado Ac,5524IM1010178,10.0,37.0,58.0,23.0
3,Invierno,Glaciar Estampado Ac,5524IM1010188,10.0,49.0,59.0,27.0
3,Invierno,Glaciar Estampado Ac,5524IM1010198,8.0,35.0,61.0,24.0
3,Invierno,Happy Soft,5538IM0F10001,136.0,,,67.0
3,Invierno,Happy Soft,5538IM0F10002,118.0,,,73.0
3,Invierno,Happy Soft,5538IM0F10003,121.0,,,42.0
3,Invierno,Happy Soft,5538IM0F10004,104.0,,,37.0
3,Invierno,Happy Soft,5538IM0F10005,82.0,,,39.0
3,Invierno,Happy Soft,5538IM0F10006,107.0,,,32.0
3,Invierno,Happy Soft,5538IM0F10007,100.0,,,38.0
3,Invierno,Happy Soft,5538IM0F10008,77.0,,,37.0
3,Invierno,Happy Soft,5538IM0F10009,76.0,,,32.0
3,Invierno,Happy Soft,5538IM0F10010,110.0,,,33.0
3,Invierno,Happy Soft,5538IM0F10011,82.0,,,35.0
3,Invierno,Happy Soft,5538IM0F10012,80.0,,,32.0
3,Invierno,Happy Soft,5538IM0F10013,110.0,,,32.0
3,Invierno,Happy Soft,5538IM0F10014,66.0,,,28.0
3,Invierno,Happy Soft,5538IM0F10015,84.0,,,33.0
3,Invierno,Happy Soft,5538IM0F10016,60.0,,,28.0
3,Invierno,Happy Soft,5538IM0F10017,122.0,,,41.0
3,Invierno,Happy Soft,5538IM0F10018,58.0,,,32.0
3,Invierno,Happy Soft Estampado,5539IM0F10040,42.0,,,15.0
3,Invierno,Happy Soft Estampado,5539IM0F10041,42.0,,,14.0
3,Invierno,Happy Soft Estampado,5539IM0F10042,45.0,,,12.0
3,Invierno,Happy Soft Estampado,5539IM0F10043,47.0,,,16.0
3,Invierno,Happy Soft Estampado,5539IM0F10044,38.0,,,12.0
3,Invierno,Happy Soft Estampado,5539IM0F10045,44.0,,,16.0
3,Invierno,Happy Soft Estampado,5539IM0F10046,55.0,,,18.0
3,Invierno,Happy Soft Estampado,5539IM0F10047,54.0,,,14.0
3,Invierno,Happy Soft Estampado,5539IM0F10048,45.0,,,15.0
3,Invierno,Happy Soft Estampado,5539IM0F10049,56.0,,,18.0
3,Invierno,Krehuel,1123AN1050001,13.0,11.0,14.5,17.0
3,Invierno,Krehuel,1123AN1050006,13.0,16.0,12.5,12.0
3,Invierno,Krehuel,1123AN1050011,7.0,5.0,11.5,11.0
3,Invierno,Krehuel,1123AN1050012,16.0,14.0,19.5,27.0
3,Invierno,Krehuel,1123AN1050013,31.0,39.0,36.5,45.0
3,Invierno,Krehuel,1123AN1050015,11.0,5.0,6.0,11.0
3,Invierno,Krehuel,1123AN1050017,23.0,43.0,28.0,36.0
3,Invierno,Krehuel,1123AN1050018,27.0,59.0,26.0,48.0
3,Invierno,Krehuel,1123AN1050020,7.0,17.0,8.5,13.0
3,Invierno,Krehuel,1123AN1050022,12.0,8.0,19.5,13.0
3,Invierno,Krehuel,1123AN1050023,12.0,7.0,7.0,10.0
3,Invierno,Krehuel,1123AN1050024,9.0,18.0,9.0,19.0
3,Invierno,Krehuel,1123AN1050025,7.0,7.0,5.0,5.0
3,Invierno,Krehuel,1123AN1050026,12.0,15.0,10.5,12.0
3,Invierno,Krehuel,1123AN1050027,9.0,16.0,15.5,15.0
3,Invierno,Krehuel,1123AN1050028,7.0,11.0,11.0,11.0
3,Invierno,Krehuel,1123AN1050030,9.0,19.0,18.0,17.0
3,Invierno,Krehuel,1123AN1050036,,24.0,26.5,16.0
3,Invierno,Krehuel,1123AN1050037,32.0,42.0,25.5,40.0
3,Invierno,Krehuel,1123AN1050041,10.0,18.0,1.0,9.0
3,Invierno,Krehuel,1123AN1050134,,15.0,5.0,5.0
3,Invierno,Krehuel,1123AN1050718,8.0,10.0,22.0,15.0
3,Invierno,Krehuel,1123AN1050829,10.0,12.0,8.0,13.0
3,Invierno,Krehuel,1123AN1050831,6.0,23.0,12.0,14.0
3,Invierno,Krehuel,1123AN1050888,13.0,22.0,14.0,14.0
3,Invierno,Krehuel,1123AN1051777,17.0,24.0,21.5,15.0
3,Invierno,Krehuel,1123AN1051788,21.0,22.0,30.0,16.0
3,Invierno,Krehuel,1123AN1051799,18.0,18.0,22.5,17.0
3,Invierno,Krehuel,1123AN1053602,14.0,30.0,12.0,21.0
3,Invierno,Krehuel,1123AN1053902,6.0,12.0,5.0,8.0
3,Invierno,Krehuel,1123AN1055032,10.0,22.0,11.5,22.0
3,Invierno,Krehuel,1123AN1055502,10.0,14.0,15.0,14.0
3,Invierno,Krehuel,1123AN1056902,8.0,8.0,3.0,6.0
3,Invierno,Krehuel,1123AN1058003,4.0,9.0,7.0,12.0
3,Invierno,Krehuel Estampado,1119AN1050472,3.0,13.0,10.0,9.0
3,Invierno,Krehuel Estampado,1119AN1050475,3.0,7.0,9.0,9.0
3,Invierno,Krehuel Estampado,1119AN1050477,4.0,13.0,9.0,10.0
3,Invierno,Krehuel Estampado,1119AN1050478,4.0,14.0,5.0,10.0
3,Invierno,Krehuel Estampado,1119AN1050481,4.0,7.0,4.0,9.0
3,Invierno,Krehuel Estampado,1119AN1050482,5.0,4.0,9.0,7.0
3,Invierno,Krehuel Estampado,1119AN1050487,4.0,5.0,4.0,8.0
3,Invierno,Krehuel Estampado,1119AN1050488,3.0,5.0,4.0,7.0
3,Invierno,Krehuel Estampado,1119AN1050489,,22.0,18.0,15.0
3,Invierno,Mandala,5526IMK010101,88.0,247.0,,84.0
3,Invierno,Mandala,5526IMK010119,54.0,204.0,,67.0
3,Invierno,Mandala,5526IMK010503,92.0,263.0,,87.0
3,Invierno,Mandala,5526IMK010504,75.0,218.3,,78.0
3,Invierno,Mandala,5526IMK010507,63.0,216.0,,67.0
3,Invierno,Mandala,5526IMK013002,,,,12.0
3,Invierno,Mandala,5526IMK013051,,,,12.0
3,Invierno,Mandala,5526IMK013307,,,,10.0
3,Invierno,Mandala,5526IMK013401,,,,10.0
3,Invierno,Mandala,5526IMK013502,,,,10.0
3,Invierno,Mandala,5526IMK013505,,,,10.0
3,Invierno,Mandala,5526IMK013506,,,,10.0
3,Invierno,Mandala,5526IMK013601,,,,11.0
3,Invierno,Mandala,5526IMK013603,,,,10.0
3,Invierno,Mandala,5526IMK013703,,,,10.0
3,Invierno,Mandala,5526IMK013709,,,,10.0
3,Invierno,Mandala,5526IMK017804,87.0,228.0,,79.0
3,Invierno,Mandala,5526IMK017829,83.0,230.0,,78.0
3,Invierno,Mandala,5526IMK017832,76.0,245.0,,76.0
3,Invierno,Mandala,5526IMK017864,97.0,256.4,,81.0
3,Invierno,Mandala,5526IMK017865,63.0,217.0,,67.0
3,Invierno,Mosaico,5617IM8X10001,39.2,247.0,,35.0
3,Invierno,Mosaico,5617IM8X10002,37.2,229.0,,30.0
3,Invierno,Mosaico,5617IM8X10003,33.0,250.0,,33.0
3,Invierno,Mosaico,5617IM8X10004,33.0,249.0,,34.0
3,Invierno,Mosaico,5617IM8X10006,33.0,253.0,,41.0
3,Invierno,Mosaico,5617IM8X10007,28.0,240.0,,37.0
3,Invierno,Mosaico,5617IM8X10008,29.0,232.0,,34.0
3,Invierno,Mosaico,5617IM8X10009,31.0,230.0,,31.0
3,Invierno,Mosaico,5617IM8X10010,29.9,231.0,,28.0
3,Invierno,Mosaico,5617IM8X10011,35.0,252.0,,42.0
3,Invierno,Nako Melange,5614IM0D10091,58.0,127.3,233.0,95.0
3,Invierno,Nako Melange,5614IM0D10092,50.0,106.8,314.0,87.0
3,Invierno,Nako Melange,5614IM0D10093,40.0,97.0,202.0,78.0
3,Invierno,Nako Melange,5614IM0D10094,10.0,46.0,77.0,27.0
3,Invierno,Nako Melange,5614IM0D10095,28.0,84.0,156.0,53.0
3,Invierno,Nako Melange,5614IM0D10096,24.0,88.0,116.0,39.0
3,Invierno,Nako Melange,5614IM0D10097,16.0,51.0,101.0,34.0
3,Invierno,Nako Melange,5614IM0D10098,15.0,60.0,94.0,37.0
3,Invierno,Nako Melange,5614IM0D10099,18.0,50.0,89.0,29.0
3,Invierno,Sport Ukryl,5256IM0K10210,34.0,65.0,145.0,77.0
3,Invierno,Sport Ukryl,5256IM0K10290,69.0,80.0,192.0,124.0
3,Invierno,Sport Ukryl,5256IM0K10386,21.0,30.3,78.0,33.0
3,Invierno,Sport Ukryl,5256IM0K10432,17.0,26.0,72.0,29.0
3,Invierno,Sport Ukryl,5256IM0K10465,12.0,28.0,68.0,26.0
3,Invierno,Sport Ukryl,5256IM0K10575,29.0,22.0,99.0,46.0
3,Invierno,Sport Ukryl,5256IM0K10586,18.0,87.0,85.0,76.0
3,Invierno,Sport Ukryl,5256IM0K10590,15.0,81.0,68.0,64.0
3,Invierno,Sport Ukryl,5256IM0K10617,15.0,22.0,68.0,26.0
3,Invierno,Sport Ukryl,5256IM0K10664,18.0,34.0,83.0,35.0
3,Invierno,Sport Ukryl,5256IM0K10685,12.0,22.0,73.0,29.0
3,Invierno,Sport Ukryl,5256IM0K10690,27.0,31.0,87.0,40.0
3,Invierno,Sport Ukryl,5256IM0K10752,43.0,35.0,91.0,48.0
3,Invierno,Sport Ukryl,5256IM0K10795,19.0,35.0,82.0,43.0
3,Invierno,Sport Ukryl,5256IM0K10800,37.0,38.0,122.0,53.0
3,Invierno,Sport Ukryl,5256IM0K10843,32.0,29.0,103.0,45.0
3,Invierno,Sport Ukryl,5256IM0K11302,57.0,52.0,129.0,71.0
3,Invierno,Sport Ukryl,5256IM0K12903,21.0,19.0,85.0,34.0
3,Invierno,Sport Ukryl,5256IM0K13916,13.0,19.0,,13.0
3,Invierno,Super Economico 100 gr,1150AN0T10033,162.0,216.0,191.0,222.0
3,Invierno,Super Economico 100 gr,1150AN0T10041,106.2,161.0,168.0,174.0
3,Invierno,Super Economico 100 gr,1150AN0T10425,116.5,171.0,179.0,203.0
3,Invierno,Super Economico 100 gr,1150AN0T10712,72.0,132.9,143.0,167.0
3,Invierno,Super Economico 100 gr,1150AN0T10718,150.7,209.0,216.0,249.0
3,Invierno,Super Economico 100 gr,1150AN0T10735,254.5,315.7,265.0,360.0
3,Invierno,Super Economico 100 gr,1150AN0T10740,154.0,219.8,169.0,232.0
3,Invierno,Super Economico 100 gr,1150AN0T10769,109.0,196.0,188.0,219.0
3,Invierno,Super Economico 100 gr,1150AN0T10772,142.6,195.0,167.0,226.0
3,Invierno,Super Economico 100 gr,1150AN0T10807,104.0,184.0,169.0,189.0
3,Invierno,Super Economico 100 gr,1150AN0T10811,181.0,263.0,210.0,313.0
3,Invierno,Super Economico 100 gr,1150AN0T10829,177.0,263.8,225.0,311.0
3,Invierno,Super Economico 100 gr,1150AN0T10875,102.0,183.0,174.0,199.0
3,Invierno,Super Economico 100 gr,1150AN0T11102,244.5,385.7,349.0,425.0
3,Invierno,Super Economico 100 gr,1150AN0T11302,136.6,212.0,220.0,268.0
3,Invierno,Super Economico 100 gr,1150AN0T12903,115.7,184.0,182.0,205.0
3,Invierno,Super Economico 100 gr,1150AN0T13202,139.0,211.5,146.0,211.0
3,Invierno,Super Economico 100 gr,1150AN0T13602,157.7,313.0,272.0,357.0
3,Invierno,Super Economico 100 gr,1150AN0T13916,113.5,180.0,179.0,193.0
3,Invierno,Super Economico 100 gr,1150AN0T14850,150.3,178.3,148.0,221.0
3,Invierno,Super Economico 100 gr,1150AN0T15032,156.6,205.7,170.0,229.0
3,Invierno,Super Economico 100 gr,1150AN0T16702,174.8,226.4,226.0,279.0
3,Invierno,Super Economico 100 gr,1150AN0T16902,107.0,167.7,154.0,189.0
3,Invierno,Super Economico 100 gr,1150AN0T17007,106.0,182.8,186.0,194.0
3,Invierno,Super Economico 100 gr,1150AN0T18003,139.1,217.6,219.0,241.0
3,Invierno,Super Economico 100 gr,1150AN0T18902,272.7,440.0,451.0,611.0
3,Invierno,Super Económico 50g,1153AN0T50033,34.0,86.35,28.0,53.0
3,Invierno,Super Económico 50g,1153AN0T50041,12.5,20.5,14.0,15.0
3,Invierno,Super Económico 50g,1153AN0T50425,14.5,63.5,12.0,24.0
3,Invierno,Super Económico 50g,1153AN0T50712,9.0,21.0,8.0,15.0
3,Invierno,Super Económico 50g,1153AN0T50718,11.0,31.5,7.0,21.0
3,Invierno,Super Económico 50g,1153AN0T50735,31.5,118.0,45.0,68.0
3,Invierno,Super Económico 50g,1153AN0T50740,18.0,69.0,40.0,43.0
3,Invierno,Super Económico 50g,1153AN0T50769,17.0,68.5,24.0,28.0
3,Invierno,Super Económico 50g,1153AN0T50772,24.0,59.5,12.0,31.0
3,Invierno,Super Económico 50g,1153AN0T50807,16.0,35.0,28.0,23.0
3,Invierno,Super Económico 50g,1153AN0T50811,28.5,94.5,25.0,53.0
3,Invierno,Super Económico 50g,1153AN0T50829,18.0,45.5,20.0,28.0
3,Invierno,Super Económico 50g,1153AN0T50875,9.0,24.0,15.0,15.0
3,Invierno,Super Económico 50g,1153AN0T51102,52.0,106.0,72.0,71.0
3,Invierno,Super Económico 50g,1153AN0T51302,14.5,48.5,16.0,24.0
3,Invierno,Super Económico 50g,1153AN0T52903,17.0,31.0,10.0,19.0
3,Invierno,Super Económico 50g,1153AN0T53202,21.0,63.0,32.0,35.0
3,Invierno,Super Económico 50g,1153AN0T53602,12.0,62.5,15.0,31.0
3,Invierno,Super Económico 50g,1153AN0T53916,32.0,37.0,22.0,24.0
3,Invierno,Super Económico 50g,1153AN0T54850,21.5,53.0,26.0,28.0
3,Invierno,Super Económico 50g,1153AN0T55032,32.0,78.0,15.0,46.0
3,Invierno,Super Económico 50g,1153AN0T56702,39.0,79.0,37.0,57.0
3,Invierno,Super Económico 50g,1153AN0T56902,11.0,48.0,11.0,14.0
3,Invierno,Super Económico 50g,1153AN0T57007,10.0,30.5,14.0,17.0
3,Invierno,Super Económico 50g,1153AN0T58003,10.0,49.5,15.0,28.0
3,Invierno,Super Económico 50g,1153AN0T58902,21.5,83.0,54.0,69.0
3,Invierno,Terra,5541IM0D10001,91.0,,,14.0
3,Invierno,Terra,5541IM0D10002,93.0,,,14.0
3,Invierno,Terra,5541IM0D10003,95.0,,,17.0
3,Invierno,Terra,5541IM0D10004,102.0,,,15.0
3,Invierno,Terra,5541IM0D10005,104.0,,,16.0
3,Invierno,Terra,5541IM0D10006,91.0,,,12.0
3,Invierno,Tiramisu,5540IM0D10001,82.0,,,16.0
3,Invierno,Tiramisu,5540IM0D10002,88.0,,,12.0
3,Invierno,Tiramisu,5540IM0D10003,83.0,,,12.0
3,Invierno,Tiramisu,5540IM0D10004,65.0,,,10.0
3,Invierno,Tiramisu,5540IM0D10005,73.0,,,11.0
3,Invierno,Tiramisu,5540IM0D10006,72.0,,,10.0
3,Invierno,Tiramisu,5540IM0D10007,88.0,,,11.0
3,Invierno,Tiramisu,5540IM0D10008,69.0,,,11.0
3,Invierno,Tiramisu,5540IM0D10009,85.0,,,11.0
3,Invierno,Tiramisu,5540IM0D10010,80.0,,,11.0
3,Invierno,Ukryl Estampado,1106AN1010004,27.0,,,42.0
3,Invierno,Ukryl Estampado,1106AN1010007,38.0,,,46.0
3,Invierno,Ukryl Estampado,1106AN1010016,38.8,,,48.0
3,Invierno,Ukryl Estampado,1106AN1010021,23.0,,,30.0
3,Invierno,Ukryl Estampado,1106AN1010024,43.8,,,59.0
3,Invierno,Ukryl Estampado,1106AN1010027,35.0,,,44.0
3,Invierno,Ukryl Estampado,1106AN1010029,19.6,,,32.0
3,Invierno,Ukryl Estampado,1106AN1010031,26.0,,,35.0
3,Invierno,Ukryl Estampado,1106AN1010041,39.0,,,47.0
3,Invierno,Ukryl Estampado,1106AN1010062,32.0,,,41.0
3,Invierno,Ukryl Estampado,1106AN1010064,32.0,,,42.0
3,Invierno,Ukryl Estampado,1106AN1010065,49.0,,,17.0
3,Invierno,Ukryl Estampado,1106AN1010077,46.0,,,48.0
3,Invierno,Ukryl Estampado,1106AN1010082,19.0,,,35.0
3,Invierno,Ukryl Estampado,1106AN1010085,42.0,,,42.0
3,Invierno,Ukryl Estampado,1106AN1010103,33.0,,,42.0
3,Invierno,Ukryl Estampado,1106AN1010118,,,,0.0
3,Invierno,Ukryl Estampado,1106AN1010125,33.9,,,44.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010022,70.0,84.0,97.0,88.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010033,107.7,139.7,158.0,114.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010134,89.0,91.0,97.0,90.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010219,58.3,,,25.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010425,61.8,60.0,51.0,67.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010712,,,71.0,34.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010718,158.5,231.0,229.0,241.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010728,85.0,84.0,113.0,87.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010732,50.2,113.0,83.0,101.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010735,143.8,223.2,206.0,213.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010740,104.4,134.2,127.0,154.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010769,72.0,121.0,108.0,137.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010772,75.9,94.2,100.0,107.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010807,76.0,111.0,102.0,87.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010811,206.0,263.38,229.0,301.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010829,104.7,148.0,149.0,150.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010831,97.0,116.0,202.0,143.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010875,86.0,157.4,147.0,141.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010880,85.0,96.0,160.0,105.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010882,101.6,140.6,120.0,150.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010888,149.7,246.0,305.0,262.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1010900,79.0,137.8,145.0,111.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1011102,354.2,541.0,561.0,564.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1011302,190.5,269.2,374.0,346.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1011777,64.0,80.2,27.0,52.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1011788,58.0,79.0,30.0,50.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1011799,63.0,79.3,29.0,56.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1012302,94.7,125.0,104.0,98.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1012903,94.0,113.0,117.0,120.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1013102,103.0,154.0,94.0,124.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1013202,109.0,142.8,82.0,119.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1013602,191.9,269.0,285.0,315.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1013902,107.9,155.0,114.0,139.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1013916,110.0,133.0,115.0,125.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1013917,80.3,121.0,112.0,113.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1014850,104.4,128.0,101.0,126.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015029,129.8,144.0,206.0,144.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015032,91.0,115.0,124.0,107.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015033,65.0,67.0,164.0,74.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015102,95.5,139.5,151.0,119.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015204,136.7,209.0,195.0,206.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015302,84.0,95.2,119.0,101.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1015502,101.4,151.2,141.0,153.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1016202,79.0,106.9,105.0,86.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1016402,73.0,108.2,120.0,87.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1016702,155.0,183.9,179.0,211.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1016890,76.0,78.0,68.0,79.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1016902,147.9,204.0,146.0,163.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1017007,81.0,132.0,133.0,107.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1017402,81.0,109.0,137.0,104.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1017802,88.0,114.4,102.0,123.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1017902,92.0,79.0,100.0,91.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1018003,104.0,125.0,126.0,120.0
3,Invierno,Ukryl Etiqueta Dorada,1100AN1018902,398.0,572.5,611.0,815.0
3,Invierno,Vizon Anatolia,5605IMD180837,27.4,15.0,71.0,33.0
