Mes,SuperFamily,Familia,Codigo Producto,Venta 2025,Venta 2024,Venta 2023,Venta 2022,Projection 2025,Projection 2026
3,Hilos Verano,Fresquita Estampado,1305ANV010005,,9.0,12.0,,19.92146269015966,23.91165515553924
3,Hilos Verano,Fresquita Estampado,1305ANV010006,,16.0,6.0,5.0,19.891869700343083,23.87613480351885
3,Hilos Verano,Fresquita Estampado,1305ANV010007,,12.0,10.0,,19.297319632210023,23.16249864020026
3,Hilos Verano,Fresquita Estampado,1305ANV010008,,9.0,6.0,,17.225810345049602,20.676073998773493
3,Hilos Verano,Fresquita Estampado,1305ANV010009,,15.0,6.0,,19.34574452463715,23.22062285259725
3,Hilos Verano,Fresquita Estampado,1305ANV010010,,7.0,4.0,3.0,12.700773174914756,15.244689262565933
3,Hilos Verano,Fresquita Estampado,1305ANV010011,,18.0,6.7,,26.90271801507044,32.29122910943853
3,Hilos Verano,Margarita,1308ANV010003,,10.0,14.0,8.0,22.75969944074959,27.318379826585
3,Hilos Verano,Margarita,1308ANV010022,,5.0,6.0,2.0,14.250369732582811,17.104664059269595
3,Hilos Verano,Margarita,1308ANV010028,,9.0,18.0,8.0,23.90306495639008,28.69075706373614
3,Hilos Verano,Margarita,1308ANV010029,,17.0,12.0,3.0,17.029420503539587,20.440348026274595
3,Hilos Verano,Margarita,1308ANV010033,,15.0,16.0,11.0,23.92189685900064,28.71336092411275
3,Hilos Verano,Margarita,1308ANV010081,,6.0,19.0,8.0,17.594377581856065,21.118463837572804
3,Hilos Verano,Margarita,1308ANV010205,,14.0,13.0,7.0,21.099801739219743,25.326010990532644
3,Hilos Verano,Margarita,1308ANV010209,,21.0,22.0,7.0,40.28412995576648,48.35288646847327
3,Hilos Verano,Margarita,1308ANV010223,,18.0,20.0,17.0,34.419337428481114,41.313398522615664
3,Hilos Verano,Margarita,1308ANV010225,,10.0,29.0,7.0,24.476092850111083,29.37856024376718
3,Hilos Verano,Margarita,1308ANV010229,,12.0,27.0,15.0,31.123754471634992,37.357722956709445
3,Hilos Verano,Margarita,1308ANV010289,,12.0,21.0,21.0,30.87624946589634,37.06064364890261
3,Hilos Verano,Margarita,1308ANV010425,,9.0,13.0,11.0,17.19083681163001,20.634095400931223
3,Hilos Verano,Margarita,1308ANV010439,,20.0,16.0,14.0,30.69331098339386,36.84106329095842
3,Hilos Verano,Margarita,1308ANV010712,,9.0,13.0,5.0,14.602795338580233,17.52767916060324
3,Hilos Verano,Margarita,1308ANV010730,,8.0,22.0,6.0,25.501086406485268,30.60885607283679
3,Hilos Verano,Margarita,1308ANV010731,,5.0,11.0,8.0,12.087391204171148,14.508449238870734
3,Hilos Verano,Margarita,1308ANV011102,,84.0,98.0,71.0,102.370222590946,122.87458500723552
3,Hilos Verano,Margarita,1308ANV011302,,29.0,21.0,19.0,42.665020500100205,51.21066024465858
3,Hilos Verano,Margarita,1308ANV013401,,16.0,17.0,11.0,25.11637753886976,30.14709149657181
3,Hilos Verano,Margarita,1308ANV013602,,17.0,34.0,13.0,48.09129872373991,57.72380115603233
3,Hilos Verano,Margarita,1308ANV014850,,11.0,16.0,7.0,22.40996410655368,26.8985938481623
3,Hilos Verano,Margarita,1308ANV016210,,13.0,15.0,9.0,23.545258806789647,28.261283716580607
3,Hilos Verano,Margarita,1308ANV016212,,4.0,13.0,5.0,12.91330464723381,15.499789972530497
3,Hilos Verano,Margarita,1308ANV016213,,12.0,14.0,13.0,23.11212504674701,27.741394927918645
3,Hilos Verano,Margarita,1308ANV016215,,29.0,29.0,23.0,45.02707914182339,54.04583016046728
3,Hilos Verano,Margarita,1308ANV016402,,15.0,16.0,7.0,22.678991286704377,27.22150613925669
3,Hilos Verano,Margarita,1308ANV018102,,10.0,12.0,19.0,24.613296711987942,29.543245512225315
3,Hilos Verano,Margarita,1308ANV018254,,16.0,13.0,10.0,25.46611287306568,30.56687747499452
3,Hilos Verano,Margarita,1308ANV018257,,16.0,15.0,12.0,25.06526237464113,30.085738161263887
3,Hilos Verano,Margarita,1308ANV018902,,42.0,42.0,37.0,63.0626612991266,75.69387015543487
3,Hilos Verano,Perle Verano,1310ANV010022,,14.0,9.0,21.0,18.45526455833832,22.15178316907484
3,Hilos Verano,Perle Verano,1310ANV010029,,14.0,8.0,9.0,20.64245553296355,24.77706009567219
3,Hilos Verano,Perle Verano,1310ANV010032,,18.0,,6.0,24.086003438892565,28.91033742168032
3,Hilos Verano,Perle Verano,1310ANV010033,,26.0,15.0,28.0,29.43695405209008,35.33306289154765
3,Hilos Verano,Perle Verano,1310ANV010081,,21.0,8.0,15.0,19.34305425283565,23.21739372968631
3,Hilos Verano,Perle Verano,1310ANV010205,,43.0,19.0,36.0,42.1646299450199,50.610043383223015
3,Hilos Verano,Perle Verano,1310ANV010209,,34.0,24.0,21.0,54.071772938490085,64.90214138706052
3,Hilos Verano,Perle Verano,1310ANV010210,,28.0,,16.0,26.31085821873889,31.58082206903089
3,Hilos Verano,Perle Verano,1310ANV010216,,33.0,13.0,7.0,21.091730923815227,25.31632362179981
3,Hilos Verano,Perle Verano,1310ANV010225,,18.0,14.0,23.0,41.54586743067328,49.86734511370593
3,Hilos Verano,Perle Verano,1310ANV010229,,41.0,22.0,31.0,57.54222356243417,69.0677099421781
3,Hilos Verano,Perle Verano,1310ANV010231,,25.0,14.0,25.0,36.31866932034509,43.59315929774203
3,Hilos Verano,Perle Verano,1310ANV010234,,20.0,13.0,13.0,31.040356045788272,37.25762014647018
3,Hilos Verano,Perle Verano,1310ANV010279,,15.0,5.0,9.0,22.32656568070696,26.798491037923043
3,Hilos Verano,Perle Verano,1310ANV010288,,12.0,10.0,10.0,21.65130745852869,25.987981187276134
3,Hilos Verano,Perle Verano,1310ANV010289,,45.0,33.0,52.0,59.03263414046907,70.856644034841
3,Hilos Verano,Perle Verano,1310ANV010425,,27.0,11.0,5.0,22.45300845537779,26.950259814737404
3,Hilos Verano,Perle Verano,1310ANV010439,,35.0,,4.0,28.320491254464656,33.99297688350595
3,Hilos Verano,Perle Verano,1310ANV010712,,10.0,8.0,7.0,13.28725242764329,15.948638057151692
3,Hilos Verano,Perle Verano,1310ANV010731,,18.0,8.0,8.0,17.8365020439917,21.40908489955775
3,Hilos Verano,Perle Verano,1310ANV010903,,23.0,,34.0,23.45647983733992,28.15472266051946
3,Hilos Verano,Perle Verano,1310ANV011102,,199.0,116.0,295.0,241.4303720108452,289.78794827392335
3,Hilos Verano,Perle Verano,1310ANV011302,,79.0,46.0,61.0,80.26694946976416,96.3441111709208
3,Hilos Verano,Perle Verano,1310ANV013401,,28.0,11.0,14.0,34.1045756277048,40.93559114203524
3,Hilos Verano,Perle Verano,1310ANV013602,,66.0,41.0,26.0,103.67500441467696,124.44070961904328
3,Hilos Verano,Perle Verano,1310ANV014204,,20.0,5.0,6.0,24.521827470736707,29.433455333253228
3,Hilos Verano,Perle Verano,1310ANV014850,,17.0,17.0,13.0,20.70702205619972,24.854559045534845
3,Hilos Verano,Perle Verano,1310ANV016210,,23.0,17.0,28.0,36.19760708927728,43.44784876674955
3,Hilos Verano,Perle Verano,1310ANV016213,,7.0,18.0,22.0,28.23171228501492,33.88641582744481
3,Hilos Verano,Perle Verano,1310ANV016215,,67.0,41.0,47.0,70.38289087102729,84.48031359611309
3,Hilos Verano,Perle Verano,1310ANV016402,,17.0,8.0,16.0,28.363535603288767,34.044642850081054
3,Hilos Verano,Perle Verano,1310ANV017802,,37.0,17.0,11.0,30.728284516813456,36.8830418888007
3,Hilos Verano,Perle Verano,1310ANV018102,,26.0,24.0,29.0,34.55116074675497,41.47162554525191
3,Hilos Verano,Perle Verano,1310ANV018252,,14.0,8.0,15.0,13.236137263414658,15.887284721843765
3,Hilos Verano,Perle Verano,1310ANV018254,,18.0,12.0,11.0,25.59255564773651,30.71864625180888
3,Hilos Verano,Perle Verano,1310ANV018257,,30.0,8.0,20.0,36.10344757622453,43.33482946486652
3,Hilos Verano,Perle Verano,1310ANV018259,,27.0,21.0,30.0,38.36596616129195,46.0505218329703
3,Hilos Verano,Perle Verano,1310ANV018262,,14.0,,10.0,21.998352520923103,26.40453804278789
3,Hilos Verano,Perle Verano,1310ANV018902,,120.0,60.0,131.0,126.93240413870537,152.3564771841529
3,Hilos Verano,Delicia Verano,1320ANV010022,,1.0,,,5.165321858893524,6.199915989012199
3,Hilos Verano,Delicia Verano,1320ANV010026,,2.0,1.0,,5.676473501179863,6.813449342091531
3,Hilos Verano,Delicia Verano,1320ANV010033,,2.0,1.0,,6.106916989420991,7.330109007842549
3,Hilos Verano,Delicia Verano,1320ANV010035,,1.0,,,6.698776785752539,8.040516048250197
3,Hilos Verano,Delicia Verano,1320ANV010055,,1.0,,,5.353640884999017,6.425954592778269
3,Hilos Verano,Delicia Verano,1320ANV010134,,5.0,,,6.295236015526482,7.556147611608617
3,Hilos Verano,Delicia Verano,1320ANV010205,,1.0,1.0,,6.644971349722399,7.975933590031319
3,Hilos Verano,Delicia Verano,1320ANV010229,,3.0,,,9.84639479351578,11.818589854054505
3,Hilos Verano,Delicia Verano,1320ANV010289,,7.0,,,9.900200229545922,11.883172312273382
3,Hilos Verano,Delicia Verano,1320ANV010425,,7.0,1.0,,5.568862629119581,6.684284425653777
3,Hilos Verano,Delicia Verano,1320ANV010712,,2.0,,,6.806387657812821,8.16968096468795
3,Hilos Verano,Delicia Verano,1320ANV011102,,11.0,2.0,,16.54517157926832,19.8591059023047
3,Hilos Verano,Delicia Verano,1320ANV011302,,10.0,4.0,,11.191530694269304,13.433151309526432
3,Hilos Verano,Delicia Verano,1320ANV013602,,8.0,2.0,,11.917904080676204,14.305014495481274
3,Hilos Verano,Delicia Verano,1320ANV016210,,2.0,10.0,,11.245336130299442,13.497733767745308
3,Hilos Verano,Delicia Verano,1320ANV016212,,7.0,3.0,,8.958605099018456,10.752979293443031
3,Hilos Verano,Delicia Verano,1320ANV016215,,2.0,1.0,,6.833290375827892,8.20197219379739
3,Hilos Verano,Delicia Verano,1320ANV016402,,2.0,,,6.537360477662117,7.846768673593565
3,Hilos Verano,Delicia Verano,1320ANV018102,,2.0,6.0,,9.17382684313902,11.011309126318542
3,Hilos Verano,Delicia Verano,1320ANV018902,,3.0,3.0,,13.11238476054533,15.738745067940345
3,Invierno,Diana,1340IMK010002,,42.1,75.0,203.0,43.910562774835306,47.102340899179545
3,Invierno,Diana,1340IMK010003,,33.0,53.0,187.0,40.48719095335677,43.43013047029528
3,Invierno,Diana,1340IMK010004,,39.0,73.0,203.0,50.97871852564919,54.68426790408982
3,Invierno,Diana,1340IMK010005,,38.0,33.0,205.0,38.162363820860165,40.93631592530673
3,Invierno,Diana,1340IMK010006,,44.0,60.0,216.0,49.96817095645651,53.60026548892995
3,Invierno,Diana,1340IMK010007,,39.0,61.0,219.0,52.97710472989535,56.82791312957449
3,Invierno,Diana,1340IMK010008,,121.3,134.0,205.0,90.56039073020692,97.14305913158736
3,Invierno,Diana,1340IMK010009,,42.0,54.0,220.0,45.1964561704653,48.481703522964416
3,Invierno,Diana,1340IMK010011,,40.0,48.0,212.0,42.66441001394884,45.765607583856
3,Invierno,Diana,1340IMK010012,,32.1,19.0,190.0,31.454712399505457,33.74109764715291
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ100003,,22.2,9.0,,16.09320591661514,19.316613253266134
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ100209,,25.2,7.0,,17.088606483172747,20.51138873031536
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ100225,,25.2,7.0,,16.970234523906434,20.369307322233823
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ100229,,37.0,10.0,,22.6843718303074,27.22796438507858
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ100730,,18.2,2.0,,14.90948632395204,17.89579917245084
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ101102,,56.4,13.0,,29.506901118929257,35.41702008723219
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ101302,,49.0,10.0,,21.05137684679262,25.26788677813565
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ103401,,24.2,6.0,,15.087044262851505,18.10892128457313
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ103602,,27.2,9.0,,16.970234523906434,20.369307322233823
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ106215,,33.2,6.0,,18.8292123387478,22.60063125369604
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ106402,,8.2,2.0,,11.97709006030936,14.376055199522035
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ108257,,17.2,7.0,,13.2899426994448,15.95186718006264
3,Hilos Verano,Natura Algodón 100 gr,1528IMQ108902,,42.4,6.0,,19.59593980217731,23.52093128331503
3,Invierno,Bonbon Classic,5248IM0108200,,42.0,71.0,84.0,63.732623661555614,68.36523096957637
3,Invierno,Bonbon Classic,5248IM0108204,,21.0,31.0,54.0,33.22600926236002,35.641146824287055
3,Invierno,Bonbon Classic,5248IM0108206,,54.0,70.0,126.0,112.46315770742775,120.63789799499608
3,Invierno,Bonbon Classic,5248IM0108207,,35.0,34.0,66.0,35.58489979606537,38.17150077652819
3,Invierno,Bonbon Classic,5248IM0108211,,37.0,35.0,52.0,33.16355969347733,35.574157910990664
3,Invierno,Bonbon Classic,5248IM0108217,,29.0,39.0,,38.11694595258184,40.88759671563662
3,Invierno,Bonbon Classic,5248IM0108219,,18.0,15.0,45.0,24.36952494808721,26.140900938616348
3,Invierno,Bonbon Classic,5248IM0108220,,31.0,51.0,44.0,35.83753668836354,38.44250138031816
3,Invierno,Bonbon Classic,5248IM0108221,,7.0,,10.0,4.655331498528017,4.993718991185884
3,Invierno,Bonbon Classic,5248IM0108223,,26.0,51.0,65.0,51.177421699366846,54.897414446396525
3,Invierno,Bonbon Classic,5248IM0108224,,,,127.0,73.89203307206269,79.26310918265838
3,Invierno,Bonbon Classic,5248IM0108226,,37.0,63.0,51.0,38.874856629476334,41.70059852700651
3,Invierno,Bonbon Classic,5248IM0108236,,12.0,,35.0,23.81883329521256,25.550180521366315
3,Invierno,Bonbon Classic,5248IM0108237,,,63.0,85.0,57.09309904261829,61.24309150592785
3,Invierno,Bonbon Classic,5248IM0108239,,6.0,23.0,38.0,19.29691678475211,20.699574208586363
3,Invierno,Bonbon Classic,5248IM0108242,,,,189.0,45.38948211064817,48.688760164062366
3,Invierno,Bonbon Classic,5248IM0108322,,16.0,1.0,27.5,30.33629739315177,32.54138710902655
3,Invierno,Bonbon Classic,5248IM0108402,,21.0,2.0,,34.957565490471055,37.498566692959855
3,Invierno,Bonbon Classic,5248IM0108404,,22.0,19.0,39.0,26.94698897288199,28.90571608739487
3,Invierno,Bonbon Classic,5248IM0108488,,30.0,35.0,39.0,35.4003897061847,37.97357898724339
3,Invierno,Bonbon Classic,5248IM0108769,,20.5,35.0,74.0,41.37283938478406,44.38015505886236
3,Invierno,Sport Ukryl,5256IM0K10210,,12.0,60.0,,58.86155728870569,63.14009573245762
3,Invierno,Sport Ukryl,5256IM0K10290,,2.0,72.0,,93.78789799473516,100.60516796876928
3,Invierno,Sport Ukryl,5256IM0K10386,,32.0,26.0,,25.45671516999954,27.30711702009452
3,Invierno,Sport Ukryl,5256IM0K10432,,17.0,22.0,,22.05605228266017,23.659266196045312
3,Invierno,Sport Ukryl,5256IM0K10465,,20.0,28.0,,19.78515886874407,21.223305712540007
3,Invierno,Sport Ukryl,5256IM0K10575,,29.0,20.0,,35.14207558035174,37.69648848224466
3,Invierno,Sport Ukryl,5256IM0K10586,,23.0,35.0,,57.90778205486069,62.11699232938538
3,Invierno,Sport Ukryl,5256IM0K10590,,17.0,24.0,,49.73256576476271,53.347534588766266
3,Invierno,Sport Ukryl,5256IM0K10617,,20.0,20.0,,20.21095138385334,21.68004830319725
3,Invierno,Sport Ukryl,5256IM0K10664,,25.0,29.0,,26.597839110492384,28.53118716305593
3,Invierno,Sport Ukryl,5256IM0K10685,,14.0,20.0,,22.02766611498623,23.6288166900015
3,Invierno,Sport Ukryl,5256IM0K10690,,6.0,29.0,,30.600288752519525,32.824567515234044
3,Invierno,Sport Ukryl,5256IM0K10752,,,33.0,,36.561383964049305,39.21896378443548
3,Invierno,Sport Ukryl,5256IM0K10795,,7.0,33.0,,33.234525112662205,35.6502816761002
3,Invierno,Sport Ukryl,5256IM0K10800,,4.0,36.0,,40.393516600032726,43.32964710035069
3,Invierno,Sport Ukryl,5256IM0K10843,,38.0,28.0,,34.57435222687271,37.08749836136833
3,Invierno,Sport Ukryl,5256IM0K11302,,5.0,45.0,,53.96210474818146,57.88451098929491
3,Invierno,Sport Ukryl,5256IM0K12903,,24.0,17.0,,26.328170517589854,28.24191685563968
3,Invierno,Sport Ukryl,5256IM0K13916,,17.0,19.0,,9.932320069115566,10.654282164731343
3,Invierno,Glaciar,5521IM1010530,,19.0,21.0,,17.298530580505936,18.55592898310169
3,Invierno,Glaciar,5521IM1010572,,20.0,35.0,,22.96440964822662,24.63365038944744
3,Invierno,Glaciar,5521IM1010718,,28.0,48.0,,31.846441513405995,34.161300830557586
3,Invierno,Glaciar,5521IM1010862,,18.0,23.0,,17.287176113436356,18.543749180684166
3,Invierno,Glaciar,5521IM1010875,,16.0,42.0,,17.76974096389353,19.061390783429044
3,Invierno,Glaciar,5521IM1010888,,34.0,43.0,,34.28765193336581,36.77995835032579
3,Invierno,Glaciar,5521IM1011302,,57.0,71.0,,58.81046218689236,63.085286621578746
3,Invierno,Glaciar,5521IM1012903,,19.0,38.0,,19.70000036572221,21.13195719440856
3,Invierno,Glaciar,5521IM1013602,,29.0,50.0,,32.78602366341378,35.1691794806079
3,Invierno,Glaciar,5521IM1015204,,40.0,56.0,,43.5018019603304,46.663868012148576
3,Invierno,Glaciar,5521IM1015502,,24.0,47.0,,25.91657108631756,27.80039901800433
3,Invierno,Glaciar,5521IM1017007,,26.0,40.0,,28.408876608090484,30.47386564865141
3,Invierno,Glaciar,5521IM1018902,,43.0,59.0,,50.35706145358965,54.01742372173023
3,Invierno,Glaciar Estampado Ac,5524IM1010138,,19.0,19.0,,23.70245000774936,25.42533754658667
3,Invierno,Glaciar Estampado Ac,5524IM1010148,,19.0,29.0,,29.55567778211812,31.70402569282161
3,Invierno,Glaciar Estampado Ac,5524IM1010158,,14.0,31.0,,24.47171515171344,26.250519160374093
3,Invierno,Glaciar Estampado Ac,5524IM1010168,,16.0,26.0,,22.31152779172574,23.933311750439664
3,Invierno,Glaciar Estampado Ac,5524IM1010178,,12.0,26.0,,19.82206088672021,21.26289007039697
3,Invierno,Glaciar Estampado Ac,5524IM1010188,,14.0,31.0,,24.153790073765183,25.90948469268335
3,Invierno,Glaciar Estampado Ac,5524IM1010198,,12.0,24.0,,21.06253641407189,22.593533484511745
3,Invierno,Mandala,5526IMK010101,,100.0,213.0,,63.52824325430296,68.14599452606103
3,Invierno,Mandala,5526IMK010119,,63.0,176.0,,50.70621131597927,54.39195264606919
3,Invierno,Mandala,5526IMK010503,,102.0,169.0,,66.08299834495871,70.88645007000451
3,Invierno,Mandala,5526IMK010504,,81.0,134.0,,59.39805585774316,63.71559139668575
3,Invierno,Mandala,5526IMK010507,,74.0,97.0,,50.66647068123573,54.34932333760784
3,Invierno,Mandala,5526IMK017804,,93.0,193.0,,60.29222013947263,64.67475083706597
3,Invierno,Mandala,5526IMK017829,,94.0,209.0,,59.46902127692804,63.791715161795295
3,Invierno,Mandala,5526IMK017832,,86.0,212.0,,57.59553421044725,61.78204776290341
3,Invierno,Mandala,5526IMK017864,,107.1,207.0,,61.722882990239775,66.20940594167432
3,Invierno,Mandala,5526IMK017865,,75.0,200.0,,51.11781074725155,54.83347048370452
3,Hilos Verano,Cotton Premium,5527IM6010003,,23.2,24.0,11.0,31.08071012281088,37.30605699013434
3,Hilos Verano,Cotton Premium,5527IM6010028,,40.0,,,20.70971232800122,24.857788168445783
3,Hilos Verano,Cotton Premium,5527IM6010033,,44.2,,,24.185543495548323,29.02981496938525
3,Hilos Verano,Cotton Premium,5527IM6010048,,24.0,,,19.638984151001416,23.57259724989013
3,Hilos Verano,Cotton Premium,5527IM6010081,,28.0,12.0,7.0,22.27814078827983,26.740366825526053
3,Hilos Verano,Cotton Premium,5527IM6010092,,43.2,,,23.12288613395304,27.754311419562423
3,Hilos Verano,Cotton Premium,5527IM6010205,,56.0,13.0,9.0,42.64349832568814,51.18482726137101
3,Hilos Verano,Cotton Premium,5527IM6010209,,49.2,,,29.58222872937145,35.50743552873861
3,Hilos Verano,Cotton Premium,5527IM6010216,,27.0,,,14.575892620565162,17.495387931493795
3,Hilos Verano,Cotton Premium,5527IM6010229,,55.0,33.0,13.0,51.24429727510617,61.50833320765853
3,Hilos Verano,Cotton Premium,5527IM6010279,,21.0,11.0,6.0,22.06022877235776,26.4788078697396
3,Hilos Verano,Cotton Premium,5527IM6010439,,35.2,18.0,11.0,37.72568147253327,45.281990580165655
3,Hilos Verano,Cotton Premium,5527IM6010728,,28.0,8.0,13.0,25.398856078028,30.48614940222092
3,Hilos Verano,Cotton Premium,5527IM6010730,,55.0,14.0,7.0,32.22676591025288,38.68166335019642
3,Hilos Verano,Cotton Premium,5527IM6010875,,22.0,10.0,9.0,19.47487757110949,23.37562075232256
3,Hilos Verano,Cotton Premium,5527IM6010888,,73.0,24.0,17.0,38.41708132552058,46.11187516827823
3,Hilos Verano,Cotton Premium,5527IM6011102,,87.0,73.0,52.0,119.48035124853082,143.41180672083843
3,Hilos Verano,Cotton Premium,5527IM6011281,,51.0,,,20.03983464942597,24.053736563620767
3,Hilos Verano,Cotton Premium,5527IM6011302,,,62.0,50.0,81.74390868879152,98.11689964902898
3,Hilos Verano,Cotton Premium,5527IM6012903,,20.0,15.0,14.0,25.901936904909817,31.089995386567423
3,Hilos Verano,Cotton Premium,5527IM6013401,,62.0,18.0,11.0,28.218260926007385,33.870270212890084
3,Hilos Verano,Cotton Premium,5527IM6013602,,47.4,43.0,18.0,62.61607618007644,75.15783575221819
3,Hilos Verano,Cotton Premium,5527IM6014850,,29.2,,,18.45795483013983,22.15501229198578
3,Hilos Verano,Cotton Premium,5527IM6016210,,61.0,7.0,7.0,32.248288084664935,38.70749633348397
3,Hilos Verano,Cotton Premium,5527IM6016213,,50.2,,,27.906189397032563,33.495691955220586
3,Hilos Verano,Cotton Premium,5527IM6016215,,56.0,22.0,13.0,41.74763781578631,50.10952933202672
3,Hilos Verano,Cotton Premium,5527IM6018102,,27.2,5.0,14.0,28.76707637351482,34.52901128672263
3,Hilos Verano,Cotton Premium,5527IM6018257,,29.2,13.0,13.0,31.18025017946664,37.42553453783926
3,Hilos Verano,Cotton Premium,5527IM6018259,,105.6,43.0,28.0,64.34592094844547,77.23416178395509
3,Hilos Verano,Cotton Premium,5527IM6018902,,40.0,49.0,24.0,68.31945239927138,82.00357632341917
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ200003,,8.0,44.0,,14.850300344318882,17.82475846841007
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ200209,,2.0,43.0,,15.818798192861417,18.98724271634985
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ200225,,7.0,49.0,,12.980561442271489,15.580518045304094
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ200229,,24.5,40.0,,22.93456710784755,27.52827281579636
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ200730,,8.0,11.0,,11.8775500036536,14.256577651817114
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ201102,,40.0,43.0,,43.0039947470901,51.6175297314375
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ201302,,48.0,39.0,,34.623798085395656,41.5588118638474
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ203401,,2.0,43.0,,12.26763941487212,14.72480047390397
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ203602,,4.0,50.0,,17.984466993074587,21.58668665965966
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ206215,,7.0,47.0,,18.509069994368463,22.216365627293712
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ206402,,3.0,44.0,,11.998612234721415,14.401888182809586
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ208257,,8.0,18.0,,10.828344001065853,12.99721971654901
3,Hilos Verano,Natura Algodón 500 gr,5528IMQ208902,,11.0,51.0,,18.69738902047396,22.442404231059783
3,Hilos Verano,Sinfonia,5532IM6010001,,5.0,3.0,,8.132691655955796,9.76163855978327
3,Hilos Verano,Sinfonia,5532IM6010002,,2.0,6.0,,8.186497091985936,9.826221018002148
3,Hilos Verano,Sinfonia,5532IM6010003,,7.0,,,8.043912686506062,9.655077503722122
3,Hilos Verano,Sinfonia,5532IM6010004,,4.0,3.0,,8.210709538199499,9.85528312420064
3,Hilos Verano,Sinfonia,5532IM6010005,,7.0,1.0,,8.043912686506062,9.655077503722122
3,Hilos Verano,Sinfonia,5532IM6010006,,6.0,2.0,,8.275276061435669,9.932782074063295
3,Hilos Verano,Sinfonia,5532IM6010007,,6.0,,,8.097718122536202,9.719659961941
3,Hilos Verano,Sinfonia,5532IM6010008,,,3.0,,8.159594373970865,9.79392978889271
3,Invierno,Happy Soft,5538IM0F10001,,70.0,,,51.29380498683005,55.02225742117629
3,Invierno,Happy Soft,5538IM0F10002,,33.0,,,55.83559181466226,59.8941783881868
3,Invierno,Happy Soft,5538IM0F10003,,74.0,,,32.388617315978465,34.742886395994475
3,Invierno,Happy Soft,5538IM0F10004,,82.0,,,28.01714749418996,30.053662465246752
3,Invierno,Happy Soft,5538IM0F10005,,33.0,,,29.916182111577307,32.09073441957807
3,Invierno,Happy Soft,5538IM0F10006,,109.0,,,24.69596587633765,26.49107025812024
3,Invierno,Happy Soft,5538IM0F10007,,104.0,,,29.35129737486568,31.484789249306125
3,Invierno,Happy Soft,5538IM0F10008,,33.0,,,28.27262300325552,30.327708019641104
3,Invierno,Happy Soft,5538IM0F10009,,37.0,,,24.21340102588048,25.97342865537536
3,Invierno,Happy Soft,5538IM0F10010,,117.0,,,25.40562006818644,27.25230790921565
3,Invierno,Happy Soft,5538IM0F10011,,33.0,,,26.910086954905857,28.86613172953792
3,Invierno,Happy Soft,5538IM0F10012,,39.0,,,24.44049036727209,26.21702470372589
3,Invierno,Happy Soft,5538IM0F10013,,120.0,,,24.923055217729264,26.73466630647077
3,Invierno,Happy Soft,5538IM0F10014,,65.0,,,21.772190605920667,23.35477113560715
3,Invierno,Happy Soft,5538IM0F10015,,35.0,,,25.46239240353434,27.313206921303284
3,Invierno,Happy Soft,5538IM0F10016,,42.0,,,21.3463980908114,22.89802854494991
3,Invierno,Happy Soft,5538IM0F10017,,103.0,,,31.537032285759924,33.82940121467999
3,Invierno,Happy Soft,5538IM0F10018,,35.0,,,24.32694569657629,26.095226679550628
3,Invierno,Happy Soft Estampado,5539IM0F10040,,30.0,,,12.035735093755362,12.910590562578152
3,Invierno,Happy Soft Estampado,5539IM0F10041,,30.0,,,11.240922398884724,12.05800439335128
3,Invierno,Happy Soft Estampado,5539IM0F10042,,39.0,,,9.509366170773694,10.200584524678485
3,Invierno,Happy Soft Estampado,5539IM0F10043,,30.0,,,12.43314144119068,13.336883647191566
3,Invierno,Happy Soft Estampado,5539IM0F10044,,32.0,,,9.793227847513206,10.505079585116643
3,Invierno,Happy Soft Estampado,5539IM0F10045,,33.0,,,12.717003117930194,13.641378707629732
3,Invierno,Happy Soft Estampado,5539IM0F10046,,61.0,,,13.625360483496635,14.615762901031854
3,Invierno,Happy Soft Estampado,5539IM0F10047,,57.0,,,11.212536231210771,12.027554887307463
3,Invierno,Happy Soft Estampado,5539IM0F10048,,30.0,,,11.7802595846898,12.636545008183791
3,Invierno,Happy Soft Estampado,5539IM0F10049,,59.0,,,13.795677489540344,14.798459937294751
