Mes,SuperFamily,Familia,Codigo Producto,Venta 2025,Venta 2024,Venta 2023,Venta 2022,Projection 2025,Projection 2026
7,Invierno,Super Económico 50g,1153AN0T52903,,12.0,22.5,35.0,26.73119236833395,0.0
7,Invierno,Super Económico 50g,1153AN0T53202,,7.0,31.5,52.0,48.667540630294695,0.0
7,Invierno,Super Económico 50g,1153AN0T53602,,15.0,22.5,28.0,45.077124773217136,0.0
7,Invierno,Super Económico 50g,1153AN0T53916,,13.0,21.5,39.0,33.37841663026946,0.0
7,Invierno,Super Económico 50g,1153AN0T54850,,16.0,39.5,46.0,39.93162434109962,0.0
7,Invierno,Super Económico 50g,1153AN0T55032,,28.0,39.5,62.0,80.07669166308709,0.0
7,Invierno,Super Económico 50g,1153AN0T56702,,25.0,48.0,69.0,77.58652355272898,0.0
7,Invierno,Super Económico 50g,1153AN0T56902,,12.0,9.5,23.0,20.68364124317856,0.0
7,Invierno,Super Económico 50g,1153AN0T57007,,6.0,13.5,28.0,23.809056320464748,0.0
7,Invierno,Super Económico 50g,1153AN0T58003,,25.0,26.5,46.0,45.610732225436735,0.0
7,Invierno,Super Económico 50g,1153AN0T58902,,69.0,54.5,91.0,107.48378680423252,0.0
7,Invierno,Extra,1155AN1010718,,251.0,487.0,,92.24802354942928,0.0
7,Invierno,Extra,1155AN1010735,,227.0,416.0,,85.58555336028748,0.0
7,Invierno,Extra,1155AN1010740,,168.0,,,38.73481905540712,0.0
7,Invierno,Extra,1155AN1010769,,170.0,414.0,,71.0460207812374,0.0
7,Invierno,Extra,1155AN1010772,,186.0,413.0,,73.95291090190034,0.0
7,Invierno,Extra,1155AN1010807,,176.0,324.0,,61.71043135526221,0.0
7,Invierno,Extra,1155AN1010811,,200.0,305.9,,72.85520414304858,0.0
7,Invierno,Extra,1155AN1010829,,226.0,419.0,,87.49637623680717,0.0
7,Invierno,Extra,1155AN1010875,,184.0,,,37.16448855316088,0.0
7,Invierno,Extra,1155AN1010880,,,414.0,,38.4451464384879,0.0
7,Invierno,Extra,1155AN1010888,,236.0,,,49.25959080347168,0.0
7,Invierno,Extra,1155AN1011102,,322.0,502.0,,111.00051401314644,0.0
7,Invierno,Extra,1155AN1011302,,228.0,473.3,,91.93294105383296,0.0
7,Invierno,Extra,1155AN1012903,,180.0,331.0,,68.75913170029628,0.0
7,Invierno,Extra,1155AN1013202,,188.0,337.0,,67.43781800908585,0.0
7,Invierno,Extra,1155AN1013602,,205.0,497.0,,99.7388557834453,0.0
7,Invierno,Extra,1155AN1015502,,220.0,380.0,,77.28160500860352,0.0
7,Invierno,Extra,1155AN1016702,,189.0,422.0,,81.64194018959792,0.0
7,Invierno,Extra,1155AN1016890,,,384.0,,31.02546186476784,0.0
7,Invierno,Extra,1155AN1016902,,10.0,206.0,,57.08583343602572,0.0
7,Invierno,Extra,1155AN1018003,,191.0,403.0,,72.99749946364048,0.0
7,Invierno,Extra,1155AN1018902,,556.0,658.0,,159.75698921881104,0.0
7,Hilos Verano,Fresquita,1300ANV010003,,17.0,10.0,,21.67427909893381,0.0
7,Hilos Verano,Fresquita,1300ANV010022,,11.0,11.0,15.0,16.326555238589535,0.0
7,Hilos Verano,Fresquita,1300ANV010026,,14.0,,19.0,17.947631645258003,0.0
7,Hilos Verano,Fresquita,1300ANV010028,,8.0,13.0,6.0,20.12938109483436,0.0
7,Hilos Verano,Fresquita,1300ANV010029,,10.0,6.0,15.0,18.60886017955698,0.0
7,Hilos Verano,Fresquita,1300ANV010033,,24.5,17.0,20.0,25.10230721453912,0.0
7,Hilos Verano,Fresquita,1300ANV010055,,14.0,5.0,12.0,13.066119608636043,0.0
7,Hilos Verano,Fresquita,1300ANV010081,,12.0,,9.0,17.633776626673693,0.0
7,Hilos Verano,Fresquita,1300ANV010205,,20.0,17.0,19.0,27.44250774145901,0.0
7,Hilos Verano,Fresquita,1300ANV010209,,42.0,36.0,45.0,51.10047244328975,0.0
7,Hilos Verano,Fresquita,1300ANV010216,,7.0,5.0,15.0,14.80908145941492,0.0
7,Hilos Verano,Fresquita,1300ANV010223,,20.0,22.0,20.0,38.26288804236073,0.0
7,Hilos Verano,Fresquita,1300ANV010225,,38.0,24.0,,30.93757285132504,0.0
7,Hilos Verano,Fresquita,1300ANV010229,,43.0,42.0,45.0,48.120373334790216,0.0
7,Hilos Verano,Fresquita,1300ANV010231,,20.0,28.0,21.0,25.22114552254677,0.0
7,Hilos Verano,Fresquita,1300ANV010259,,4.0,3.0,3.0,8.489321182290118,0.0
7,Hilos Verano,Fresquita,1300ANV010279,,6.0,3.0,16.0,14.723761648537632,0.0
7,Hilos Verano,Fresquita,1300ANV010281,,19.0,16.0,35.0,27.930049517900656,0.0
7,Hilos Verano,Fresquita,1300ANV010288,,16.0,4.0,4.0,11.405430432631698,0.0
7,Hilos Verano,Fresquita,1300ANV010289,,35.0,32.0,31.0,42.5989627165886,0.0
7,Hilos Verano,Fresquita,1300ANV010425,,13.0,14.0,11.0,14.3428696356926,0.0
7,Hilos Verano,Fresquita,1300ANV010439,,23.0,19.0,13.0,25.13277857556672,0.0
7,Hilos Verano,Fresquita,1300ANV010712,,4.0,6.0,7.0,9.049994225198008,0.0
7,Hilos Verano,Fresquita,1300ANV010730,,30.0,29.0,26.0,32.29659555315612,0.0
7,Hilos Verano,Fresquita,1300ANV010731,,7.0,3.0,6.0,8.053580719595399,0.0
7,Hilos Verano,Fresquita,1300ANV011033,,23.0,14.0,14.0,22.298941999999663,0.0
7,Hilos Verano,Fresquita,1300ANV011102,,204.0,202.0,191.0,243.1980266335028,0.0
7,Hilos Verano,Fresquita,1300ANV011281,,17.0,14.0,17.0,23.26488414457468,0.0
7,Hilos Verano,Fresquita,1300ANV011302,,42.0,39.0,51.0,70.93123420005361,0.0
7,Hilos Verano,Fresquita,1300ANV011777,,10.0,10.0,2.0,11.646154184749758,0.0
7,Hilos Verano,Fresquita,1300ANV011788,,6.0,12.0,9.0,13.10268524186917,0.0
7,Hilos Verano,Fresquita,1300ANV011799,,15.0,7.0,12.0,14.56226343509134,0.0
7,Hilos Verano,Fresquita,1300ANV012502,,8.0,9.0,3.0,16.338743783000577,0.0
7,Hilos Verano,Fresquita,1300ANV013401,,25.0,25.0,21.0,30.97718562066092,0.0
7,Hilos Verano,Fresquita,1300ANV013602,,57.0,58.0,59.0,84.90844750341498,0.0
7,Hilos Verano,Fresquita,1300ANV014204,,15.0,15.0,19.0,17.35953437742527,0.0
7,Hilos Verano,Fresquita,1300ANV014850,,24.0,8.0,8.0,19.5351895547961,0.0
7,Hilos Verano,Fresquita,1300ANV016210,,22.0,27.0,17.0,30.334239902978503,0.0
7,Hilos Verano,Fresquita,1300ANV016211,,6.0,3.0,9.0,9.930616558895723,0.0
7,Hilos Verano,Fresquita,1300ANV016212,,15.0,,9.0,11.051962644711503,0.0
7,Hilos Verano,Fresquita,1300ANV016213,,23.0,,9.0,19.88561020661353,0.0
7,Hilos Verano,Fresquita,1300ANV016214,,,1.0,6.0,7.700112931675206,0.0
7,Hilos Verano,Fresquita,1300ANV016215,,60.0,44.0,35.0,62.426677337249686,0.0
7,Hilos Verano,Fresquita,1300ANV016402,,18.0,21.0,17.0,21.62552492128965,0.0
7,Hilos Verano,Fresquita,1300ANV016890,,5.0,,2.0,6.709793698278117,0.0
7,Hilos Verano,Fresquita,1300ANV017802,,,6.0,14.0,21.04352192566244,0.0
7,Hilos Verano,Fresquita,1300ANV018102,,22.0,10.0,18.0,23.158234380978065,0.0
7,Hilos Verano,Fresquita,1300ANV018252,,10.0,2.0,2.0,11.064151189122548,0.0
7,Hilos Verano,Fresquita,1300ANV018254,,10.0,7.0,18.0,23.86516995681845,0.0
7,Hilos Verano,Fresquita,1300ANV018257,,22.0,22.0,,26.33944447225979,0.0
7,Hilos Verano,Fresquita,1300ANV018259,,31.0,32.0,31.0,36.57477464143154,0.0
7,Hilos Verano,Fresquita,1300ANV018262,,4.0,4.0,8.0,12.639520554249607,0.0
7,Hilos Verano,Fresquita,1300ANV018902,,81.0,61.0,65.0,103.01148308991375,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010001,,4.0,11.0,,26.086532175730685,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010002,,3.0,6.0,6.0,16.149821344629437,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010004,,2.0,5.0,1.0,18.160931172451217,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010005,,8.0,6.0,,22.564042840939813,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010006,,3.0,2.0,,22.530524343809446,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010007,,9.0,6.0,,21.857107265099422,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010008,,3.0,2.0,,19.510812465974016,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010009,,5.0,5.0,,21.911955714949112,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010010,,1.0,,2.0,14.385529541131245,0.0
7,Hilos Verano,Fresquita Estampado,1305ANV010011,,6.0,11.0,,30.471361027602715,0.0
7,Hilos Verano,Margarita,1308ANV010003,,14.0,22.0,23.0,25.77877142935189,0.0
7,Hilos Verano,Margarita,1308ANV010022,,8.0,10.0,19.0,16.14067993632116,0.0
7,Hilos Verano,Margarita,1308ANV010028,,19.0,16.0,33.0,27.073804273025008,0.0
7,Hilos Verano,Margarita,1308ANV010029,,11.0,14.0,23.0,19.28837153047252,0.0
7,Hilos Verano,Margarita,1308ANV010033,,16.0,24.0,29.0,27.09513422574433,0.0
7,Hilos Verano,Margarita,1308ANV010081,,14.0,10.0,14.0,19.92827011205217,0.0
7,Hilos Verano,Margarita,1308ANV010205,,32.0,15.0,17.0,23.898688453948807,0.0
7,Hilos Verano,Margarita,1308ANV010209,,62.0,49.0,50.0,45.6278160027323,0.0
7,Hilos Verano,Margarita,1308ANV010223,,43.0,28.0,31.0,38.98505929871491,0.0
7,Hilos Verano,Margarita,1308ANV010225,,41.0,26.0,24.0,27.722844262912947,0.0
7,Hilos Verano,Margarita,1308ANV010229,,14.0,24.0,33.0,35.25231757283358,0.0
7,Hilos Verano,Margarita,1308ANV010289,,34.0,26.0,33.0,34.97198105137964,0.0
7,Hilos Verano,Margarita,1308ANV010425,,11.0,17.0,20.0,19.47119969663813,0.0
7,Hilos Verano,Margarita,1308ANV010439,,39.0,28.0,33.0,34.76477579639194,0.0
7,Hilos Verano,Margarita,1308ANV010712,,12.0,16.0,17.0,16.539854765782753,0.0
7,Hilos Verano,Margarita,1308ANV010730,,37.9,22.0,19.0,28.883803118064613,0.0
7,Hilos Verano,Margarita,1308ANV010731,,9.0,7.0,14.0,13.6907825097019,0.0
7,Hilos Verano,Margarita,1308ANV011102,,149.0,55.0,143.0,115.94962298223383,0.0
7,Hilos Verano,Margarita,1308ANV011302,,52.0,29.0,54.0,48.32453145367514,0.0
7,Hilos Verano,Margarita,1308ANV013401,,36.0,18.0,23.0,28.44806265536989,0.0
7,Hilos Verano,Margarita,1308ANV013602,,48.0,31.0,55.0,54.47060497294261,0.0
7,Hilos Verano,Margarita,1308ANV014850,,12.0,17.0,30.0,25.382643735993057,0.0
7,Hilos Verano,Margarita,1308ANV016210,,12.0,13.0,41.0,26.66853517135789,0.0
7,Hilos Verano,Margarita,1308ANV016212,,9.0,2.0,20.0,14.6262532932493,0.0
7,Hilos Verano,Margarita,1308ANV016213,,16.0,16.0,25.0,26.17794625881349,0.0
7,Hilos Verano,Margarita,1308ANV016215,,52.0,32.0,69.0,50.99991695189866,0.0
7,Hilos Verano,Margarita,1308ANV016402,,11.0,18.0,29.0,25.687357346269085,0.0
7,Hilos Verano,Margarita,1308ANV018102,,14.0,11.0,37.0,27.87824820415372,0.0
7,Hilos Verano,Margarita,1308ANV018254,,13.0,15.0,22.0,28.844190348728727,0.0
7,Hilos Verano,Margarita,1308ANV018257,,14.0,18.0,37.0,28.390167069417448,0.0
7,Hilos Verano,Margarita,1308ANV018902,,92.0,45.0,83.0,71.42791738480351,0.0
7,Hilos Verano,Perle Verano,1310ANV010022,,22.0,23.0,15.0,20.903353664935462,0.0
7,Hilos Verano,Perle Verano,1310ANV010029,,21.0,12.0,12.0,23.380675316479564,0.0
7,Hilos Verano,Perle Verano,1310ANV010032,,49.0,23.0,18.0,27.28100952801271,0.0
7,Hilos Verano,Perle Verano,1310ANV010033,,35.0,28.0,19.0,33.3417632364029,0.0
7,Hilos Verano,Perle Verano,1310ANV010081,,15.0,9.0,11.0,21.908908578846354,0.0
7,Hilos Verano,Perle Verano,1310ANV010205,,,49.0,26.0,47.75776413856173,0.0
7,Hilos Verano,Perle Verano,1310ANV010209,,71.0,44.0,28.0,61.2443885293787,0.0
7,Hilos Verano,Perle Verano,1310ANV010210,,25.0,30.0,38.0,29.800991084995456,0.0
7,Hilos Verano,Perle Verano,1310ANV010216,,17.0,10.0,14.0,23.88954704564053,0.0
7,Hilos Verano,Perle Verano,1310ANV010225,,45.0,21.0,22.0,47.05692283492687,0.0
7,Hilos Verano,Perle Verano,1310ANV010229,,,33.0,46.0,65.17519410193945,0.0
7,Hilos Verano,Perle Verano,1310ANV010231,,50.0,26.0,21.0,41.13633738726367,0.0
7,Hilos Verano,Perle Verano,1310ANV010234,,40.0,20.0,21.0,35.15785635364801,0.0
7,Hilos Verano,Perle Verano,1310ANV010279,,20.0,15.0,10.0,25.28818251680749,0.0
7,Hilos Verano,Perle Verano,1310ANV010288,,40.0,17.0,10.0,24.523351355014665,0.0
7,Hilos Verano,Perle Verano,1310ANV010289,,77.0,34.0,36.0,66.86330750286865,0.0
7,Hilos Verano,Perle Verano,1310ANV010425,,24.0,18.0,12.0,25.431397913637227,0.0
7,Hilos Verano,Perle Verano,1310ANV010439,,31.0,23.0,17.0,32.077201753757386,0.0
7,Hilos Verano,Perle Verano,1310ANV010712,,16.0,4.0,9.0,15.04980521153298,0.0
7,Hilos Verano,Perle Verano,1310ANV010731,,14.0,12.0,9.0,20.2025123613006,0.0
7,Hilos Verano,Perle Verano,1310ANV010903,,24.0,25.0,28.0,26.567979679966808,0.0
7,Hilos Verano,Perle Verano,1310ANV011102,,225.0,196.0,204.0,273.4560881339123,0.0
7,Hilos Verano,Perle Verano,1310ANV011302,,105.0,40.0,53.0,90.91435276195546,0.0
7,Hilos Verano,Perle Verano,1310ANV013401,,44.0,16.0,27.0,38.62854437469196,0.0
7,Hilos Verano,Perle Verano,1310ANV013602,,111.7,86.0,67.0,117.42748399207258,0.0
7,Hilos Verano,Perle Verano,1310ANV014204,,39.0,27.0,21.0,27.774645576659875,0.0
7,Hilos Verano,Perle Verano,1310ANV014850,,20.0,18.0,9.0,23.453806582945813,0.0
7,Hilos Verano,Perle Verano,1310ANV016210,,60.0,38.0,32.0,40.99921626263946,0.0
7,Hilos Verano,Perle Verano,1310ANV016213,,,31.0,18.0,31.97664626236629,0.0
7,Hilos Verano,Perle Verano,1310ANV016215,,,56.0,3.0,79.71917472041422,0.0
7,Hilos Verano,Perle Verano,1310ANV016402,,29.0,16.0,28.0,32.12595593140155,0.0
7,Hilos Verano,Perle Verano,1310ANV017802,,2.0,27.0,26.0,34.80438856572782,0.0
7,Hilos Verano,Perle Verano,1310ANV018102,,54.0,20.0,35.0,39.13436896775017,0.0
7,Hilos Verano,Perle Verano,1310ANV018252,,14.0,10.0,9.0,14.991909625580538,0.0
7,Hilos Verano,Perle Verano,1310ANV018254,,22.0,21.0,32.0,28.987405745558465,0.0
7,Hilos Verano,Perle Verano,1310ANV018257,,47.0,20.0,28.0,40.89256649904284,0.0
7,Hilos Verano,Perle Verano,1310ANV018259,,46.0,31.0,,43.45520796146423,0.0
7,Hilos Verano,Perle Verano,1310ANV018262,,17.0,11.0,16.0,24.916431912270745,0.0
7,Hilos Verano,Perle Verano,1310ANV018902,,159.0,88.0,106.0,143.76997560043517,0.0
7,Hilos Verano,Delicia Verano,1320ANV010026,,1.0,,,6.429457176824172,0.0
7,Hilos Verano,Delicia Verano,1320ANV010035,,3.0,,,7.587368895873077,0.0
7,Hilos Verano,Delicia Verano,1320ANV010055,,,1.0,,6.06380084449294,0.0
7,Hilos Verano,Delicia Verano,1320ANV010134,,1.0,1.0,,7.130298480459035,0.0
7,Hilos Verano,Delicia Verano,1320ANV010205,,,1.0,,7.526426173817871,0.0
7,Hilos Verano,Delicia Verano,1320ANV010229,,3.0,,,11.152518136102596,0.0
7,Hilos Verano,Delicia Verano,1320ANV010289,,2.0,,,11.2134608581578,0.0
7,Hilos Verano,Delicia Verano,1320ANV010425,,2.0,,,6.307571732713762,0.0
7,Hilos Verano,Delicia Verano,1320ANV010712,,2.0,1.0,,7.709254339983487,0.0
7,Hilos Verano,Delicia Verano,1320ANV011102,,19.0,5.0,,18.73988703197567,0.0
7,Hilos Verano,Delicia Verano,1320ANV011302,,4.0,1.0,,12.67608618748273,0.0
7,Hilos Verano,Delicia Verano,1320ANV013602,,7.0,2.0,,13.498812935228004,0.0
7,Hilos Verano,Delicia Verano,1320ANV016210,,4.0,1.0,,12.737028909537935,0.0
7,Hilos Verano,Delicia Verano,1320ANV016212,,4.0,,,10.146963222191705,0.0
7,Hilos Verano,Delicia Verano,1320ANV016402,,1.0,,,7.404540729707461,0.0
7,Hilos Verano,Delicia Verano,1320ANV018102,,3.0,,,10.390734110412524,0.0
7,Hilos Verano,Delicia Verano,1320ANV018902,,2.0,0.9,,14.851741364853565,0.0
7,Invierno,Diana,1340IMK010002,,80.0,49.2,1.0,78.61308265128477,0.0
7,Invierno,Diana,1340IMK010003,,53.1,36.4,7.7,72.48421991436257,0.0
7,Invierno,Diana,1340IMK010004,,8.0,74.0,,91.2672022324923,0.0
7,Invierno,Diana,1340IMK010005,,57.0,30.0,11.0,68.32208178704974,0.0
7,Invierno,Diana,1340IMK010006,,81.6,69.0,0.7,89.45801887068109,0.0
7,Invierno,Diana,1340IMK010007,,10.0,96.0,3.0,94.84491315023128,0.0
7,Invierno,Diana,1340IMK010008,,,,2.0,162.1302718872544,0.0
7,Invierno,Diana,1340IMK010009,,20.0,54.0,35.0,80.91521765943216,0.0
7,Invierno,Diana,1340IMK010011,,68.0,57.0,3.0,76.38209530343332,0.0
7,Invierno,Diana,1340IMK010012,,34.0,27.0,,56.31337312424115,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ100003,,6.0,10.0,,18.227968166711943,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ100209,,10.0,18.0,,19.35540852473325,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ100225,,7.0,9.0,,19.221334536211792,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ100229,,11.0,12.0,,25.69345161847461,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ100730,,6.0,8.0,,16.88722828149743,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ101102,,10.0,16.0,,33.42098877507466,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ101302,,16.0,14.0,,23.84384000409913,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ103401,,11.0,8.0,,17.088339264279604,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ103602,,5.1,12.0,,19.221334536211792,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ106215,,12.0,17.0,,21.32690558321914,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ106402,,6.0,9.0,,13.56584992948873,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ108257,,10.1,9.0,,15.052852347635744,0.0
7,Hilos Verano,Natura Algodón 100 gr,1528IMQ108902,,10.0,20.0,,22.195339372505817,0.0
7,Invierno,Bonbon Classic,5248IM0108200,,69.0,108.0,116.0,114.1005192117557,0.0
7,Invierno,Bonbon Classic,5248IM0108204,,5.0,43.0,69.0,59.48452598314617,0.0
7,Invierno,Bonbon Classic,5248IM0108206,,315.0,227.0,35.0,201.3427966617914,0.0
7,Invierno,Bonbon Classic,5248IM0108207,,69.0,41.0,68.0,63.7076478192841,0.0
7,Invierno,Bonbon Classic,5248IM0108209,,141.0,134.0,,125.11824260615624,0.0
7,Invierno,Bonbon Classic,5248IM0108211,,24.5,57.0,76.0,59.37272251696683,0.0
7,Invierno,Bonbon Classic,5248IM0108217,,54.0,65.0,79.0,68.24077017528295,0.0
7,Invierno,Bonbon Classic,5248IM0108219,,55.2,34.0,51.0,43.62876168862109,0.0
7,Invierno,Bonbon Classic,5248IM0108220,,76.0,55.0,92.0,64.15994365973691,0.0
7,Invierno,Bonbon Classic,5248IM0108221,,35.0,3.0,,8.334440206096517,0.0
7,Invierno,Bonbon Classic,5248IM0108223,,,82.0,114.0,91.622940533972,0.0
7,Invierno,Bonbon Classic,5248IM0108224,,,130.0,198.0,132.2889103688405,0.0
7,Invierno,Bonbon Classic,5248IM0108226,,65.0,50.0,102.0,69.59765769664133,0.0
7,Invierno,Bonbon Classic,5248IM0108236,,28.0,49.0,,42.64285839594871,0.0
7,Invierno,Bonbon Classic,5248IM0108237,,,55.0,146.0,102.21377796659708,0.0
7,Invierno,Bonbon Classic,5248IM0108239,,35.0,36.0,26.0,34.54727104941715,0.0
7,Invierno,Bonbon Classic,5248IM0108242,,,,171.5,81.26079200944103,0.0
7,Invierno,Bonbon Classic,5248IM0108322,,32.5,41.0,,54.31107468448383,0.0
7,Invierno,Bonbon Classic,5248IM0108402,,2.0,69.0,5.0,62.584531181755246,0.0
7,Invierno,Bonbon Classic,5248IM0108404,,59.0,50.0,57.0,48.243195656386725,0.0
7,Invierno,Bonbon Classic,5248IM0108488,,62.0,52.0,92.0,63.3773193964815,0.0
7,Invierno,Bonbon Classic,5248IM0108769,,3.0,67.0,99.0,74.06979634381509,0.0
7,Invierno,Sport Ukryl,5256IM0K10210,,87.0,106.0,153.0,105.37984884976667,0.0
7,Invierno,Sport Ukryl,5256IM0K10290,,210.0,182.0,302.0,167.90847829843224,0.0
7,Invierno,Sport Ukryl,5256IM0K10386,,41.6,33.0,63.0,45.57515839528875,0.0
7,Invierno,Sport Ukryl,5256IM0K10432,,23.0,24.0,54.0,39.48695146424996,0.0
7,Invierno,Sport Ukryl,5256IM0K10465,,19.6,20.0,42.0,35.4213708759102,0.0
7,Invierno,Sport Ukryl,5256IM0K10575,,55.0,36.0,94.0,62.914859604557854,0.0
7,Invierno,Sport Ukryl,5256IM0K10586,,59.2,38.0,89.0,103.672305002664,0.0
7,Invierno,Sport Ukryl,5256IM0K10590,,41.0,38.0,69.0,89.03621488464083,0.0
7,Invierno,Sport Ukryl,5256IM0K10617,,27.6,15.0,37.0,36.183667236223904,0.0
7,Invierno,Sport Ukryl,5256IM0K10664,,39.6,31.0,78.0,47.61811264092948,0.0
7,Invierno,Sport Ukryl,5256IM0K10685,,2.6,18.0,59.0,39.43613170689572,0.0
7,Invierno,Sport Ukryl,5256IM0K10690,,43.1,11.0,66.0,54.78369842787833,0.0
7,Invierno,Sport Ukryl,5256IM0K10752,,67.6,,112.0,65.45584747227021,0.0
7,Invierno,Sport Ukryl,5256IM0K10795,,65.0,44.0,95.0,59.49977191035244,0.0
7,Invierno,Sport Ukryl,5256IM0K10800,,57.0,42.0,98.0,72.31651471509356,0.0
7,Invierno,Sport Ukryl,5256IM0K10843,,69.6,42.0,78.0,61.89846445747291,0.0
7,Invierno,Sport Ukryl,5256IM0K11302,,86.89999999999999,66.0,119.0,96.60835873042365,0.0
7,Invierno,Sport Ukryl,5256IM0K12903,,25.6,38.0,82.0,47.13532494606415,0.0
7,Invierno,Sport Ukryl,5256IM0K13916,,,29.0,31.0,17.78183309825104,0.0
7,Invierno,Glaciar,5521IM1010530,,22.0,19.0,34.0,30.96956013167815,0.0
7,Invierno,Glaciar,5521IM1010572,,23.0,30.0,65.0,41.11318369958587,0.0
7,Invierno,Glaciar,5521IM1010718,,64.0,34.0,45.0,57.01468577572978,0.0
7,Invierno,Glaciar,5521IM1010740,,8.0,,,1.5754124779816585,0.0
7,Invierno,Glaciar,5521IM1010831,,13.0,,,2.2868890809411173,0.0
7,Invierno,Glaciar,5521IM1010862,,5.0,26.0,32.0,30.949232228736456,0.0
7,Invierno,Glaciar,5521IM1010875,,31.0,18.0,27.0,31.81316810375865,0.0
7,Invierno,Glaciar,5521IM1010888,,71.0,42.0,33.0,61.38518490819503,0.0
7,Invierno,Glaciar,5521IM1010910,,7.0,,,1.6262322353359058,0.0
7,Invierno,Glaciar,5521IM1011302,,126.0,85.0,116.0,105.28837328652904,0.0
7,Invierno,Glaciar,5521IM1012903,,36.0,21.0,26.0,35.26891160384746,0.0
7,Invierno,Glaciar,5521IM1013602,,4.0,50.0,77.0,58.69681974415535,0.0
7,Invierno,Glaciar,5521IM1015204,,99.0,63.0,110.0,77.8812781453836,0.0
7,Invierno,Glaciar,5521IM1015502,,41.0,27.0,45.0,46.39843846442756,0.0
7,Invierno,Glaciar,5521IM1017007,,33.0,48.0,63.0,50.86041316013045,0.0
7,Invierno,Glaciar,5521IM1018902,,104.0,82.0,164.0,90.15424954643429,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010138,,42.0,29.0,40.0,42.43449739079636,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010148,,67.0,58.0,40.0,52.91353135724204,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010158,,31.0,50.0,54.0,43.8117128150964,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010168,,31.0,46.0,44.0,39.94432928043819,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010178,,27.0,51.0,33.0,35.48743656047073,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010188,,46.0,47.0,44.0,43.242531532728826,0.0
7,Invierno,Glaciar Estampado Ac,5524IM1010198,,34.0,26.0,54.0,37.70825995685132,0.0
7,Invierno,Mandala,5526IMK010101,,1.0,201.0,,113.73461695880492,0.0
7,Invierno,Mandala,5526IMK010119,,134.0,160.0,,90.77933256189154,0.0
7,Invierno,Mandala,5526IMK010503,,2.0,87.0,,118.30839512068717,0.0
7,Invierno,Mandala,5526IMK010504,,4.0,106.0,,106.34034226376198,0.0
7,Invierno,Mandala,5526IMK010507,,38.0,147.6,,90.7081849015956,0.0
7,Invierno,Mandala,5526IMK013002,,120.0,,,16.61806065483879,0.0
7,Invierno,Mandala,5526IMK013051,,119.0,,,16.313142110713308,0.0
7,Invierno,Mandala,5526IMK013307,,96.0,,,13.975433272417945,0.0
7,Invierno,Mandala,5526IMK013401,,112.0,,,14.178712301834931,0.0
7,Invierno,Mandala,5526IMK013502,,108.0,,,14.229532059189175,0.0
7,Invierno,Mandala,5526IMK013505,,107.0,,,13.568875213583969,0.0
7,Invierno,Mandala,5526IMK013506,,106.0,,,14.53445060331466,0.0
7,Invierno,Mandala,5526IMK013601,,111.0,,,14.941008662148636,0.0
7,Invierno,Mandala,5526IMK013603,,109.0,,,14.127892544480684,0.0
7,Invierno,Mandala,5526IMK013703,,112.0,,,14.026253029772189,0.0
7,Invierno,Mandala,5526IMK013709,,114.0,,,14.38199133125192,0.0
7,Invierno,Mandala,5526IMK017804,,3.0,185.0,,107.94116462042076,0.0
7,Invierno,Mandala,5526IMK017829,,3.0,165.0,,106.4673916571476,0.0
7,Invierno,Mandala,5526IMK017832,,3.2,157.0,,103.11328767176728,0.0
7,Invierno,Mandala,5526IMK017864,,9.0,146.0,,110.5024803910748,0.0
7,Invierno,Mandala,5526IMK017865,,44.0,182.0,,91.51621904352812,0.0
7,Hilos Verano,Cotton Premium,5527IM6010003,,41.0,18.0,26.0,35.20356339518941,0.0
7,Hilos Verano,Cotton Premium,5527IM6010007,,47.0,,,10.972737106039736,0.0
7,Hilos Verano,Cotton Premium,5527IM6010008,,49.4,,,12.417079618748108,0.0
