Date,SuperFamily,Familia,Codigo Producto,Projection,Sales
2023-06-01,Hilos Verano,Cotton Premium,5527IM6018257,,20
2023-06-01,Hilos Verano,Cotton Premium,5527IM6018259,,45
2023-06-01,Hilos Verano,Cotton Premium,5527IM6018902,,44
2023-06-01,Hilos Verano,Delicia Verano,1320ANV010035,,1
2023-06-01,Hilos Verano,Delicia Verano,1320ANV010134,,0
2023-06-01,Hilos Verano,Delicia Verano,1320ANV010205,,1
2023-06-01,Hilos Verano,Delicia Verano,1320ANV010712,,1
2023-06-01,Hilos Verano,Delicia Verano,1320ANV011102,,4
2023-06-01,Hilos Verano,Delicia Verano,1320ANV013602,,3
2023-06-01,Hilos Verano,Delicia Verano,1320ANV016210,,4
2023-06-01,Hilos Verano,Delicia Verano,1320ANV016215,,0
2023-06-01,Invierno,Diana,1340IMK010002,,57
2023-06-01,Invierno,Diana,1340IMK010003,,65
2023-06-01,Invierno,Diana,1340IMK010004,,87
2023-06-01,Invierno,Diana,1340IMK010005,,58
2023-06-01,Invierno,Diana,1340IMK010006,,83
2023-06-01,Invierno,Diana,1340IMK010007,,72
2023-06-01,Invierno,Diana,1340IMK010008,,136
2023-06-01,Invierno,Diana,1340IMK010009,,72
2023-06-01,Invierno,Diana,1340IMK010011,,79
2023-06-01,Invierno,Diana,1340IMK010012,,51
2023-06-01,Hilos Verano,Fresquita,1300ANV010003,,8
2023-06-01,Hilos Verano,Fresquita,1300ANV010022,,11
2023-06-01,Hilos Verano,Fresquita,1300ANV010028,,4
2023-06-01,Hilos Verano,Fresquita,1300ANV010029,,11
2023-06-01,Hilos Verano,Fresquita,1300ANV010033,,12
2023-06-01,Hilos Verano,Fresquita,1300ANV010055,,2
2023-06-01,Hilos Verano,Fresquita,1300ANV010205,,9
2023-06-01,Hilos Verano,Fresquita,1300ANV010209,,20
2023-06-01,Hilos Verano,Fresquita,1300ANV010223,,8
2023-06-01,Hilos Verano,Fresquita,1300ANV010225,,9
2023-06-01,Hilos Verano,Fresquita,1300ANV010229,,21
2023-06-01,Hilos Verano,Fresquita,1300ANV010231,,13
2023-06-01,Hilos Verano,Fresquita,1300ANV010259,,6
2023-06-01,Hilos Verano,Fresquita,1300ANV010279,,1
2023-06-01,Hilos Verano,Fresquita,1300ANV010281,,10
2023-06-01,Hilos Verano,Fresquita,1300ANV010288,,3
2023-06-01,Hilos Verano,Fresquita,1300ANV010289,,12
2023-06-01,Hilos Verano,Fresquita,1300ANV010425,,4
2023-06-01,Hilos Verano,Fresquita,1300ANV010439,,11
2023-06-01,Hilos Verano,Fresquita,1300ANV010730,,7
2023-06-01,Hilos Verano,Fresquita,1300ANV010731,,5
2023-06-01,Hilos Verano,Fresquita,1300ANV011033,,4
2023-06-01,Hilos Verano,Fresquita,1300ANV011102,,118
2023-06-01,Hilos Verano,Fresquita,1300ANV011281,,6
2023-06-01,Hilos Verano,Fresquita,1300ANV011302,,16
2023-06-01,Hilos Verano,Fresquita,1300ANV011777,,4
2023-06-01,Hilos Verano,Fresquita,1300ANV011788,,4
2023-06-01,Hilos Verano,Fresquita,1300ANV011799,,4
2023-06-01,Hilos Verano,Fresquita,1300ANV012502,,2
2023-06-01,Hilos Verano,Fresquita,1300ANV013401,,10
2023-06-01,Hilos Verano,Fresquita,1300ANV013602,,35
2023-06-01,Hilos Verano,Fresquita,1300ANV014204,,2
2023-06-01,Hilos Verano,Fresquita,1300ANV014850,,2
2023-06-01,Hilos Verano,Fresquita,1300ANV016210,,15
2023-06-01,Hilos Verano,Fresquita,1300ANV016211,,2
2023-06-01,Hilos Verano,Fresquita,1300ANV016215,,29
2023-06-01,Hilos Verano,Fresquita,1300ANV016402,,13
2023-06-01,Hilos Verano,Fresquita,1300ANV017802,,6
2023-06-01,Hilos Verano,Fresquita,1300ANV018102,,17
2023-06-01,Hilos Verano,Fresquita,1300ANV018254,,8
2023-06-01,Hilos Verano,Fresquita,1300ANV018257,,13
2023-06-01,Hilos Verano,Fresquita,1300ANV018259,,18
2023-06-01,Hilos Verano,Fresquita,1300ANV018262,,2
2023-06-01,Hilos Verano,Fresquita,1300ANV018902,,39
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010001,,5
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010002,,1
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010003,,5
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010004,,1
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010005,,3
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010006,,2
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010007,,5
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010008,,1
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010009,,2
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010010,,1
2023-06-01,Hilos Verano,Fresquita Estampado,1305ANV010011,,10
2023-06-01,Invierno,Glaciar,5521IM1010530,,35
2023-06-01,Invierno,Glaciar,5521IM1010572,,32
2023-06-01,Invierno,Glaciar,5521IM1010718,,36
2023-06-01,Invierno,Glaciar,5521IM1010862,,15
2023-06-01,Invierno,Glaciar,5521IM1010875,,23
2023-06-01,Invierno,Glaciar,5521IM1010888,,42
2023-06-01,Invierno,Glaciar,5521IM1011302,,107
2023-06-01,Invierno,Glaciar,5521IM1012903,,30
2023-06-01,Invierno,Glaciar,5521IM1013602,,47
2023-06-01,Invierno,Glaciar,5521IM1015204,,61
2023-06-01,Invierno,Glaciar,5521IM1015502,,46
2023-06-01,Invierno,Glaciar,5521IM1017007,,50
2023-06-01,Invierno,Glaciar,5521IM1018902,,87
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010138,,51
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010148,,62
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010158,,58
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010168,,43
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010178,,38
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010188,,55
2023-06-01,Invierno,Glaciar Estampado Ac,5524IM1010198,,49
2023-06-01,Invierno,Krehuel,1123AN1050001,,17
2023-06-01,Invierno,Krehuel,1123AN1050006,,9
2023-06-01,Invierno,Krehuel,1123AN1050011,,13
2023-06-01,Invierno,Krehuel,1123AN1050012,,27
2023-06-01,Invierno,Krehuel,1123AN1050013,,40
2023-06-01,Invierno,Krehuel,1123AN1050015,,13
2023-06-01,Invierno,Krehuel,1123AN1050017,,50
2023-06-01,Invierno,Krehuel,1123AN1050018,,26
2023-06-01,Invierno,Krehuel,1123AN1050020,,14
2023-06-01,Invierno,Krehuel,1123AN1050022,,12
2023-06-01,Invierno,Krehuel,1123AN1050023,,6
2023-06-01,Invierno,Krehuel,1123AN1050024,,27
2023-06-01,Invierno,Krehuel,1123AN1050025,,6
2023-06-01,Invierno,Krehuel,1123AN1050026,,12
2023-06-01,Invierno,Krehuel,1123AN1050027,,15
2023-06-01,Invierno,Krehuel,1123AN1050028,,14
2023-06-01,Invierno,Krehuel,1123AN1050030,,9
2023-06-01,Invierno,Krehuel,1123AN1050037,,39
2023-06-01,Invierno,Krehuel,1123AN1050041,,5
2023-06-01,Invierno,Krehuel,1123AN1050134,,1
2023-06-01,Invierno,Krehuel,1123AN1050718,,10
2023-06-01,Invierno,Krehuel,1123AN1050829,,10
2023-06-01,Invierno,Krehuel,1123AN1050831,,9
2023-06-01,Invierno,Krehuel,1123AN1050888,,23
2023-06-01,Invierno,Krehuel,1123AN1051777,,9
2023-06-01,Invierno,Krehuel,1123AN1051788,,7
2023-06-01,Invierno,Krehuel,1123AN1051799,,16
2023-06-01,Invierno,Krehuel,1123AN1053602,,19
2023-06-01,Invierno,Krehuel,1123AN1053902,,6
2023-06-01,Invierno,Krehuel,1123AN1055032,,22
2023-06-01,Invierno,Krehuel,1123AN1055502,,11
2023-06-01,Invierno,Krehuel,1123AN1056902,,7
2023-06-01,Invierno,Krehuel,1123AN1058003,,11
2023-06-01,Invierno,Krehuel Estampado,1119AN1050472,,5
2023-06-01,Invierno,Krehuel Estampado,1119AN1050475,,7
2023-06-01,Invierno,Krehuel Estampado,1119AN1050477,,3
2023-06-01,Invierno,Krehuel Estampado,1119AN1050478,,7
2023-06-01,Invierno,Krehuel Estampado,1119AN1050481,,3
2023-06-01,Invierno,Krehuel Estampado,1119AN1050482,,2
2023-06-01,Invierno,Krehuel Estampado,1119AN1050487,,4
2023-06-01,Invierno,Krehuel Estampado,1119AN1050488,,2
2023-06-01,Bebé,Lolipop,5601IMD180430,,22
2023-06-01,Bebé,Lolipop,5601IMD180431,,24
2023-06-01,Bebé,Lolipop,5601IMD180432,,19
2023-06-01,Bebé,Lolipop,5601IMD180433,,20
2023-06-01,Bebé,Lolipop,5601IMD180434,,28
2023-06-01,Bebé,Lolipop,5601IMD180437,,31
2023-06-01,Bebé,Lolipop,5601IMD180440,,46
2023-06-01,Bebé,Lolipop,5601IMD180563,,18
2023-06-01,Bebé,Lolipop,5601IMD181117,,19
2023-06-01,Invierno,Mandala,5526IMK010101,,388
2023-06-01,Invierno,Mandala,5526IMK010119,,302
2023-06-01,Invierno,Mandala,5526IMK010503,,436
2023-06-01,Invierno,Mandala,5526IMK010504,,391
2023-06-01,Invierno,Mandala,5526IMK010507,,326
2023-06-01,Invierno,Mandala,5526IMK017804,,372
2023-06-01,Invierno,Mandala,5526IMK017829,,364
2023-06-01,Invierno,Mandala,5526IMK017832,,352
2023-06-01,Invierno,Mandala,5526IMK017864,,388
2023-06-01,Invierno,Mandala,5526IMK017865,,330
2023-06-01,Hilos Verano,Margarita,1308ANV010003,,11
2023-06-01,Hilos Verano,Margarita,1308ANV010022,,7
2023-06-01,Hilos Verano,Margarita,1308ANV010028,,10
2023-06-01,Hilos Verano,Margarita,1308ANV010029,,8
2023-06-01,Hilos Verano,Margarita,1308ANV010033,,16
2023-06-01,Hilos Verano,Margarita,1308ANV010081,,6
2023-06-01,Hilos Verano,Margarita,1308ANV010205,,10
2023-06-01,Hilos Verano,Margarita,1308ANV010209,,24
2023-06-01,Hilos Verano,Margarita,1308ANV010223,,10
2023-06-01,Hilos Verano,Margarita,1308ANV010225,,6
2023-06-01,Hilos Verano,Margarita,1308ANV010229,,18
2023-06-01,Hilos Verano,Margarita,1308ANV010289,,11
2023-06-01,Hilos Verano,Margarita,1308ANV010425,,6
2023-06-01,Hilos Verano,Margarita,1308ANV010439,,16
2023-06-01,Hilos Verano,Margarita,1308ANV010712,,4
2023-06-01,Hilos Verano,Margarita,1308ANV010730,,7
2023-06-01,Hilos Verano,Margarita,1308ANV010731,,7
2023-06-01,Hilos Verano,Margarita,1308ANV011102,,44
2023-06-01,Hilos Verano,Margarita,1308ANV011302,,25
2023-06-01,Hilos Verano,Margarita,1308ANV013401,,9
2023-06-01,Hilos Verano,Margarita,1308ANV013602,,19
2023-06-01,Hilos Verano,Margarita,1308ANV014850,,11
2023-06-01,Hilos Verano,Margarita,1308ANV016210,,3
2023-06-01,Hilos Verano,Margarita,1308ANV016212,,8
2023-06-01,Hilos Verano,Margarita,1308ANV016213,,24
2023-06-01,Hilos Verano,Margarita,1308ANV016215,,29
2023-06-01,Hilos Verano,Margarita,1308ANV016402,,11
2023-06-01,Hilos Verano,Margarita,1308ANV018102,,12
2023-06-01,Hilos Verano,Margarita,1308ANV018254,,14
2023-06-01,Hilos Verano,Margarita,1308ANV018257,,13
2023-06-01,Hilos Verano,Margarita,1308ANV018902,,17
2023-06-01,Invierno,Mosaico,5617IM8X10001,,60
2023-06-01,Invierno,Mosaico,5617IM8X10002,,53
2023-06-01,Invierno,Mosaico,5617IM8X10003,,48
2023-06-01,Invierno,Mosaico,5617IM8X10004,,57
2023-06-01,Invierno,Mosaico,5617IM8X10006,,98
2023-06-01,Invierno,Mosaico,5617IM8X10007,,84
2023-06-01,Invierno,Mosaico,5617IM8X10008,,59
2023-06-01,Invierno,Mosaico,5617IM8X10009,,68
2023-06-01,Invierno,Mosaico,5617IM8X10010,,53
2023-06-01,Invierno,Mosaico,5617IM8X10011,,81
2023-06-01,Invierno,Nako Melange,5614IM0D10091,,111
2023-06-01,Invierno,Nako Melange,5614IM0D10092,,104
2023-06-01,Invierno,Nako Melange,5614IM0D10093,,90
2023-06-01,Invierno,Nako Melange,5614IM0D10094,,38
2023-06-01,Invierno,Nako Melange,5614IM0D10095,,84
2023-06-01,Invierno,Nako Melange,5614IM0D10096,,54
2023-06-01,Invierno,Nako Melange,5614IM0D10097,,45
2023-06-01,Invierno,Nako Melange,5614IM0D10098,,53
2023-06-01,Invierno,Nako Melange,5614IM0D10099,,41
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100003,,6
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100209,,6
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100225,,2
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100229,,7
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ100730,,4
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ101102,,7
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ101302,,12
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ103401,,1
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ103602,,5
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ106215,,7
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ106402,,3
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ108257,,3
2023-06-01,Hilos Verano,Natura Algodón 100 gr,1528IMQ108902,,13
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200003,,5
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200225,,5
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200229,,5
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ200730,,1
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ201102,,41
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ201302,,6
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ203401,,1
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ206215,,5
2023-06-01,Hilos Verano,Natura Algodón 500 gr,5528IMQ208902,,5
2023-06-01,Hilos Verano,Perle Verano,1310ANV010022,,6
2023-06-01,Hilos Verano,Perle Verano,1310ANV010029,,13
2023-06-01,Hilos Verano,Perle Verano,1310ANV010032,,12
2023-06-01,Hilos Verano,Perle Verano,1310ANV010033,,8
2023-06-01,Hilos Verano,Perle Verano,1310ANV010081,,20
2023-06-01,Hilos Verano,Perle Verano,1310ANV010205,,25
2023-06-01,Hilos Verano,Perle Verano,1310ANV010209,,23
2023-06-01,Hilos Verano,Perle Verano,1310ANV010210,,17
2023-06-01,Hilos Verano,Perle Verano,1310ANV010216,,5
2023-06-01,Hilos Verano,Perle Verano,1310ANV010225,,37
2023-06-01,Hilos Verano,Perle Verano,1310ANV010229,,43
2023-06-01,Hilos Verano,Perle Verano,1310ANV010231,,24
2023-06-01,Hilos Verano,Perle Verano,1310ANV010234,,10
2023-06-01,Hilos Verano,Perle Verano,1310ANV010279,,12
2023-06-01,Hilos Verano,Perle Verano,1310ANV010288,,8
2023-06-01,Hilos Verano,Perle Verano,1310ANV010289,,28
2023-06-01,Hilos Verano,Perle Verano,1310ANV010425,,17
2023-06-01,Hilos Verano,Perle Verano,1310ANV010439,,22
2023-06-01,Hilos Verano,Perle Verano,1310ANV010712,,3
2023-06-01,Hilos Verano,Perle Verano,1310ANV010731,,5
2023-06-01,Hilos Verano,Perle Verano,1310ANV010903,,17
2023-06-01,Hilos Verano,Perle Verano,1310ANV011102,,169
2023-06-01,Hilos Verano,Perle Verano,1310ANV011302,,33
2023-06-01,Hilos Verano,Perle Verano,1310ANV013401,,14
2023-06-01,Hilos Verano,Perle Verano,1310ANV013602,,52
2023-06-01,Hilos Verano,Perle Verano,1310ANV014204,,8
2023-06-01,Hilos Verano,Perle Verano,1310ANV014850,,14
2023-06-01,Hilos Verano,Perle Verano,1310ANV016210,,39
2023-06-01,Hilos Verano,Perle Verano,1310ANV016213,,25
2023-06-01,Hilos Verano,Perle Verano,1310ANV016215,,61
2023-06-01,Hilos Verano,Perle Verano,1310ANV016402,,9
2023-06-01,Hilos Verano,Perle Verano,1310ANV017802,,6
2023-06-01,Hilos Verano,Perle Verano,1310ANV018102,,20
2023-06-01,Hilos Verano,Perle Verano,1310ANV018252,,10
2023-06-01,Hilos Verano,Perle Verano,1310ANV018254,,9
2023-06-01,Hilos Verano,Perle Verano,1310ANV018257,,14
2023-06-01,Hilos Verano,Perle Verano,1310ANV018259,,44
2023-06-01,Hilos Verano,Perle Verano,1310ANV018262,,14
2023-06-01,Hilos Verano,Perle Verano,1310ANV018902,,83
2023-06-01,Hilos Verano,Sinfonia,5532IM6010001,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010002,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010003,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010004,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010005,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010006,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010007,,1
2023-06-01,Hilos Verano,Sinfonia,5532IM6010008,,1
2023-06-01,Invierno,Sport Ukryl,5256IM0K10210,,53
2023-06-01,Invierno,Sport Ukryl,5256IM0K10290,,86
2023-06-01,Invierno,Sport Ukryl,5256IM0K10386,,30
2023-06-01,Invierno,Sport Ukryl,5256IM0K10432,,17
2023-06-01,Invierno,Sport Ukryl,5256IM0K10465,,20
2023-06-01,Invierno,Sport Ukryl,5256IM0K10575,,53
2023-06-01,Invierno,Sport Ukryl,5256IM0K10586,,36
2023-06-01,Invierno,Sport Ukryl,5256IM0K10590,,24
2023-06-01,Invierno,Sport Ukryl,5256IM0K10617,,22
2023-06-01,Invierno,Sport Ukryl,5256IM0K10664,,22
2023-06-01,Invierno,Sport Ukryl,5256IM0K10685,,16
2023-06-01,Invierno,Sport Ukryl,5256IM0K10690,,66
2023-06-01,Invierno,Sport Ukryl,5256IM0K10752,,3
2023-06-01,Invierno,Sport Ukryl,5256IM0K10795,,40
2023-06-01,Invierno,Sport Ukryl,5256IM0K10800,,56
2023-06-01,Invierno,Sport Ukryl,5256IM0K10843,,46
2023-06-01,Invierno,Sport Ukryl,5256IM0K11302,,65
2023-06-01,Invierno,Sport Ukryl,5256IM0K12903,,26
2023-06-01,Invierno,Sport Ukryl,5256IM0K13916,,19
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10033,,275
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10041,,218
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10425,,246
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10712,,210
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10718,,331
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10735,,386
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10740,,286
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10769,,283
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10772,,290
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10807,,254
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10811,,371
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10829,,338
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T10875,,269
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T11102,,481
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T11302,,310
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T12903,,269
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T13202,,268
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T13602,,412
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T13916,,255
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T14850,,257
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T15032,,285
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T16702,,341
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T16902,,251
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T17007,,265
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T18003,,291
2023-06-01,Invierno,Super Economico 100 gr,1150AN0T18902,,789
2023-06-01,Invierno,Super Económico 50g,1153AN0T50033,,44
2023-06-01,Invierno,Super Económico 50g,1153AN0T50041,,24
2023-06-01,Invierno,Super Económico 50g,1153AN0T50425,,45
2023-06-01,Invierno,Super Económico 50g,1153AN0T50712,,21
2023-06-01,Invierno,Super Económico 50g,1153AN0T50718,,31
2023-06-01,Invierno,Super Económico 50g,1153AN0T50735,,48
2023-06-01,Invierno,Super Económico 50g,1153AN0T50740,,51
2023-06-01,Invierno,Super Económico 50g,1153AN0T50769,,50
2023-06-01,Invierno,Super Económico 50g,1153AN0T50772,,31
2023-06-01,Invierno,Super Económico 50g,1153AN0T50807,,27
2023-06-01,Invierno,Super Económico 50g,1153AN0T50811,,57
2023-06-01,Invierno,Super Económico 50g,1153AN0T50829,,21
2023-06-01,Invierno,Super Económico 50g,1153AN0T50875,,16
2023-06-01,Invierno,Super Económico 50g,1153AN0T51102,,79
2023-06-01,Invierno,Super Económico 50g,1153AN0T51302,,24
2023-06-01,Invierno,Super Económico 50g,1153AN0T52903,,24
2023-06-01,Invierno,Super Económico 50g,1153AN0T53202,,34
2023-06-01,Invierno,Super Económico 50g,1153AN0T53602,,57
2023-06-01,Invierno,Super Económico 50g,1153AN0T53916,,23
2023-06-01,Invierno,Super Económico 50g,1153AN0T54850,,24
2023-06-01,Invierno,Super Económico 50g,1153AN0T55032,,53
2023-06-01,Invierno,Super Económico 50g,1153AN0T56702,,65
2023-06-01,Invierno,Super Económico 50g,1153AN0T56902,,34
2023-06-01,Invierno,Super Económico 50g,1153AN0T57007,,17
2023-06-01,Invierno,Super Económico 50g,1153AN0T58003,,35
2023-06-01,Invierno,Super Económico 50g,1153AN0T58902,,111
2023-06-01,Bebé,Super Nene,1140NA1010003,,73
2023-06-01,Bebé,Super Nene,1140NA1010004,,26
2023-06-01,Bebé,Super Nene,1140NA1010005,,42
2023-06-01,Bebé,Super Nene,1140NA1010007,,33
2023-06-01,Bebé,Super Nene,1140NA1010008,,27
2023-06-01,Bebé,Super Nene,1140NA1010026,,76
2023-06-01,Bebé,Super Nene,1140NA1010034,,50
2023-06-01,Bebé,Super Nene,1140NA1010073,,75
2023-06-01,Bebé,Super Nene,1140NA1010439,,30
2023-06-01,Bebé,Super Nene,1140NA1010730,,47
2023-06-01,Bebé,Super Nene,1140NA1010731,,34
2023-06-01,Bebé,Super Nene,1140NA1010732,,59
2023-06-01,Bebé,Super Nene,1140NA1010734,,33
2023-06-01,Bebé,Super Nene,1140NA1010829,,63
2023-06-01,Bebé,Super Nene,1140NA1011102,,248
2023-06-01,Bebé,Super Nene,1140NA1011302,,41
2023-06-01,Bebé,Super Nene,1140NA1013952,,50
2023-06-01,Bebé,Super Nene,1140NA1016902,,2
2023-06-01,Bebé,Super Nene,1140NA1018902,,82
2023-06-01,Invierno,Ukryl Estampado,1106AN1010004,,96
2023-06-01,Invierno,Ukryl Estampado,1106AN1010007,,107
2023-06-01,Invierno,Ukryl Estampado,1106AN1010016,,102
2023-06-01,Invierno,Ukryl Estampado,1106AN1010021,,30
2023-06-01,Invierno,Ukryl Estampado,1106AN1010024,,120
2023-06-01,Invierno,Ukryl Estampado,1106AN1010027,,111
2023-06-01,Invierno,Ukryl Estampado,1106AN1010029,,77
2023-06-01,Invierno,Ukryl Estampado,1106AN1010031,,89
2023-06-01,Invierno,Ukryl Estampado,1106AN1010041,,114
2023-06-01,Invierno,Ukryl Estampado,1106AN1010062,,65
2023-06-01,Invierno,Ukryl Estampado,1106AN1010064,,80
2023-06-01,Invierno,Ukryl Estampado,1106AN1010077,,115
2023-06-01,Invierno,Ukryl Estampado,1106AN1010082,,81
2023-06-01,Invierno,Ukryl Estampado,1106AN1010085,,100
2023-06-01,Invierno,Ukryl Estampado,1106AN1010103,,98
2023-06-01,Invierno,Ukryl Estampado,1106AN1010125,,96
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010022,,88
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010033,,128
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010134,,107
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010425,,68
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010718,,339
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010728,,73
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010732,,138
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010735,,212
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010740,,176
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010769,,111
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010772,,101
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010807,,104
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010811,,291
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010829,,138
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010831,,156
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010875,,195
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010880,,130
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010882,,151
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010888,,290
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1010900,,90
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011102,,639
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011302,,380
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011777,,33
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011788,,58
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1011799,,62
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1012302,,114
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1012903,,116
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013102,,126
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013202,,106
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013602,,376
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013902,,152
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013916,,146
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1013917,,175
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1014850,,139
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015029,,172
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015032,,105
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015033,,38
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015102,,115
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015204,,221
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015302,,116
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1015502,,195
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016202,,77
2023-06-01,Invierno,Ukryl Etiqueta Dorada,1100AN1016402,,123
