Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,59.68101987923023,509.8,450.1189801207698
2025-02,43.15915869732804,509.8,406.9598214234417
2025-03,50.9062664292945,509.8,356.05355499414725
2025-04,47.16562007158338,509.8,308.8879349225639
2025-05,51.589106643317095,509.8,257.2988282792468
2025-06,43.67744847671549,509.8,213.6213798025313
2025-07,63.09253301840237,509.8,150.52884678412892
2025-08,112.51226374134434,509.8,38.016583042784575
2025-09,127.83655992835511,509.8,-89.81997688557054
2025-10,153.4721005470058,509.8,-243.29207743257632
2025-11,127.80262099115689,509.8,-371.09469842373323
2025-12,76.83699778997752,509.8,-447.9316962137108
