Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,67.4976822907769,1007.4380000000001,939.9403177092232
2025-02,152.84348679928206,1007.4380000000001,787.0968309099412
2025-03,158.48949957138984,1007.4380000000001,628.6073313385514
2025-04,276.854793777134,1007.4380000000001,351.7525375614174
2025-05,341.1928733827802,1007.4380000000001,10.559664178637206
2025-06,365.6127984203129,1007.4380000000001,-355.0531342416757
2025-07,302.9172097981509,1007.4380000000001,-657.9703440398266
2025-08,228.82421572976725,1007.4380000000001,-886.7945597695939
2025-09,107.59028696960644,1007.4380000000001,-994.3848467392004
2025-10,113.62956136880238,1007.4380000000001,-1108.0144081080027
2025-11,97.53914588611735,1007.4380000000001,-1205.5535539941202
2025-12,82.8466288966164,1007.4380000000001,-1288.4001828907367
