Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,50.17511289086018,754.03,247.1,1001.13,950.9548871091398
2025-02,70.33775393908252,754.03,247.1,1001.13,880.6171331700573
2025-03,124.33211588957428,754.03,247.1,1001.13,756.285017280483
2025-04,152.37098458044792,754.03,247.1,1001.13,603.914032700035
2025-05,180.8707719290142,754.03,247.1,1001.13,423.0432607710208
2025-06,180.6654343956321,754.03,247.1,1001.13,242.3778263753887
2025-07,183.5834047229849,754.03,247.1,1001.13,58.7944216524038
2025-08,111.63975893973002,754.03,247.1,1001.13,-52.84533728732622
2025-09,72.49187022723366,754.03,247.1,1001.13,-125.33720751455988
2025-10,65.03982219285963,754.03,247.1,1001.13,-190.37702970741952
2025-11,59.69450706195757,754.03,247.1,1001.13,-250.0715367693771
2025-12,45.27749000557943,754.03,247.1,1001.13,-295.34902677495654
