Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,5.106766042771249,63.4,58.29323395722875
2025-02,7.158896764661537,63.4,51.134337192567216
2025-03,12.654381641988024,63.4,38.47995555057919
2025-04,15.508145874063292,63.4,22.9718096765159
2025-05,18.40882188398955,63.4,4.56298779252635
2025-06,18.387922862893905,63.4,-13.824935070367555
2025-07,18.68491057100236,63.4,-32.509845641369914
2025-08,11.362567957080431,63.4,-43.87241359845034
2025-09,7.378140275611652,63.4,-51.25055387406199
2025-10,6.619679284525898,63.4,-57.870233158587894
2025-11,6.0756391772763445,63.4,-63.94587233586424
2025-12,4.608291544163652,63.4,-68.55416388002789
