Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,17.1357004188894,239.872,124.4,364.27200000000005,347.1362995811106
2025-02,24.02160374326192,239.872,124.4,364.27200000000005,323.11469583784867
2025-03,42.46164617436217,239.872,124.4,364.27200000000005,280.6530496634865
2025-04,52.03742241658981,239.872,124.4,364.27200000000005,228.6156272468967
2025-05,61.770610642182135,239.872,124.4,364.27200000000005,166.84501660471457
2025-06,61.70048419394786,239.872,124.4,364.27200000000005,105.14453241076671
2025-07,62.697023364063696,239.872,124.4,364.27200000000005,42.44750904670302
2025-08,38.126978771117365,239.872,124.4,364.27200000000005,4.320530275585654
2025-09,24.75727306724527,239.872,124.4,364.27200000000005,-20.436742791659615
2025-10,22.21226508884832,239.872,124.4,364.27200000000005,-42.64900788050794
2025-11,20.38674415924062,239.872,124.4,364.27200000000005,-63.03575203974856
2025-12,15.46307441584646,239.872,124.4,364.27200000000005,-78.49882645559502
