Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,31.395245956716536,0.0,244.0,244.0,212.60475404328346
2025-02,44.01128283983908,0.0,244.0,244.0,168.59347120344438
2025-03,77.79628452780646,0.0,244.0,244.0,90.79718667563792
2025-04,95.34058344772797,0.0,244.0,244.0,-4.543396772090048
2025-05,113.1732853983666,0.0,244.0,244.0,-117.71668217045665
2025-06,113.04480292980296,0.0,244.0,244.0,-230.76148510025962
2025-07,114.87061638279728,0.0,244.0,244.0,-345.6321014830569
2025-08,69.85450532189685,0.0,244.0,244.0,-415.48660680495374
2025-09,45.35914250151994,0.0,244.0,244.0,-460.8457493064737
2025-10,40.69629537590728,0.0,244.0,244.0,-501.54204468238095
2025-11,37.35165948807457,0.0,244.0,244.0,-538.8937041704555
2025-12,28.33073715489096,0.0,244.0,244.0,-567.2244413253464
