Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,29.473076308771063,53.6,24.12692369122894
2025-02,21.313864613620552,53.6,2.8130590776083864
2025-03,25.139722446120164,53.6,-22.326663368511777
2025-04,23.292429022381032,53.6,-45.61909239089281
2025-05,25.47693856232111,53.6,-71.09603095321393
2025-06,21.569818587745893,53.6,-92.66584954095981
2025-07,31.15782947288693,53.6,-123.82367901384674
2025-08,55.5634361080223,53.6,-179.38711512186904
2025-09,63.131238263748536,53.6,-242.5183533856176
2025-10,75.79118017491275,53.6,-318.3095335605303
2025-11,63.114477744442624,53.6,-381.42401130497296
2025-12,37.94544234973772,53.6,-419.3694536547107
