Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,19.714844574615416,512.136,492.42115542538454
2025-02,27.63716525467258,512.136,464.78399017071195
2025-03,48.85267215497453,512.136,415.9313180157374
2025-04,59.869726356547005,512.136,356.0615916591904
2025-05,71.06788507736024,512.136,284.99370658183017
2025-06,70.98720369324919,512.136,214.006502888581
2025-07,72.13373487499724,512.136,141.87276801358377
2025-08,43.86558134172595,512.136,98.00718667185782
2025-09,28.48356231029899,512.136,69.52362436155883
2025-10,25.55549777201244,512.136,43.96812658954639
2025-11,23.45521237280868,512.136,20.512914216737705
2025-12,17.79046676248342,512.136,2.7224474542542865
