Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,9.23460898060771,6.8,-2.4346089806077105
2025-02,12.945494624287065,6.8,-15.380103604894774
2025-03,22.883027218479224,6.8,-38.263130823374
2025-04,28.043513636955986,6.8,-66.30664446032998
2025-05,33.28883102701255,6.8,-99.59547548734253
2025-06,33.251039147322096,6.8,-132.84651463466463
2025-07,33.78808457557518,6.8,-166.6345992102398
2025-08,20.547029415563248,6.8,-187.18162862580306
2025-09,13.341954551803385,6.8,-200.52358317760644
2025-10,11.970423014807364,6.8,-212.4940061924138
2025-11,10.986630607217222,6.8,-223.48063679963101
2025-12,8.333213255232431,6.8,-231.81385005486345
