Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,8.97293232760501,142.4,133.427067672395
2025-02,20.3185386108072,142.4,113.1085290615878
2025-03,21.069102019883527,142.4,92.03942704170427
2025-04,36.80421674974628,142.4,55.23521029195799
2025-05,45.35712130582482,142.4,9.878088986133172
2025-06,48.603430325192576,142.4,-38.725341339059405
2025-07,40.26887342111214,142.4,-78.99421476017154
2025-08,30.41918082187321,142.4,-109.41339558204476
2025-09,14.302718720429269,142.4,-123.71611430247403
2025-10,15.105561109274182,142.4,-138.8216754117482
2025-11,12.966551229983722,142.4,-151.7882266417319
2025-12,11.013373636402951,142.4,-162.80160027813486
