Month,Familia,Product_Code,Forecast_Product,SuperFamily
2025-01,Super Económico 50g,1153AN0T51302,8.680584151889212,Invierno
2025-01,Super Económico 50g,1153AN0T52903,6.350185783990727,Invierno
2025-01,Super Económico 50g,1153AN0T53202,11.15655753351503,Invierno
2025-01,Super Económico 50g,1153AN0T53602,10.699463971893811,Invierno
2025-01,Super Económico 50g,1153AN0T53916,7.839484072575721,Invierno
2025-01,Super Económico 50g,1153AN0T54850,9.342561066163716,Invierno
2025-01,Super Económico 50g,1153AN0T55032,14.24059115766449,Invierno
2025-01,Super Económico 50g,1153AN0T56702,16.254079310494,Invierno
2025-01,Super Económico 50g,1153AN0T56902,4.948352318468245,Invierno
2025-01,Super Económico 50g,1153AN0T57007,5.633094049704226,Invierno
2025-01,Super Económico 50g,1153AN0T58003,9.041825852620004,Invierno
2025-01,Super Económico 50g,1153AN0T58902,22.36044192334471,Invierno
2025-01,Terra,5541IM0D10001,4.85010416105556,Invierno
2025-01,Terra,5541IM0D10002,4.025778157397896,Invierno
2025-01,Terra,5541IM0D10003,4.768630079298697,Invierno
2025-01,Terra,5541IM0D10004,4.310937443546913,Invierno
2025-01,Terra,5541IM0D10005,4.840518974966517,Invierno
2025-01,Terra,5541IM0D10006,3.654352196447495,Invierno
2025-01,Tiramisu,5540IM0D10001,4.7446671140760905,Invierno
2025-01,Tiramisu,5540IM0D10002,3.917944813896166,Invierno
2025-01,Tiramisu,5540IM0D10003,4.061722605231805,Invierno
2025-01,Tiramisu,5540IM0D10004,3.37877809638752,Invierno
2025-01,Tiramisu,5540IM0D10005,3.618407748613584,Invierno
2025-01,Tiramisu,5540IM0D10006,3.3308521659423063,Invierno
2025-01,Tiramisu,5540IM0D10007,3.522555887723158,Invierno
2025-01,Tiramisu,5540IM0D10008,3.654352196447494,Invierno
2025-01,Tiramisu,5540IM0D10009,3.5824633007796747,Invierno
2025-01,Tiramisu,5540IM0D10010,3.678315161670101,Invierno
2025-01,Ukryl Estampado,1106AN1010004,13.948842056079256,Invierno
2025-01,Ukryl Estampado,1106AN1010007,13.172441982866806,Invierno
2025-01,Ukryl Estampado,1106AN1010016,14.58985137578398,Invierno
2025-01,Ukryl Estampado,1106AN1010021,9.249704575926115,Invierno
2025-01,Ukryl Estampado,1106AN1010024,16.43260340140242,Invierno
2025-01,Ukryl Estampado,1106AN1010027,11.849686302578924,Invierno
2025-01,Ukryl Estampado,1106AN1010029,10.2130157778749,Invierno
2025-01,Ukryl Estampado,1106AN1010031,10.931904734553097,Invierno
2025-01,Ukryl Estampado,1106AN1010041,13.878151308672566,Invierno
2025-01,Ukryl Estampado,1106AN1010062,12.049777062187689,Invierno
2025-01,Ukryl Estampado,1106AN1010064,11.340473291598537,Invierno
2025-01,Ukryl Estampado,1106AN1010065,5.716365353852786,Invierno
2025-01,Ukryl Estampado,1106AN1010077,12.968756778474653,Invierno
2025-01,Ukryl Estampado,1106AN1010082,11.231441799835675,Invierno
2025-01,Ukryl Estampado,1106AN1010085,13.501932754677645,Invierno
2025-01,Ukryl Estampado,1106AN1010103,13.535480905989294,Invierno
2025-01,Ukryl Estampado,1106AN1010118,0.0023962965222606,Invierno
2025-01,Ukryl Estampado,1106AN1010125,13.031060488053424,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010003,0.0119814826113032,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010022,27.785058175612253,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010033,34.14482914569202,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010134,28.62615825492574,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010219,6.005119084785192,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010425,20.27865931963076,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010712,2.1926113178684963,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010718,76.16628496005481,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010728,26.84211549410269,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010732,27.468747034673843,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010735,67.4976822907769,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010740,48.95525961635009,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010769,35.99237376435498,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010772,33.93994579303873,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010807,26.888843276286767,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010811,94.23172481172564,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010829,47.55210818774037,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010831,44.04632637567303,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010875,44.08466712002921,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010880,31.91507523172848,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010882,47.47542669902803,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010888,72.11774198569543,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1010900,26.15198209569161,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1011102,178.6903938870634,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1011302,101.64610588125232,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1011777,11.540564051207298,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1011788,15.27279588462826,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1011799,16.14265152220888,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1012302,30.03158616523161,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1012903,38.339546207909294,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1013102,39.46221112858841,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1013202,37.88424986867977,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1013602,100.37511020584526,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1013902,44.20088750135884,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1013916,38.73134068929891,Invierno
2025-01,Ukryl Etiqueta Dorada,1100AN1013917,36.4392830657566,Invierno
