Product_Code,Stock,Month,Familia,Forecast_Product,SuperFamily,Total_Projection,Stock_After_Consumption,Fecha
5527IM6011102,516.7,2025-11,Cotton Premium,207.160974055604,Verano,207.160974055604,309.53902594439603,2025-01-01
5527IM6011102,516.7,2025-12,Cotton Premium,147.35312390032018,Verano,147.35312390032018,369.3468760996799,2025-01-01
5527IM6011281,137.2,2025-01,Cotton Premium,21.13579417568441,Verano,21.13579417568441,116.06420582431558,2025-01-01
5527IM6011281,137.2,2025-02,Cotton Premium,15.562819207205266,Verano,15.562819207205266,121.63718079279472,2025-01-01
5527IM6011281,137.2,2025-03,Cotton Premium,18.00514889818747,Verano,18.00514889818747,119.19485110181252,2025-01-01
5527IM6011281,137.2,2025-04,Cotton Premium,15.966813041010507,Verano,15.966813041010507,121.23318695898948,2025-01-01
5527IM6011281,137.2,2025-05,Cotton Premium,16.661620649609613,Verano,16.661620649609613,120.53837935039037,2025-01-01
5527IM6011281,137.2,2025-06,Cotton Premium,13.219743390465045,Verano,13.219743390465045,123.98025660953495,2025-01-01
5527IM6011281,137.2,2025-07,Cotton Premium,20.3093941743182,Verano,20.3093941743182,116.89060582568179,2025-01-01
5527IM6011281,137.2,2025-08,Cotton Premium,34.7925296894597,Verano,34.7925296894597,102.40747031054029,2025-01-01
5527IM6011281,137.2,2025-09,Cotton Premium,40.40118840050739,Verano,40.40118840050739,96.79881159949261,2025-01-01
5527IM6011281,137.2,2025-10,Cotton Premium,49.18702145469121,Verano,49.18702145469121,88.01297854530878,2025-01-01
5527IM6011281,137.2,2025-11,Cotton Premium,38.47652627422364,Verano,38.47652627422364,98.72347372577636,2025-01-01
5527IM6011281,137.2,2025-12,Cotton Premium,27.36826455458651,Verano,27.36826455458651,109.83173544541347,2025-01-01
5527IM6011302,-1.9,2025-01,Cotton Premium,79.41003552167484,Verano,79.41003552167484,-81.31003552167485,2025-01-01
5527IM6011302,-1.9,2025-02,Cotton Premium,58.471615298153566,Verano,58.471615298153566,-60.371615298153564,2025-01-01
5527IM6011302,-1.9,2025-03,Cotton Premium,67.64777806281853,Verano,67.64777806281853,-69.54777806281854,2025-01-01
5527IM6011302,-1.9,2025-04,Cotton Premium,59.98947473728074,Verano,59.98947473728074,-61.889474737280736,2025-01-01
5527IM6011302,-1.9,2025-05,Cotton Premium,62.59996083593232,Verano,62.59996083593232,-64.49996083593233,2025-01-01
5527IM6011302,-1.9,2025-06,Cotton Premium,49.66836275459053,Verano,49.66836275459053,-51.56836275459053,2025-01-01
5527IM6011302,-1.9,2025-07,Cotton Premium,76.30513901681101,Verano,76.30513901681101,-78.20513901681102,2025-01-01
5527IM6011302,-1.9,2025-08,Cotton Premium,130.72023674925168,Verano,130.72023674925168,-132.6202367492517,2025-01-01
5527IM6011302,-1.9,2025-09,Cotton Premium,151.79272561676905,Verano,151.79272561676905,-153.69272561676905,2025-01-01
5527IM6011302,-1.9,2025-10,Cotton Premium,184.8022879318152,Verano,184.8022879318152,-186.7022879318152,2025-01-01
5527IM6011302,-1.9,2025-11,Cotton Premium,144.56150986282088,Verano,144.56150986282088,-146.4615098628209,2025-01-01
5527IM6011302,-1.9,2025-12,Cotton Premium,102.82626914235333,Verano,102.82626914235333,-104.72626914235333,2025-01-01
5527IM6012302,8.0,2025-01,Cotton Premium,13.942567509538724,Verano,13.942567509538724,-5.9425675095387245,2025-01-01
5527IM6012302,8.0,2025-02,Cotton Premium,10.26626468972884,Verano,10.26626468972884,-2.2662646897288408,2025-01-01
5527IM6012302,8.0,2025-03,Cotton Premium,11.877386860678326,Verano,11.877386860678326,-3.8773868606783264,2025-01-01
5527IM6012302,8.0,2025-04,Cotton Premium,10.532765737877153,Verano,10.532765737877153,-2.5327657378771526,2025-01-01
5527IM6012302,8.0,2025-05,Cotton Premium,10.99110678286041,Verano,10.99110678286041,-2.9911067828604097,2025-01-01
5527IM6012302,8.0,2025-06,Cotton Premium,8.720616937705804,Verano,8.720616937705804,-0.7206169377058043,2025-01-01
5527IM6012302,8.0,2025-07,Cotton Premium,13.397419420322986,Verano,13.397419420322986,-5.397419420322986,2025-01-01
5527IM6012302,8.0,2025-08,Cotton Premium,22.951453349266632,Verano,22.951453349266632,-14.951453349266632,2025-01-01
5527IM6012302,8.0,2025-09,Cotton Premium,26.651295525375097,Verano,26.651295525375097,-18.651295525375097,2025-01-01
5527IM6012302,8.0,2025-10,Cotton Premium,32.44701199892124,Verano,32.44701199892124,-24.44701199892124,2025-01-01
5527IM6012302,8.0,2025-11,Cotton Premium,25.38166111250617,Verano,25.38166111250617,-17.38166111250617,2025-01-01
5527IM6012302,8.0,2025-12,Cotton Premium,18.053917113284047,Verano,18.053917113284047,-10.053917113284047,2025-01-01
5527IM6012903,82.2,2025-01,Cotton Premium,27.0201267490979,Verano,27.0201267490979,55.179873250902105,2025-01-01
5527IM6012903,82.2,2025-02,Cotton Premium,19.895601937482663,Verano,19.895601937482663,62.304398062517336,2025-01-01
5527IM6012903,82.2,2025-03,Cotton Premium,23.01789094469416,Verano,23.01789094469416,59.182109055305844,2025-01-01
5527IM6012903,82.2,2025-04,Cotton Premium,20.41207009120029,Verano,20.41207009120029,61.78792990879971,2025-01-01
5527IM6012903,82.2,2025-05,Cotton Premium,21.30031632858009,Verano,21.30031632858009,60.89968367141991,2025-01-01
