Product_Code,Stock
1123AN1050010,0.0
1123AN1050011,1.6
1123AN1050012,0.95
1123AN1050013,0.8
1123AN1050014,0.0
1123AN1050015,21.0
1123AN1050016,0.0
1123AN1050017,0.85
1123AN1050018,2.0
1123AN1050019,0.0
1123AN1050020,86.0
1123AN1050021,0.0
1123AN1050022,0.2
1123AN1050023,63.05
1123AN1050024,1.4
1123AN1050025,50.2
1123AN1050026,0.2
1123AN1050027,1.05
1123AN1050028,123.95
1123AN1050029,0.0
1123AN1050030,3.2
1123AN1050031,0.0
1123AN1050032,0.0
1123AN1050033,0.0
1123AN1050034,0.0
1123AN1050035,0.0
1123AN1050036,0.0
1123AN1050037,0.39
1123AN1050041,0.45
1123AN1050134,0.0
1123AN1050425,0.0
1123AN1050718,10.8
1123AN1050829,1.4
1123AN1050831,12.5
1123AN1050888,1.9
1123AN1051777,0.65
1123AN1051788,1.1
1123AN1051799,0.5
1123AN1053602,1.45
1123AN1053902,136.5
1123AN1055032,1.5
1123AN1055204,0.0
1123AN1055502,0.6
1123AN1056902,189.75
1123AN1057802,0.0
1123AN1058003,1.05
1124NA1050001,0.0
1124NA1050003,0.0
1124NA1050006,0.0
1124NA1050008,0.0
1124NA1050011,0.0
1124NA1050012,0.0
1124NA1050013,0.0
1124NA1050014,0.0
1124NA1050015,0.0
1124NA1050018,0.0
1124NA1050019,0.0
1124NA1050021,0.0
1124NA1050023,0.0
1124NA1050024,0.0
1124NA1050025,0.0
1124NA1050026,0.0
1124NA1050029,0.0
1124NA1050030,0.0
1124NA1050032,0.0
1124NA1050034,0.0
1124NA1050038,0.0
1124NA1050042,0.0
1124NA1050046,0.0
1124NA1050051,0.0
1124NA1050053,0.0
1124NA1050054,0.0
1124NA1050057,0.0
1124NA1050108,0.0
1124NA1050121,0.0
1124NA1050145,0.0
1124NA1050155,0.0
1124NA1050171,0.0
1124NA1050175,0.0
1124NA1050186,0.0
1124NA1050332,0.0
1124NA1050735,0.0
1124NA1050745,0.0
1124NA1050804,0.0
1124NA1050830,0.0
1124NA1050900,0.0
1125AN1010022,0.0
1125AN1010033,0.0
1125AN1010718,0.0
1125AN1010735,0.0
1125AN1010769,0.0
1125AN1010882,0.0
1125AN1011102,0.0
1125AN1011302,0.0
1125AN1012903,0.0
1125AN1013602,0.0
1125AN1013916,0.0
1125AN1014850,0.0
1125AN1015001,0.0
1125AN1015003,0.0
1125AN1015005,0.0
1125AN1015006,0.0
1125AN1015032,0.0
1125AN1015302,0.0
1125AN1015303,0.0
1125AN1016702,0.0
1125AN1016890,0.0
1125AN1017007,0.0
1125AN1018003,0.0
1125AN1018902,0.0
1125AN1019102,0.0
1125AN1019202,0.0
1125AN1019502,0.0
1125AN1019602,0.0
1126PA1011102,0.0
1126PA1011302,0.0
1126PA1012903,0.0
1126PA1013602,0.0
1126PA1013916,0.0
1126PA1014850,0.0
1126PA1015003,0.0
1126PA1015005,0.0
1126PA1015303,0.0
1126PA1016890,0.0
1126PA1018902,0.0
1126PA1019202,0.0
1126PA1019502,0.0
1126PA1019602,0.0
1127AN1012920,0.0
1127AN1014882,0.0
1127AN1015011,0.0
1127AN1015317,0.0
1127AN1017410,0.0
1127AN1018911,0.0
1127AN1018991,0.0
1128PA1012920,0.0
1128PA1014882,0.0
1128PA1015011,0.0
1128PA1015317,0.0
1128PA1017410,0.0
1128PA1018911,0.0
1128PA1018991,0.0
1129ANB310001,0.0
1129ANB310002,0.0
1129ANB310003,0.0
1129ANB310004,0.0
1129ANB310005,0.0
1129ANB310006,0.0
1129ANB310007,0.0
1129ANB310008,0.0
1129ANB310009,0.0
1129ANB310010,0.0
1129ANB310011,0.0
1129ANB310012,0.0
1129ANB310013,0.0
1129ANB310014,0.0
1129ANB310015,0.0
1129ANB310016,0.0
1129ANB310017,0.0
1129ANB310018,0.0
1129ANB310019,0.0
1129ANB310022,0.0
1129ANB310769,255.4
1129ANB310772,258.7
1129ANB310831,16.8
1129ANB310888,54.4
1129ANB312903,237.7
1129ANB313602,276.4
1129ANB313916,140.1
1129ANB314850,217.6
1129ANB316890,180.5
1129ANB317007,127.3
1129ANB318003,84.4
1129ANB318902,155.1
1130PAB310001,0.0
1130PAB310002,0.0
1130PAB310003,0.0
1130PAB310004,0.0
1130PAB310005,0.0
1130PAB310006,0.0
1130PAB310007,0.0
1130PAB310008,0.0
1130PAB310010,0.0
1130PAB310011,0.0
1130PAB310012,0.0
1130PAB310013,0.0
1130PAB310014,0.0
1130PAB310015,0.0
1130PAB310016,0.0
1130PAB310114,0.0
1131PA1010073,0.0
1131PA1010439,0.0
1131PA1010811,0.0
1131PA1010821,0.0
1131PA1010829,0.0
1131PA1010830,0.0
1131PA1010846,0.0
1131PA1010882,0.0
1131PA1010883,0.0
1131PA1011100,0.0
1131PA1011102,0.0
1131PA1011302,0.0
1131PA1012302,0.0
1131PA1013916,0.0
1131PA1013917,0.0
1131PA1014850,0.0
1131PA1016890,0.0
1131PA1018902,0.0
1132PA1010004,0.0
1132PA1010007,0.0
1132PA1010010,0.0
1132PA1010021,0.0
1132PA1010024,0.0
1132PA1010038,0.0
1132PA1010058,0.0
1132PA1010062,0.0
1133AN1010100,0.0
1133AN1010101,0.0
1133AN1010102,0.0
1133AN1010103,0.0
1133AN1010104,0.0
1133AN1010105,0.0
1133AN1010106,0.0
1133AN1010107,0.0
1133AN1010108,0.0
1133AN1010109,0.0
1133AN1010110,0.0
1133AN1010112,0.0
1133AN1010115,0.0
1134ANB310300,0.0
1134ANB310301,0.0
1134ANB310302,0.0
1134ANB310303,0.0
1134ANB310304,0.0
1134ANB310314,0.0
1134ANB310316,0.0
1134ANB310324,0.0
1135AN1010041,0.0
1135AN1010718,0.0
1135AN1010769,0.0
1135AN1010772,0.0
1135AN1010829,0.0
1135AN1010831,0.0
1135AN1010875,0.0
1135AN1010888,0.0
1135AN1010900,0.0
1135AN1011102,0.0
1135AN1011302,0.0
1135AN1012903,0.0
1135AN1013602,0.0
1135AN1013902,0.0
1135AN1013916,0.0
1135AN1013917,0.0
1135AN1014850,0.0
1135AN1016702,0.0
1135AN1016890,0.0
1135AN1016902,0.0
1135AN1017007,0.0
1135AN1017802,0.0
1135AN1018902,0.0
1136AN1010004,0.0
1136AN1010010,0.0
1136AN1010015,0.0
1136AN1010016,0.0
1136AN1010017,0.0
1136AN1010019,0.0
1136AN1010024,0.0
1136AN1010028,0.0
1136AN1010041,0.0
1136AN1010049,0.0
1136AN1010064,0.0
1136AN1010065,0.0
1136AN1010082,0.0
1136AN1010085,0.0
1136AN1010099,0.0
1136AN1010100,0.0
1136AN1010103,0.0
1136AN1010114,0.0
1136AN1010115,0.0
1136AN1010116,0.0
1136AN1010118,0.0
1136AN1010124,0.0
1136AN1010125,0.0
1137BO1010022,0.0
1137BO1010301,0.0
1137BO1010302,0.0
1137BO1010303,0.0
1137BO1010304,0.0
1137BO1010305,0.0
1137BO1010306,0.0
1137BO1010307,0.0
1137BO1010308,0.0
1137BO1010735,0.0
1137BO1010811,0.0
1137BO1010829,0.0
1137BO1010882,0.0
1137BO1011302,0.0
1137BO1015502,0.0
1137BO1018902,0.0
1138PAT010073,88.3
1138PAT010718,0.0
1138PAT010735,70.0
1138PAT010769,0.0
1138PAT010772,0.0
1138PAT010811,0.0
1138PAT010829,0.0
1138PAT010875,0.0
1138PAT010880,0.0
1138PAT010883,0.0
1138PAT011100,0.0
1138PAT011102,0.0
1138PAT011302,0.0
1138PAT012903,0.0
1138PAT014850,0.0
1138PAT015502,0.0
1138PAT016702,0.0
1138PAT016890,0.0
1138PAT017707,0.0
1138PAT018003,0.0
1138PAT018902,91.0
1139AN1010718,0.0
1139AN1010735,0.0
1139AN1010769,0.0
1139AN1010772,0.0
1139AN1010807,0.0
1139AN1010829,0.0
1139AN1010880,0.0
1139AN1011102,0.0
1139AN1011302,0.0
1139AN1012903,0.0
1139AN1013202,0.0
1139AN1013602,0.0
1139AN1015502,0.0
1139AN1016702,0.0
1139AN1016890,0.0
1139AN1018003,0.0
1139AN1018902,0.0
1140NA1010001,111.0
1140NA1010003,81.6
1140NA1010004,254.2
1140NA1010005,11.0
1140NA1010007,239.2
1140NA1010008,100.1
1140NA1010009,0.0
1140NA1010011,0.0
1140NA1010026,277.5
1140NA1010033,0.0
1140NA1010034,229.7
1140NA1010073,165.7
1140NA1010084,0.0
1140NA1010232,0.0
1140NA1010439,27.2
1140NA1010730,18.3
1140NA1010731,176.5
1140NA1010732,364.7
1140NA1010734,260.4
1140NA1010824,0.0
1140NA1010829,103.3
1140NA1010892,0.0
1140NA1011102,424.1
1140NA1011302,222.5
1140NA1013303,0.0
1140NA1013952,23.8
1140NA1015202,0.0
1140NA1015204,0.0
1140NA1016902,0.0
1140NA1018902,32.3
1141CO1010001,0.0
1141CO1010003,0.0
1141CO1010005,0.0
1141CO1010007,0.0
1141CO1010026,0.0
1141CO1010034,0.0
1141CO1010073,0.0
1141CO1010730,0.0
1141CO1010734,0.0
1141CO1011102,0.0
1141CO1013952,0.0
1141CO1018902,0.0
1142AN1010004,0.0
1142AN1010005,0.0
1142AN1010009,0.0
1142AN1010020,0.0
1142AN1010022,0.0
1142AN1010036,0.0
1142AN1010043,0.0
1142AN1010049,0.0
1142AN1010051,0.0
1142AN1010053,0.0
1142AN1010054,0.0
1142AN1010055,0.0
1142AN1010056,0.0
1142AN1010057,0.0
1142AN1010058,0.0
1142AN1010059,0.0
1142AN1010060,0.0
1142AN1010061,0.0
1142AN1010062,0.0
1142AN1010063,0.0
1142AN1010064,0.0
1142AN1010067,0.0
1142AN1010068,0.0
1142AN1010085,0.0
1142AN1010093,0.0
1142AN1010096,0.0
1142AN1010110,0.0
1142AN1010229,0.0
1142AN1019122,0.0
1142AN1019215,0.0
1142AN1019512,0.0
1142AN1019519,0.0
1142AN1019605,0.0
1142AN1019645,0.0
1142AN1019768,0.0
1143CO1010004,0.0
1143CO1010005,0.0
1143CO1010009,0.0
1143CO1010020,0.0
1143CO1010051,0.0
1143CO1010055,0.0
1143CO1010056,0.0
1143CO1010058,0.0
1143CO1010060,0.0
1143CO1010061,0.0
1143CO1010062,0.0
1143CO1010063,0.0
1143CO1010067,0.0
1143CO1010110,0.0
1143CO101DDDD,0.0
1144NA7310001,0.0
1144NA7310003,0.0
1144NA7310005,0.0
1144NA7310026,0.0
1144NA7310034,0.0
1144NA7310073,0.0
1144NA7310727,0.0
1144NA7310730,0.0
1144NA7310731,0.0
1144NA7310734,0.0
1144NA7311102,0.0
1144NA7313952,0.0
1144NA7318003,0.0
1144NA7318902,0.0
1145AN7310001,0.0
1145AN7310003,0.0
1145AN7310005,0.1
1145AN7310026,0.9
1145AN7310034,1.7
1145AN7310073,-1.7
1145AN7310727,0.0
1145AN7310730,1.4
1145AN7310731,0.0
1145AN7310734,11.7
1145AN7311102,0.3
1145AN7313952,0.9
1145AN7318003,0.0
1145AN7318902,-0.7
1146PA1010003,0.0
1146PA1010008,0.0
1146PA1010073,0.0
1146PA1010225,0.0
