Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,6.970659880340577,0.0,242.4,242.4,235.42934011965943
2025-02,9.771787868677468,0.0,242.4,242.4,225.65755225098195
2025-03,17.27304319084418,0.0,242.4,242.4,208.38450906013776
2025-04,21.16838902691132,0.0,242.4,242.4,187.21612003322645
2025-05,25.1277687437246,0.0,242.4,242.4,162.08835128950184
2025-06,25.09924189000355,0.0,242.4,242.4,136.9891093994983
2025-07,25.504625705225774,0.0,242.4,242.4,111.48448369427251
2025-08,15.50973667732047,0.0,242.4,242.4,95.97474701695204
2025-09,10.071052008253291,0.0,242.4,242.4,85.90369500869875
2025-10,9.03576400855167,0.0,242.4,242.4,76.86793100014708
2025-11,8.29315733396771,0.0,242.4,242.4,68.57477366617937
2025-12,6.290249585505281,0.0,242.4,242.4,62.28452408067409
