Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,10.30142301446853,0.0,179.7,179.7,169.39857698553146
2025-02,14.441003028536828,0.0,179.7,179.7,154.95757395699462
2025-03,25.52655382855625,0.0,179.7,179.7,129.43102012843838
2025-04,31.283197522813715,0.0,179.7,179.7,98.14782260562467
2025-05,37.13447215648692,0.0,179.7,179.7,61.01335044913775
2025-06,37.09231442787916,0.0,179.7,179.7,23.921036021258587
2025-07,37.69140120524452,0.0,179.7,179.7,-13.77036518398593
2025-08,22.920693463570554,0.0,179.7,179.7,-36.69105864755649
2025-09,14.883263380892584,0.0,179.7,179.7,-51.574322028449075
2025-10,13.353287767420488,0.0,179.7,179.7,-64.92760979586956
2025-11,12.25584425137228,0.0,179.7,179.7,-77.18345404724184
2025-12,9.295894930927153,0.0,179.7,179.7,-86.47934897816899
