Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,16.835658971866046,0.0,523.8,523.8,506.9643410281339
2025-02,23.60099200456667,0.0,523.8,523.8,483.36334902356725
2025-03,41.718154315278014,0.0,523.8,523.8,441.64519470828924
2025-04,51.12626132369233,0.0,523.8,523.8,390.5189333845969
2025-05,60.68902407451748,0.0,523.8,523.8,329.8299093100794
2025-06,60.6201255212912,0.0,523.8,523.8,269.20978378878823
2025-07,61.59921556196921,0.0,523.8,523.8,207.61056822681903
2025-08,37.45938575761532,0.0,523.8,523.8,170.15118246920372
2025-09,24.32377995906393,0.0,523.8,523.8,145.8274025101398
2025-10,21.823334377175883,0.0,523.8,523.8,124.00406813296391
2025-11,20.02977782182201,0.0,523.8,523.8,103.9742903111419
2025-12,15.192320194557322,0.0,523.8,523.8,88.78197011658457
