Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,9.645093502099124,593.8,584.1549064979008
2025-02,21.840597652156227,593.8,562.3143088457446
2025-03,22.64738566698657,593.8,539.666923178758
2025-04,39.56121576117741,593.8,500.10570741758056
2025-05,48.75481726691012,593.8,451.35089015067047
2025-06,52.24430686577651,593.8,399.106583284894
2025-07,43.285409405788855,593.8,355.8211738791051
2025-08,32.69787763601006,593.8,323.12329624309507
2025-09,15.37413348904468,593.8,307.7491627540504
2025-10,16.237116695107115,593.8,291.5120460589433
2025-11,13.937873868523033,593.8,277.5741721904203
2025-12,11.838383999605256,593.8,265.7357881908151
