Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,14.476885055255732,333.5,319.0231149447443
2025-02,10.469160560712886,333.5,308.5539543840314
2025-03,12.3483842799676,333.5,296.2055701040638
2025-04,11.441011928380313,333.5,284.7645581756835
2025-05,12.514021517895424,333.5,272.2505366577881
2025-06,10.59488263410723,333.5,261.6556540236808
2025-07,15.304419230781397,333.5,246.35123479289942
2025-08,27.29221304840524,333.5,219.05902174449417
2025-09,31.009442996904404,333.5,188.04957874758978
2025-10,37.22788188445265,333.5,150.82169686313713
2025-11,31.001210394751983,333.5,119.82048646838516
2025-12,18.638427882891445,333.5,101.1820585854937
