Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,12.651747682818144,0.0,50.6,50.6,37.948252317181854
2025-02,17.735794981649605,0.0,50.6,50.6,20.21245733553225
2025-03,31.35057339138219,0.0,50.6,50.6,-11.138116055849942
2025-04,38.420626083844034,0.0,50.6,50.6,-49.558742139693976
2025-05,45.60690026986016,0.0,50.6,50.6,-95.16564240955414
2025-06,45.555124030356446,0.0,50.6,50.6,-140.7207664399106
2025-07,46.29089565498478,0.0,50.6,50.6,-187.01166209489537
2025-08,28.15017206933665,0.0,50.6,50.6,-215.16183416423203
2025-09,18.27895939497973,0.0,50.6,50.6,-233.44079355921176
2025-10,16.39991167552128,0.0,50.6,50.6,-249.84070523473304
2025-11,15.052080561151392,0.0,50.6,50.6,-264.89278579588444
2025-12,11.416802997692086,0.0,50.6,50.6,-276.3095887935765
