Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,6.14530243133744,484.7,478.55469756866256
2025-02,13.91558078980239,484.7,464.63911677886017
2025-03,14.429620010680011,484.7,450.20949676818014
2025-04,25.2061460421216,484.7,425.00335072605856
2025-05,31.063783572917007,484.7,393.9395671531415
2025-06,33.287086945909024,484.7,360.6524802072325
2025-07,27.578989421402607,484.7,333.0734907858299
2025-08,20.833219179514977,484.7,312.24027160631493
2025-09,9.795519337305608,484.7,302.4447522690093
2025-10,10.345362922882533,484.7,292.09938934612677
2025-11,8.880416779087529,484.7,283.21897256703926
2025-12,7.542741805462776,484.7,275.6762307615765
