Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,39.09983743688528,346.9,307.80016256311467
2025-02,28.27559067175957,346.9,279.5245718913551
2025-03,33.35108458153008,346.9,246.17348730982502
2025-04,30.90041157374052,346.9,215.2730757360845
2025-05,33.798445256962225,346.9,181.47463047912228
2025-06,28.615146633776583,346.9,152.8594838453457
2025-07,41.33487982432025,346.9,111.52460402102545
2025-08,73.71206508944911,346.9,37.81253893157634
2025-09,83.75173081498951,346.9,-45.93919188341317
2025-10,100.54677675797514,346.9,-146.4859686413883
2025-11,83.72949582420155,346.9,-230.21546446558983
2025-12,50.33952383531526,346.9,-280.5549883009051
