Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,1.9435125589098745,0.0,265.2,265.2,263.2564874410901
2025-02,2.2439051092449365,0.0,265.2,265.2,261.0125823318451
2025-03,3.596216826391172,0.0,265.2,265.2,257.41636550545394
2025-04,4.529672972603909,0.0,265.2,265.2,252.88669253285002
2025-05,5.06100789002463,0.0,265.2,265.2,247.8256846428254
2025-06,4.227385944983146,0.0,265.2,265.2,243.59829869784224
2025-07,4.675139389378223,0.0,265.2,265.2,238.92315930846402
2025-08,3.445722974416773,0.0,265.2,265.2,235.47743633404724
2025-09,2.3840156083250856,0.0,265.2,265.2,233.09342072572215
2025-10,2.869470503484932,0.0,265.2,265.2,230.22395022223722
2025-11,2.2799498387004538,0.0,265.2,265.2,227.94400038353677
2025-12,1.3431757478355937,0.0,265.2,265.2,226.60082463570117
