Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,2.180810347001493,0.0,49.4,49.4,47.21918965299851
2025-02,2.517880040186453,0.0,49.4,49.4,44.701309612812054
2025-03,4.03530547260972,0.0,49.4,49.4,40.66600414020233
2025-04,5.082734167011727,0.0,49.4,49.4,35.5832699731906
2025-05,5.678943684836626,0.0,49.4,49.4,29.904326288353978
2025-06,4.743538685831275,0.0,49.4,49.4,25.160787602522703
2025-07,5.245961651901557,0.0,49.4,49.4,19.914825950621147
2025-08,3.8664367158624167,0.0,49.4,49.4,16.04838923475873
2025-09,2.675097663873392,0.0,49.4,49.4,13.373291570885339
2025-10,3.2198253290040664,0.0,49.4,49.4,10.153466241881272
2025-11,2.5583257366091985,0.0,49.4,49.4,7.595140505272074
2025-12,1.507173985211775,0.0,49.4,49.4,6.087966520060299
