Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,69.26368897164315,258.3,457.6,715.9000000000001,646.6363110283569
2025-02,50.088998987261846,258.3,457.6,715.9000000000001,596.547312041095
2025-03,59.08001927248118,258.3,457.6,715.9000000000001,537.4672927686138
2025-04,54.7387569013336,258.3,457.6,715.9000000000001,482.7285358672802
2025-05,59.872499566837725,258.3,457.6,715.9000000000001,422.85603630044244
2025-06,50.690507844672766,258.3,457.6,715.9000000000001,372.1655284557697
2025-07,73.22297092547797,258.3,457.6,715.9000000000001,298.9425575302917
2025-08,130.57776923125317,258.3,457.6,715.9000000000001,168.36478829903854
2025-09,148.36260747554465,258.3,457.6,715.9000000000001,20.002180823493887
2025-10,178.1143127182374,258.3,457.6,715.9000000000001,-158.1121318947435
2025-11,148.32321914077954,258.3,457.6,715.9000000000001,-306.435351035523
2025-12,89.17431249012495,258.3,457.6,715.9000000000001,-395.609663525648
