Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,11.434534591866964,148.9,137.46546540813304
2025-02,8.269042554552918,148.9,129.19642285358012
2025-03,9.753343116563238,148.9,119.44307973701687
2025-04,9.03665713733998,148.9,110.40642259967689
2025-05,9.88417131058136,148.9,100.52225128909552
2025-06,8.368343847041041,148.9,92.15390744205448
2025-07,12.088160570099417,148.9,80.06574687195506
2025-08,21.55669213366423,148.9,58.50905473829083
2025-09,24.4927377173519,148.9,34.01631702093893
2025-10,29.404357468126047,148.9,4.6119595528128805
2025-11,24.48623521534725,148.9,-19.87427566253437
2025-12,14.721519688212735,148.9,-34.5957953507471
