Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,5.746100426979232,0.0,10.7,10.7,4.9538995730207676
2025-02,6.63422731549795,0.0,10.7,10.7,-1.680327742477182
2025-03,10.632410347390229,0.0,10.7,10.7,-12.31273808986741
2025-04,13.392224136979497,0.0,10.7,10.7,-25.70496222684691
2025-05,14.963144675600908,0.0,10.7,10.7,-40.66810690244782
2025-06,12.498496123482004,0.0,10.7,10.7,-53.166603025929824
2025-07,13.82230349803434,0.0,10.7,10.7,-66.98890652396416
2025-08,10.187467101140824,0.0,10.7,10.7,-77.17637362510499
2025-09,7.048471615025552,0.0,10.7,10.7,-84.22484524013053
2025-10,8.483745376220993,0.0,10.7,10.7,-92.70859061635153
2025-11,6.740795515618495,0.0,10.7,10.7,-99.44938613197003
2025-12,3.971172042477219,0.0,10.7,10.7,-103.42055817444725
