Date,Forecast_Sales
2025-01-31,1820.2273207650596
2025-02-28,2004.381198477194
2025-03-31,3500.2504159764744
2025-04-30,3951.960422151049
2025-05-31,4221.171655304977
2025-06-30,3708.295472300145
2025-07-31,3993.4226637387237
2025-08-31,2968.538654565542
2025-09-30,2182.9078413204847
2025-10-31,2802.0263098372543
2025-11-30,2143.7959882952387
2025-12-31,1614.7360344623978
