Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,4.818847482496313,0.0,1.0,1.0,-3.818847482496313
2025-02,6.755279439650947,0.0,1.0,1.0,-10.57412692214726
2025-03,11.940929858018372,0.0,1.0,1.0,-22.51505678016563
2025-04,14.633799370777824,0.0,1.0,1.0,-37.14885615094345
2025-05,17.370935783705274,0.0,1.0,1.0,-54.51979193464872
2025-06,17.35121504569811,0.0,1.0,1.0,-71.87100698034683
2025-07,17.63145863969956,0.0,1.0,1.0,-89.5024656200464
2025-08,10.72194839866937,0.0,1.0,1.0,-100.22441401871576
2025-09,6.962162040488147,0.0,1.0,1.0,-107.18657605920392
2025-10,6.246462945042242,0.0,1.0,1.0,-113.43303900424615
2025-11,5.733095722177678,0.0,1.0,1.0,-119.16613472642383
2025-12,4.348476887371043,0.0,1.0,1.0,-123.51461161379488
