Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,4.061722605231805,63.4,59.33827739476819
2025-02,9.197469073392496,63.4,50.140808321375694
2025-03,9.537222038644032,63.4,40.60358628273166
2025-04,16.65994055035918,63.4,23.94364573237248
2025-05,20.531531743456554,63.4,3.4121139889159267
2025-06,22.00101866769967,63.4,-18.588904678783745
2025-07,18.22826557585394,63.4,-36.81717025463769
2025-08,13.7696652405061,63.4,-50.58683549514379
2025-09,6.474324537622542,63.4,-57.06116003276633
2025-10,6.837742310113431,63.4,-63.898902342879765
2025-11,5.869489740905971,63.4,-69.76839208378574
2025-12,4.985356740206437,63.4,-74.75374882399218
