Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,22.51633289812364,0.0,75.9,75.9,53.38366710187637
2025-02,16.282998963464102,0.0,75.9,75.9,37.10066813841227
2025-03,19.205811895340467,0.0,75.9,75.9,17.8948562430718
2025-04,17.794548501805718,0.0,75.9,75.9,0.10030774126608222
2025-05,19.46343245219877,0.0,75.9,75.9,-19.363124710932688
2025-06,16.478538269494702,0.0,75.9,75.9,-35.84166298042739
2025-07,23.80342158533716,0.0,75.9,75.9,-59.64508456576455
2025-08,42.44839633518459,0.0,75.9,75.9,-102.09348090094915
2025-09,48.22991540229193,0.0,75.9,75.9,-150.32339630324108
2025-10,57.90163964160554,0.0,75.9,75.9,-208.22503594484664
2025-11,48.2171109896041,0.0,75.9,75.9,-256.44214693445076
2025-12,28.98890509298446,0.0,75.9,75.9,-285.4310520274352
