Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,39.900842752125314,0.0,63.1,63.1,23.199157247874687
2025-02,28.854848794154343,0.0,63.1,63.1,-5.655691546279655
2025-03,34.03432005691916,0.0,63.1,63.1,-39.69001160319881
2025-04,31.533442182975776,0.0,63.1,63.1,-71.22345378617459
2025-05,34.490845432317855,0.0,63.1,63.1,-105.71429921849244
2025-06,29.20136095211044,0.0,63.1,63.1,-134.91566017060288
2025-07,42.181672563485314,0.0,63.1,63.1,-177.09733273408818
2025-08,75.22214185202586,0.0,63.1,63.1,-252.31947458611404
2025-09,85.46748172192484,0.0,63.1,63.1,-337.7869563080389
2025-10,102.60659357290172,0.0,63.1,63.1,-440.3935498809406
2025-11,85.44479122167766,0.0,63.1,63.1,-525.8383411026183
2025-12,51.37078710396256,0.0,63.1,63.1,-577.2091282065809
