Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,7.087342665294104,0.0,1.6,1.6,-5.487342665294104
2025-02,9.935359100392288,0.0,1.6,1.6,-15.422701765686393
2025-03,17.562178913821356,0.0,1.6,1.6,-32.98488067950775
2025-04,21.52272945192701,0.0,1.6,1.6,-54.50761013143476
2025-05,25.548385742260862,0.0,1.6,1.6,-80.05599587369562
2025-06,25.519381373814483,0.0,1.6,1.6,-105.5753772475101
2025-07,25.931550961595857,0.0,1.6,1.6,-131.50692820910595
2025-08,15.769356182571268,0.0,1.6,1.6,-147.27628439167722
2025-09,10.239632661434928,0.0,1.6,1.6,-157.51591705311216
2025-10,9.18701484086873,0.0,1.6,1.6,-166.7029318939809
2025-11,8.43197757629717,0.0,1.6,1.6,-175.13490947027805
2025-12,6.395542893784392,0.0,1.6,1.6,-181.53045236406243
