Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,5.0726704237913225,0.0,1.05,1.05,-4.022670423791323
2025-02,7.11109997617344,0.0,1.05,1.05,-11.133770399964764
2025-03,12.569893930728457,0.0,1.05,1.05,-23.703664330693222
2025-04,15.404604840779484,0.0,1.05,1.05,-39.108269171472706
2025-05,18.2859143194822,0.0,1.05,1.05,-57.3941834909549
2025-06,18.265154831910195,0.0,1.05,1.05,-75.6593383228651
2025-07,18.56015968440072,0.0,1.05,1.05,-94.21949800726581
2025-08,11.286705114637016,0.0,1.05,1.05,-105.50620312190283
2025-09,7.328879695136501,0.0,1.05,1.05,-112.83508281703934
2025-10,6.5754826127449375,0.0,1.05,1.05,-119.41056542978427
2025-11,6.035074820751501,0.0,1.05,1.05,-125.44564025053577
2025-12,4.577524019017159,0.0,1.05,1.05,-130.02316426955292
