Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,7.1350765318660025,0.0,3.2,3.2,-3.9350765318660024
2025-02,10.002274604275623,0.0,3.2,3.2,-13.937351136141626
2025-03,17.680461709584748,0.0,3.2,3.2,-31.617812845726373
2025-04,21.66768689852433,0.0,3.2,3.2,-53.2854997442507
2025-05,25.72045633257116,0.0,3.2,3.2,-79.00595607682186
2025-06,25.691256617191684,0.0,3.2,3.2,-104.69721269401354
2025-07,26.10620220283817,0.0,3.2,3.2,-130.8034148968517
2025-08,15.875564161992052,0.0,3.2,3.2,-146.67897905884377
2025-09,10.30859747410014,0.0,3.2,3.2,-156.9875765329439
2025-10,9.248890181362071,0.0,3.2,3.2,-166.23646671430598
2025-11,8.488767675431948,0.0,3.2,3.2,-174.72523438973792
2025-12,6.438617428989483,0.0,3.2,3.2,-181.1638518187274
