Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,12.974220168542926,0.0,97.1,97.1,84.12577983145707
2025-02,14.97953732853249,0.0,97.1,97.1,69.14624250292458
2025-03,24.0071043871147,0.0,97.1,97.1,45.13913811580988
2025-04,30.238535978910893,0.0,97.1,97.1,14.900602136898986
2025-05,33.78554480591723,0.0,97.1,97.1,-18.884942669018248
2025-06,28.22057194134068,0.0,97.1,97.1,-47.105514610358924
2025-07,31.2096196540365,0.0,97.1,97.1,-78.31513426439543
2025-08,23.002459286893096,0.0,97.1,97.1,-101.31759355128852
2025-09,15.9148667426166,0.0,97.1,97.1,-117.23246029390512
2025-10,19.15559634985597,0.0,97.1,97.1,-136.3880566437611
2025-11,15.220159522470746,0.0,97.1,97.1,-151.60821616623184
2025-12,8.96657847543881,0.0,97.1,97.1,-160.57479464167065
