Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,32.228824740933945,503.488,154.7,658.188,625.959175259066
2025-02,37.21016577413064,503.488,154.7,658.188,588.7490094849354
2025-03,59.63524202445526,503.488,154.7,658.188,529.1137674604802
2025-04,75.11453203558453,503.488,154.7,658.188,453.99923542489563
2025-05,83.92553758004888,503.488,154.7,658.188,370.0736978448467
2025-06,70.1017753183797,503.488,154.7,658.188,299.97192252646704
2025-07,77.52676839105251,503.488,154.7,658.188,222.44515413541453
2025-08,57.13963685965432,503.488,154.7,658.188,165.30551727576022
2025-09,39.53358617011292,503.488,154.7,658.188,125.7719311056473
2025-10,47.58377378737785,503.488,154.7,658.188,78.18815731826945
2025-11,37.807887287753296,503.488,154.7,658.188,40.38027003051615
2025-12,22.27357655849017,503.488,154.7,658.188,18.10669347202598
