Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,17.741844756310318,0.0,21.7,21.7,3.9581552436896814
2025-02,24.87132442749473,0.0,21.7,21.7,-20.91316918380505
2025-03,43.96364993008776,0.0,21.7,21.7,-64.87681911389281
2025-04,53.87815189719079,0.0,21.7,21.7,-118.7549710110836
2025-05,63.95563401120167,0.0,21.7,21.7,-182.71060502228528
2025-06,63.88302696699164,0.0,21.7,21.7,-246.59363198927693
2025-07,64.91481690364854,0.0,21.7,21.7,-311.50844889292546
2025-08,39.47565152566697,0.0,21.7,21.7,-350.98410041859245
2025-09,25.63301672013686,0.0,21.7,21.7,-376.6171171387293
2025-10,22.997983698287594,0.0,21.7,21.7,-399.61510083701694
2025-11,21.10788827523781,0.0,21.7,21.7,-420.72298911225477
2025-12,16.010052640673006,0.0,21.7,21.7,-436.73304175292776
