Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,31.708925651331864,0.2,-31.508925651331865
2025-02,44.45101329392957,0.2,-75.95993894526143
2025-03,78.57357147139446,0.2,-154.53351041665587
2025-04,96.29316095393898,0.2,-250.82667137059485
2025-05,114.3040349918342,0.2,-365.13070636242907
2025-06,114.17426881485312,0.2,-479.3049751772822
2025-07,116.01832453953246,0.2,-595.3232997168146
2025-08,70.55244347237627,0.2,-665.8757431891909
2025-09,45.81233984189134,0.2,-711.6880830310822
2025-10,41.102904756292105,0.2,-752.7909877873743
2025-11,37.72485156810311,0.2,-790.5158393554774
2025-12,28.61379838623869,0.2,-819.1296377417161
