Month,Familia,Product_Code,Forecast_Product
2025-01,Acqua Microfibra,5533IM6010001,9.70024785428303
2025-01,Acqua Microfibra,5533IM6010002,11.120991226880038
2025-01,Acqua Microfibra,5533IM6010003,10.949522199152812
2025-01,Acqua Microfibra,5533IM6010004,11.434534591866964
2025-01,Acqua Microfibra,5533IM6010005,11.169982377659245
2025-01,Acqua Microfibra,5533IM6010006,10.018690334347875
2025-01,Acqua Microfibra,5533IM6010007,10.606584143698361
2025-01,Acqua Microfibra,5533IM6010008,11.831362913178541
2025-01,Acqua Microfibra,5533IM6010009,9.430796524997389
2025-01,Acqua Microfibra,5533IM6010011,10.459610691360739
2025-01,Acqua Microfibra,5533IM6010012,8.69592926330928
2025-01,Cotton Premium,5527IM6010003,28.961118783128345
2025-01,Cotton Premium,5527IM6010007,8.89189386642611
2025-01,Cotton Premium,5527IM6010008,9.923157590328422
2025-01,Cotton Premium,5527IM6010009,9.136849620322145
2025-01,Cotton Premium,5527IM6010014,10.680070869867173
2025-01,Cotton Premium,5527IM6010028,19.439688629189426
2025-01,Cotton Premium,5527IM6010029,10.116672635906289
2025-01,Cotton Premium,5527IM6010033,23.608835560499955
2025-01,Cotton Premium,5527IM6010048,24.441685123746478
2025-01,Cotton Premium,5527IM6010081,20.480750583247577
2025-01,Cotton Premium,5527IM6010092,24.66214530225291
2025-01,Cotton Premium,5527IM6010205,39.20761796859953
2025-01,Cotton Premium,5527IM6010209,37.75013123291812
2025-01,Cotton Premium,5527IM6010216,19.22167800822195
2025-01,Cotton Premium,5527IM6010229,49.63293485441483
2025-01,Cotton Premium,5527IM6010279,20.397465626922923
2025-01,Cotton Premium,5527IM6010439,36.26324980676919
2025-01,Cotton Premium,5527IM6010728,23.5010550287857
2025-01,Cotton Premium,5527IM6010730,33.69611350593872
2025-01,Cotton Premium,5527IM6010875,18.40842490528711
2025-01,Cotton Premium,5527IM6010888,38.42375955613221
2025-01,Cotton Premium,5527IM6011102,119.77111586746683
2025-01,Cotton Premium,5527IM6011281,25.494994865499436
2025-01,Cotton Premium,5527IM6011302,82.2267474678214
2025-01,Cotton Premium,5527IM6012302,12.664212476425064
2025-01,Cotton Premium,5527IM6012903,23.927278040564804
2025-01,Cotton Premium,5527IM6013401,30.283879854166937
2025-01,Cotton Premium,5527IM6013602,63.448439374151256
2025-01,Cotton Premium,5527IM6013902,9.087858469542939
2025-01,Cotton Premium,5527IM6014850,22.87151874127289
2025-01,Cotton Premium,5527IM6016210,31.56499844704321
2025-01,Cotton Premium,5527IM6016213,34.36729227161386
2025-01,Cotton Premium,5527IM6016215,43.47474720146848
2025-01,Cotton Premium,5527IM6016902,9.210336346490957
2025-01,Cotton Premium,5527IM6018102,26.80795770638219
2025-01,Cotton Premium,5527IM6018257,28.60103382490117
2025-01,Cotton Premium,5527IM6018259,69.77074738220796
2025-01,Cotton Premium,5527IM6018902,65.82940930202074
2025-01,Delicia Verano,1320ANV010022,5.144070831816758
2025-01,Delicia Verano,1320ANV010026,5.6339823396088295
2025-01,Delicia Verano,1320ANV010029,0.6123893847400902
2025-01,Delicia Verano,1320ANV010030,0.4164247816232613
2025-01,Delicia Verano,1320ANV010033,6.008764643069766
2025-01,Delicia Verano,1320ANV010035,6.515823053634559
2025-01,Delicia Verano,1320ANV010055,5.266548708764775
2025-01,Delicia Verano,1320ANV010081,0.4409203570128649
2025-01,Delicia Verano,1320ANV010134,6.371299158835899
2025-01,Delicia Verano,1320ANV010205,6.496226593322877
2025-01,Delicia Verano,1320ANV010225,0.6613805355192973
2025-01,Delicia Verano,1320ANV010229,9.592467322568773
2025-01,Delicia Verano,1320ANV010279,0.5878938093504865
2025-01,Delicia Verano,1320ANV010289,9.479787675776597
2025-01,Delicia Verano,1320ANV010425,4.472892066141618
2025-01,Delicia Verano,1320ANV010439,0.4164247816232613
2025-01,Delicia Verano,1320ANV010712,5.227355788141409
2025-01,Delicia Verano,1320ANV010731,0.6123893847400902
2025-01,Delicia Verano,1320ANV011102,15.569387717632054
2025-01,Delicia Verano,1320ANV011302,10.528198302451631
2025-01,Delicia Verano,1320ANV013602,9.105005372315661
2025-01,Delicia Verano,1320ANV016210,10.454711576282818
2025-01,Delicia Verano,1320ANV016211,0.7348672616881082
2025-01,Delicia Verano,1320ANV016212,8.548955810971659
2025-01,Delicia Verano,1320ANV016213,0.6123893847400902
2025-01,Delicia Verano,1320ANV016215,6.493777035783917
2025-01,Delicia Verano,1320ANV016402,4.671306226797408
2025-01,Delicia Verano,1320ANV018102,6.699539869056586
2025-01,Delicia Verano,1320ANV018902,10.45716113382178
2025-01,Fresquita,1300ANV010003,25.370067431012455
2025-01,Fresquita,1300ANV010022,13.31579478178852
2025-01,Fresquita,1300ANV010026,18.21001074463132
2025-01,Fresquita,1300ANV010028,16.649642592313572
2025-01,Fresquita,1300ANV010029,16.24301604084615
2025-01,Fresquita,1300ANV010033,20.51994350387094
2025-01,Fresquita,1300ANV010055,10.74130980834118
2025-01,Fresquita,1300ANV010081,15.831490374300808
2025-01,Fresquita,1300ANV010205,22.33506564024057
2025-01,Fresquita,1300ANV010209,41.53714718815083
2025-01,Fresquita,1300ANV010216,11.951391232587598
2025-01,Fresquita,1300ANV010223,31.219610834049792
2025-01,Fresquita,1300ANV010225,29.88950109039432
2025-01,Fresquita,1300ANV010229,39.099837436885274
2025-01,Fresquita,1300ANV010231,21.450775368675878
2025-01,Fresquita,1300ANV010259,7.025331021738314
2025-01,Fresquita,1300ANV010279,12.086116897230418
2025-01,Fresquita,1300ANV010281,22.673104580617096
2025-01,Fresquita,1300ANV010288,9.266676169887043
2025-01,Fresquita,1300ANV010289,34.773918823081274
2025-01,Fresquita,1300ANV010425,11.83136291317854
2025-01,Fresquita,1300ANV010439,20.458704565396932
2025-01,Fresquita,1300ANV010712,7.302131023640834
2025-01,Fresquita,1300ANV010730,26.408679827531646
2025-01,Fresquita,1300ANV010731,6.765677922608516
2025-01,Fresquita,1300ANV011033,18.021394814131373
2025-01,Fresquita,1300ANV011102,197.41474117989335
2025-01,Fresquita,1300ANV011281,20.26029040474114
2025-01,Fresquita,1300ANV011302,58.09615615152286
2025-01,Fresquita,1300ANV011777,9.555723959484366
2025-01,Fresquita,1300ANV011788,10.572290338152916
2025-01,Fresquita,1300ANV011799,11.897500966730469
2025-01,Fresquita,1300ANV012502,13.257005400853473
2025-01,Fresquita,1300ANV013401,26.29600018073947
2025-01,Fresquita,1300ANV013602,69.26368897164315
2025-01,Fresquita,1300ANV014204,15.258293910184085
2025-01,Fresquita,1300ANV014850,16.061748782963086
2025-01,Fresquita,1300ANV016210,24.608255036395782
2025-01,Fresquita,1300ANV016211,8.306449614614582
