Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,15.491323699895114,234.2,218.70867630010488
2025-02,17.885688589869186,234.2,200.8229877102357
2025-03,28.66467659148199,234.2,172.15831111875372
2025-04,36.10505625578891,234.2,136.05325486296482
2025-05,40.34021345149968,234.2,95.71304141146514
2025-06,33.69559089180947,234.2,62.01745051965567
2025-07,37.26453800926866,234.2,24.752912510387006
2025-08,27.46512222529504,234.2,-2.7122097149080346
2025-09,19.00247946680692,234.2,-21.714689181714956
2025-10,22.87193679968776,234.2,-44.58662598140272
2025-11,18.17299343341688,234.2,-62.759619414819596
2025-12,10.706167140613148,234.2,-73.46578655543274
