Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,33.412402052090286,0.0,135.0,135.0,101.58759794790971
2025-02,38.57667877324385,0.0,135.0,135.0,63.010919174665865
2025-03,61.82529766479684,0.0,135.0,135.0,1.1856215098690228
2025-04,77.87305198069836,0.0,135.0,135.0,-76.68743047082934
2025-05,87.00763451981669,0.0,135.0,135.0,-163.69506499064602
2025-06,72.67620586015595,0.0,135.0,135.0,-236.37127085080198
2025-07,80.37387574952778,0.0,135.0,135.0,-316.74514660032975
2025-08,59.23804343508566,0.0,135.0,135.0,-375.9831900354154
2025-09,40.98542488889066,0.0,135.0,135.0,-416.96861492430605
2025-10,49.33124908275855,0.0,135.0,135.0,-466.2998640070646
2025-11,39.19635112210795,0.0,135.0,135.0,-505.4962151291726
2025-12,23.09155549705971,0.0,135.0,135.0,-528.5877706262323
