Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,41.118030376113104,322.0,280.8819696238869
2025-02,45.11422938136588,322.0,235.76774024252103
2025-03,81.24986400752343,322.0,154.5178762349976
2025-04,93.158165197212,322.0,61.3597110377856
2025-05,98.1302209657424,322.0,-36.770509927956795
2025-06,83.57068938780888,322.0,-120.34119931576568
2025-07,90.4436765006663,322.0,-210.78487581643196
2025-08,67.32530563439207,322.0,-278.11018145082403
2025-09,49.592557101979054,322.0,-327.7027385528031
2025-10,61.92204582455938,322.0,-389.6247843773625
2025-11,45.684319374621865,322.0,-435.30910375198437
2025-12,28.164659730964733,322.0,-463.4737634829491
