Ovillo_Code,Cono_Stock,Ovillo_Stock,Stock_total
1308ANV016215,0.0,197.3,197.3
1308ANV016402,192.1,140.6,332.7
1308ANV016702,0.0,0.0,0.0
1308ANV016890,0.0,0.0,0.0
1308ANV017402,0.0,0.0,0.0
1308ANV017802,0.0,0.0,0.0
1308ANV018102,455.1,114.2,569.3000000000001
1308ANV018252,0.0,0.0,0.0
1308ANV018254,0.0,183.6,183.6
1308ANV018257,248.8,280.2,529.0
1308ANV018259,0.0,0.0,0.0
1308ANV018262,0.0,0.0,0.0
1308ANV018902,200.2,298.4,498.59999999999997
1310ANV010022,0.0,140.3,140.3
1310ANV010029,0.0,52.1,52.1
1310ANV010032,0.0,172.6,172.6
1310ANV010033,241.0,-0.6,240.4
1310ANV010034,0.0,0.0,0.0
1310ANV010081,115.6,95.4,211.0
1310ANV010181,0.0,0.0,0.0
1310ANV010201,0.0,0.0,0.0
1310ANV010205,238.5,152.1,390.6
1310ANV010209,482.6,32.5,515.1
1310ANV010210,118.4,207.5,325.9
1310ANV010216,0.0,93.5,93.5
1310ANV010220,0.0,0.0,0.0
1310ANV010225,389.9,60.400000000000006,450.29999999999995
1310ANV010229,699.8,71.7,771.5
1310ANV010230,0.0,0.0,0.0
1310ANV010231,0.0,55.1,55.1
1310ANV010234,0.0,162.3,162.3
1310ANV010256,0.0,0.0,0.0
1310ANV010279,0.0,144.0,144.0
1310ANV010288,222.5,76.0,298.5
1310ANV010289,480.7,104.8,585.5
1310ANV010425,119.2,46.7,165.9
1310ANV010439,236.6,51.7,288.3
1310ANV010712,0.0,72.9,72.9
1310ANV010730,0.0,0.0,0.0
1310ANV010731,0.0,181.6,181.6
1310ANV010810,0.0,0.0,0.0
1310ANV010824,0.0,0.0,0.0
1310ANV010903,0.0,139.2,139.2
1310ANV011033,241.4,,241.4
1310ANV011102,2167.3,229.8,2397.1000000000004
1310ANV011302,611.6,188.4,800.0
1310ANV013308,0.0,0.0,0.0
1310ANV013401,228.8,42.6,271.40000000000003
1310ANV013602,1326.5,13.1,1339.6
1310ANV014204,240.0,42.0,282.0
1310ANV014850,243.1,2.6,245.7
1310ANV016202,0.0,0.0,0.0
1310ANV016210,339.3,3.0,342.3
1310ANV016213,241.4,173.6,415.0
1310ANV016214,0.0,0.0,0.0
1310ANV016215,359.3,195.2,554.5
1310ANV016402,239.3,40.6,279.90000000000003
1310ANV016890,0.0,0.0,0.0
1310ANV017006,0.0,0.0,0.0
1310ANV017802,117.3,13.8,131.1
1310ANV018001,0.0,0.0,0.0
1310ANV018102,364.0,103.3,467.3
1310ANV018252,240.5,58.3,298.8
1310ANV018254,120.5,49.2,169.7
1310ANV018257,241.2,64.3,305.5
1310ANV018259,239.4,139.8,379.20000000000005
1310ANV018262,0.0,115.6,115.6
1310ANV018902,1665.6,373.3,2038.8999999999999
1313ANV010004,0.0,0.0,0.0
1313ANV010006,0.0,0.0,0.0
1313ANV010007,0.0,0.0,0.0
1313ANV010008,0.0,0.0,0.0
1313ANV010009,0.0,0.0,0.0
1313ANV010016,0.0,0.0,0.0
1313ANV010021,0.0,0.0,0.0
1313ANV010024,0.0,0.0,0.0
1313ANV010025,0.0,0.0,0.0
1313ANV010026,0.0,0.0,0.0
1313ANV010027,0.0,0.0,0.0
1313ANV010028,121.0,0.0,121.0
1313ANV010030,0.0,0.0,0.0
1313ANV010031,0.0,0.0,0.0
1313ANV010032,0.0,0.0,0.0
1313ANV010033,0.0,0.0,0.0
1313ANV010034,0.0,0.0,0.0
1313ANV010035,0.0,0.0,0.0
1313ANV010036,0.0,0.0,0.0
1313ANV010037,0.0,0.0,0.0
1313ANV010038,0.0,0.0,0.0
1313ANV010041,0.0,0.0,0.0
1313ANV010064,0.0,0.0,0.0
1313ANV010065,0.0,0.0,0.0
1313ANV010081,0.0,0.0,0.0
1313ANV010082,0.0,0.0,0.0
1313ANV010083,0.0,0.0,0.0
1313ANV010084,0.0,0.0,0.0
1313ANV010098,0.0,0.0,0.0
1313ANV010101,0.0,0.0,0.0
1313ANV010105,0.0,0.0,0.0
1320ANV010022,196.3,85.0,281.3
1320ANV010026,0.0,103.5,103.5
1320ANV010029,0.0,0.0,0.0
1320ANV010030,0.0,0.0,0.0
1320ANV010033,0.0,87.9,87.9
1320ANV010035,0.0,66.5,66.5
1320ANV010055,0.0,112.8,112.8
1320ANV010081,0.0,0.0,0.0
1320ANV010134,0.0,64.2,64.2
1320ANV010205,0.0,225.6,225.6
1320ANV010225,0.0,0.0,0.0
1320ANV010229,0.0,95.9,95.9
1320ANV010279,0.0,0.0,0.0
1320ANV010289,97.1,176.9,274.0
1320ANV010425,0.0,109.7,109.7
1320ANV010439,0.0,0.0,0.0
1320ANV010712,0.0,39.8,39.8
1320ANV010731,0.0,0.0,0.0
1320ANV011102,317.4,157.3,474.7
1320ANV011302,0.0,206.1,206.1
1320ANV013602,111.3,53.9,165.2
1320ANV016210,328.4,46.9,375.29999999999995
1320ANV016211,0.0,0.0,0.0
1320ANV016212,0.0,136.5,136.5
1320ANV016213,0.0,0.0,0.0
1320ANV016215,0.0,218.5,218.5
1320ANV016402,95.4,139.5,234.9
1320ANV018102,0.0,137.2,137.2
1320ANV018902,181.9,101.9,283.8
1311PAV010022,0.0,0.0,0.0
1311PAV010033,241.0,0.0,241.0
1311PAV010034,0.0,0.0,0.0
1311PAV010205,238.5,60.0,298.5
1311PAV010209,482.6,70.0,552.6
1311PAV010210,118.4,0.0,118.4
1311PAV010216,0.0,0.0,0.0
1311PAV010225,389.9,0.0,389.9
1311PAV010229,699.8,70.0,769.8
1311PAV010234,0.0,0.0,0.0
1311PAV010279,0.0,0.0,0.0
1311PAV010289,480.7,20.0,500.7
1311PAV010425,119.2,0.0,119.2
1311PAV010439,236.6,0.0,236.6
1311PAV010712,0.0,0.0,0.0
1311PAV011033,241.4,0.0,241.4
1311PAV011102,2167.3,0.0,2167.3
1311PAV011302,611.6,0.0,611.6
1311PAV012903,,0.0,0.0
1311PAV013401,228.8,0.0,228.8
1311PAV013602,1326.5,78.4,1404.9
1311PAV013869,,0.0,0.0
1311PAV013874,,0.0,0.0
1311PAV013908,,0.0,0.0
1311PAV014204,240.0,20.0,260.0
1311PAV014850,243.1,0.0,243.1
1311PAV015802,,0.0,0.0
1311PAV016210,339.3,0.0,339.3
1311PAV016213,241.4,0.0,241.4
1311PAV016214,0.0,0.0,0.0
1311PAV016215,359.3,50.0,409.3
1311PAV016402,239.3,0.0,239.3
1311PAV016890,0.0,0.0,0.0
1311PAV017802,117.3,0.0,117.3
1311PAV018001,0.0,0.0,0.0
1311PAV018102,364.0,20.0,384.0
1311PAV018254,120.5,0.0,120.5
1311PAV018902,1665.6,120.0,1785.6
1528IMQ100003,182.8,76.3,259.1
1528IMQ100209,0.0,227.6,227.6
1528IMQ100225,209.0,133.3,342.3
1528IMQ100229,0.0,2.7,2.7
1528IMQ100730,206.8,118.3,325.1
1528IMQ101102,355.3,127.6,482.9
1528IMQ101302,0.0,-0.2,-0.2
1528IMQ103401,223.0,107.5,330.5
1528IMQ103602,0.0,157.6,157.6
1528IMQ106215,0.0,139.9,139.9
1528IMQ106402,232.2,258.4,490.59999999999997
1528IMQ108257,251.4,144.5,395.9
1528IMQ108902,0.0,0.5,0.5
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
