Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,0.4164247816232613,0.0,-0.4164247816232613
2025-02,0.3011433663826041,0.0,-0.7175681480058653
2025-03,0.3551988709973759,0.0,-1.0727670190032412
2025-04,0.3290984818654234,0.0,-1.4018655008686647
2025-05,0.3599633939157736,0.0,-1.7618288947844383
2025-06,0.3047597373601064,0.0,-2.0665886321445446
2025-07,0.4402286411561484,0.0,-2.506817273300693
2025-08,0.7850551976698629,0.0,-3.291872470970556
2025-09,0.891980593819585,0.0,-4.183853064790141
2025-10,1.070852778402191,0.0,-5.254705843192332
2025-11,0.8917437846206153,0.0,-6.146449627812948
2025-12,0.5361307512845255,0.0,-6.682580379097473
