Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,20.9862323223558,6.4,-14.5862323223558
2025-02,29.419454389850923,6.4,-44.005686712206725
2025-03,52.003125032608935,6.4,-96.00881174481566
2025-04,63.73065644210756,6.4,-159.7394681869232
2025-05,75.65097159387871,6.4,-235.3904397808019
2025-06,75.56508715970853,6.4,-310.9555269405104
2025-07,76.78555682427645,6.4,-387.7410837647869
2025-08,46.69442244439374,6.4,-434.43550620918063
2025-09,30.32043462223909,6.4,-464.7559408314197
2025-10,27.20354255531132,6.4,-491.95948338673105
2025-11,24.967812156112785,6.4,-516.9272955428438
2025-12,18.93775358905709,6.4,-535.865049131901
