Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,8.69592926330928,0.0,377.9,377.9,369.2040707366907
2025-02,6.288582062695556,0.0,377.9,377.9,362.9154886739951
2025-03,7.417388188474614,0.0,377.9,377.9,355.4981004855205
2025-04,6.872350650719135,0.0,377.9,377.9,348.6257498348014
2025-05,7.516882637652919,0.0,377.9,377.9,341.10886719714847
2025-06,6.364100397813988,0.0,377.9,377.9,334.74476679933446
2025-07,9.193009859437216,0.0,377.9,377.9,325.55175693989725
2025-08,16.393799716047134,0.0,377.9,377.9,309.15795722385013
2025-09,18.626653576820747,0.0,377.9,377.9,290.5313036470294
2025-10,22.36192566663399,0.0,377.9,377.9,268.16937798039544
2025-11,18.621708443548144,0.0,377.9,377.9,249.5476695368473
2025-12,11.195671570941562,0.0,377.9,377.9,238.35199796590575
