Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,27.04767569656499,0.0,-0.2,-0.2,-27.24767569656499
2025-02,37.91666123217916,0.0,-0.2,-0.2,-65.16433692874415
2025-03,67.02316258986474,0.0,-0.2,-0.2,-132.1874995186089
2025-04,82.1379512481174,0.0,-0.2,-0.2,-214.3254507667263
2025-05,97.50120528407402,0.0,-0.2,-0.2,-311.82665605080035
2025-06,97.3905148901464,0.0,-0.2,-0.2,-409.21717094094674
2025-07,98.96349222012496,0.0,-0.2,-0.2,-508.1806631610717
2025-08,60.1811499898898,0.0,-0.2,-0.2,-568.3618131509616
2025-09,39.077871151155,0.0,-0.2,-0.2,-607.4396843021166
2025-10,35.060728649704075,0.0,-0.2,-0.2,-642.5004129518206
2025-11,32.179253316084704,0.0,-0.2,-0.2,-674.6796662679053
2025-12,24.407535837322555,0.0,-0.2,-0.2,-699.0872021052279
