Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,4.174819123986586,0.0,4.65,4.65,0.47518087601341463
2025-02,5.852451212653571,0.0,4.65,4.65,-5.377270336640156
2025-03,10.34505086755994,0.0,4.65,4.65,-15.722321204200096
2025-04,12.678024297639276,0.0,4.65,4.65,-28.40034550183937
2025-05,15.04934845412202,0.0,4.65,4.65,-43.44969395596139
2025-06,15.032263349339084,0.0,4.65,4.65,-58.481957305300476
2025-07,15.275053003890651,0.0,4.65,4.65,-73.75701030919113
2025-08,9.288983596960412,0.0,4.65,4.65,-83.04599390615154
2025-09,6.031684409290832,0.0,4.65,4.65,-89.07767831544237
2025-10,5.411636922513011,0.0,4.65,4.65,-94.48931523795538
2025-11,4.966880098930662,0.0,4.65,4.65,-99.45619533688604
2025-12,3.7673125234928375,0.0,4.65,4.65,-103.22350786037887
