Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,5.985675332031583,0.0,363.4,363.4,357.4143246679684
2025-02,8.39099175679913,0.0,363.4,363.4,349.0233329111693
2025-03,14.832287087790114,0.0,363.4,363.4,334.19104582337917
2025-04,18.17720362093472,0.0,363.4,363.4,316.01384220244444
2025-05,21.577105769067867,0.0,363.4,363.4,294.43673643337655
2025-06,21.5526098838074,0.0,363.4,363.4,272.88412654956915
2025-07,21.90071120340039,0.0,363.4,363.4,250.98341534616875
2025-08,13.31814345117736,0.0,363.4,363.4,237.6652718949914
2025-09,8.647968572304459,0.0,363.4,363.4,229.01730332268696
2025-10,7.758971268212846,0.0,363.4,363.4,221.25833205447412
2025-11,7.121298145472272,0.0,363.4,363.4,214.13703390900184
2025-12,5.401409970162144,0.0,363.4,363.4,208.7356239388397
