Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,30.09318244507785,297.0,266.90681755492216
2025-02,22.15837048134126,297.0,244.7484470735809
2025-03,25.635763967047748,297.0,219.11268310653315
2025-04,22.73357764158954,297.0,196.37910546494362
2025-05,23.7228459868432,297.0,172.65625947810042
2025-06,18.822294843505425,297.0,153.833964634595
2025-07,28.91655261006855,297.0,124.91741202452644
2025-08,49.53766747384569,297.0,75.37974455068075
2025-09,57.5232860155851,297.0,17.856458535095655
2025-10,70.03257120420224,297.0,-52.17611266910659
2025-11,54.78294855629903,297.0,-106.95906122540562
2025-12,38.966985181651445,297.0,-145.92604640705707
