Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,6.773662970678777,0.0,-2.0,-2.0,-8.773662970678778
2025-02,9.4956286463018,0.0,-2.0,-2.0,-18.269291616980578
2025-03,16.784891970233367,0.0,-2.0,-2.0,-35.05418358721394
2025-04,20.570151945715995,0.0,-2.0,-2.0,-55.62433553292993
2025-05,24.417636148793257,0.0,-2.0,-2.0,-80.0419716817232
2025-06,24.38991548876432,0.0,-2.0,-2.0,-104.43188717048751
2025-07,24.783842804860694,0.0,-2.0,-2.0,-129.2157299753482
2025-08,15.071418032091849,0.0,-2.0,-2.0,-144.28714800744007
2025-09,9.786435321063529,0.0,-2.0,-2.0,-154.0735833285036
2025-10,8.780405460483905,0.0,-2.0,-2.0,-162.8539887889875
2025-11,8.058785496268623,0.0,-2.0,-2.0,-170.91277428525612
2025-12,6.112481662436654,0.0,-2.0,-2.0,-177.02525594769278
