Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,8.592095982941537,0.0,16.8,16.8,8.207904017058464
2025-02,12.04479069900027,0.0,16.8,16.8,-3.836886681941806
2025-03,21.29090323741011,0.0,16.8,16.8,-25.127789919351915
2025-04,26.092340387518945,0.0,16.8,16.8,-51.22013030687086
2025-05,30.97270625585185,0.0,16.8,16.8,-82.1928365627227
2025-06,30.937543807895683,0.0,16.8,16.8,-113.13038037061838
2025-07,31.437223423615244,0.0,16.8,16.8,-144.56760379423363
2025-08,19.117436295740667,0.0,16.8,16.8,-163.6850400899743
2025-09,12.413666279738298,0.0,16.8,16.8,-176.0987063697126
2025-10,11.137561288801733,0.0,16.8,16.8,-187.23626765851432
2025-11,10.222217844260198,0.0,16.8,16.8,-197.45848550277452
2025-12,7.753416336916292,0.0,16.8,16.8,-205.21190183969082
