Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,19.437239071650463,0.0,32.8,32.8,13.362760928349534
2025-02,14.056309483799788,0.0,32.8,32.8,-0.6935485554502545
2025-03,16.579429655083402,0.0,32.8,32.8,-17.27297821053366
2025-04,15.361155609424324,0.0,32.8,32.8,-32.63413381995798
2025-05,16.801820768950964,0.0,32.8,32.8,-49.43595458890894
2025-06,14.225108917367324,0.0,32.8,32.8,-63.661063506276264
2025-07,20.54831922102376,0.0,32.8,32.8,-84.20938272730002
2025-08,36.6436058441786,0.0,32.8,32.8,-120.85298857147862
2025-09,41.63450595269652,0.0,32.8,32.8,-162.48749452417513
2025-10,49.98362821541993,0.0,32.8,32.8,-212.47112273959505
2025-11,41.62345253508578,0.0,32.8,32.8,-254.09457527468084
2025-12,25.024691243780648,0.0,32.8,32.8,-279.1192665184615
