Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,7.554324786426704,0.0,-7.554324786426704
2025-02,17.106207229421738,0.0,-24.660532015848442
2025-03,17.738107655944138,0.0,-42.39863967179258
2025-04,30.985523648971864,0.0,-73.38416332076444
2025-05,38.18622644321344,0.0,-111.57038976397789
2025-06,40.91929873151812,0.0,-152.489688495496
2025-07,33.90242314329176,0.0,-186.39211163878778
2025-08,25.60995260807993,0.0,-212.00206424686772
2025-09,12.041479707879091,0.0,-224.0435439547468
2025-10,12.717393883559048,0.0,-236.76093783830586
2025-11,10.916558352923936,0.0,-247.6774961912298
2025-12,9.272175294100762,0.0,-256.94967148533055
