Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,21.72421305316576,0.0,129.0,129.0,107.27578694683424
2025-02,30.45398932290438,0.0,129.0,129.0,76.82179762392987
2025-03,53.83181460520482,0.0,129.0,129.0,22.98998301872505
2025-04,65.97174458473926,0.0,129.0,129.0,-42.98176156601421
2025-05,78.31123754565996,0.0,129.0,129.0,-121.29299911167416
2025-06,78.22233298588932,0.0,129.0,129.0,-199.5153320975635
2025-07,79.485720458721,0.0,129.0,129.0,-279.0010525562845
2025-08,48.33643152305788,0.0,129.0,129.0,-327.3374840793424
2025-09,31.386652519634605,0.0,129.0,129.0,-358.724136598977
2025-10,28.16015496230364,0.0,129.0,129.0,-386.88429156128063
2025-11,25.845805117339363,0.0,129.0,129.0,-412.73009667862
2025-12,19.603699577783413,0.0,129.0,129.0,-432.3337962564034
