Date,Forecast_Sales
2025-01-31,7520.161975466091
2025-02-28,15010.559629295363
2025-03-31,19350.994705064397
2025-04-30,27336.626476251102
2025-05-31,34612.47063066902
2025-06-30,36083.56864371247
2025-07-31,34644.086752757576
2025-08-31,22021.67710897766
2025-09-30,12222.827075766192
2025-10-31,11577.350146836794
2025-11-30,9892.219482714483
2025-12-31,9655.148177220133
2026-01-31,8927.901420018734
2026-02-28,16761.716193603963
2026-03-31,20757.58295356032
