Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,9.97107435057413,0.0,27.6,27.6,17.628925649425874
2025-02,13.977905255629944,0.0,27.6,27.6,3.65102039379593
2025-03,24.70796178168581,0.0,27.6,27.6,-21.05694138788988
2025-04,30.279999955886183,0.0,27.6,27.6,-51.33694134377606
2025-05,35.94363442037128,0.0,27.6,27.6,-87.28057576414734
2025-06,35.9028286165703,0.0,27.6,27.6,-123.18340438071763
2025-07,36.482703726170776,0.0,27.6,27.6,-159.6661081068884
2025-08,22.18566681234102,0.0,27.6,27.6,-181.85177491922943
2025-09,14.405983090066668,0.0,27.6,27.6,-196.25775800929608
2025-10,12.925071125276084,0.0,27.6,27.6,-209.18282913457216
2025-11,11.86282070815381,0.0,27.6,27.6,-221.04564984272596
2025-12,8.997791798396685,0.0,27.6,27.6,-230.04344164112266
