Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,9.44524413786148,0.0,38.5,38.5,29.05475586213852
2025-02,13.240772562057968,0.0,38.5,38.5,15.813983300080553
2025-03,23.404973523593867,0.0,38.5,38.5,-7.590990223513314
2025-04,28.68316713146483,0.0,38.5,38.5,-36.27415735497814
2025-05,34.04812664774684,0.0,38.5,38.5,-70.32228400272498
2025-06,34.009472760954814,0.0,38.5,38.5,-104.3317567636798
2025-07,34.55876783058092,0.0,38.5,38.5,-138.89052459426074
2025-08,21.015693197769235,0.0,38.5,38.5,-159.90621779202996
2025-09,13.646275471183213,0.0,38.5,38.5,-173.55249326321317
2025-10,12.243460231587513,0.0,38.5,38.5,-185.79595349480067
2025-11,11.237228187526243,0.0,38.5,38.5,-197.03318168232693
2025-12,8.523288188359656,0.0,38.5,38.5,-205.55646987068658
